Files already downloaded and verified
Files already downloaded and verified
Initial model performance:
Train accuracy: 0.8980, Test accuracy: 0.8401
Round 45: Accuracy = 0.8411, Loss = 0.3081, Decision = 0
Round 46: Accuracy = 0.8413, Loss = 0.3095, Decision = 0
Round 47: Accuracy = 0.8411, Loss = 0.3104, Decision = 0
Round 48: Accuracy = 0.8404, Loss = 0.3113, Decision = 0
Round 49: Accuracy = 0.8400, Loss = 0.3124, Decision = 0
Round 50: Accuracy = 0.8399, Loss = 0.3132, Decision = 0
Round 51: Accuracy = 0.8394, Loss = 0.3141, Decision = 0
Round 52: Accuracy = 0.8389, Loss = 0.3155, Decision = 0
Round 53: Accuracy = 0.8390, Loss = 0.3172, Decision = 0
Round 54: Accuracy = 0.8393, Loss = 0.3187, Decision = 0
Round 55: Accuracy = 0.8391, Loss = 0.3200, Decision = 0
Round 56: Accuracy = 0.8391, Loss = 0.3214, Decision = 0
Round 57: Accuracy = 0.8389, Loss = 0.3229, Decision = 0
Round 58: Accuracy = 0.8385, Loss = 0.3245, Decision = 0
Round 59: Accuracy = 0.8382, Loss = 0.3262, Decision = 0
Round 60: Accuracy = 0.8374, Loss = 0.3277, Decision = 0
Round 61: Accuracy = 0.8370, Loss = 0.3291, Decision = 0
Round 62: Accuracy = 0.8362, Loss = 0.3311, Decision = 0
Round 63: Accuracy = 0.8359, Loss = 0.3332, Decision = 0
Round 64: Accuracy = 0.8354, Loss = 0.3347, Decision = 0
Round 65: Accuracy = 0.8348, Loss = 0.3366, Decision = 0
Round 66: Accuracy = 0.8343, Loss = 0.3384, Decision = 0
Round 67: Accuracy = 0.8340, Loss = 0.3409, Decision = 0
Round 68: Accuracy = 0.8334, Loss = 0.3428, Decision = 0
Round 69: Accuracy = 0.8325, Loss = 0.3451, Decision = 0
Round 70: Accuracy = 0.8320, Loss = 0.3474, Decision = 0
Round 71: Accuracy = 0.8318, Loss = 0.3501, Decision = 0
Round 72: Accuracy = 0.8306, Loss = 0.3530, Decision = 0
/home/apiasecz/.conda/envs/cog_fl_llm_env/lib/python3.12/site-packages/torch/autograd/graph.py:744: UserWarning: Plan failed with a cudnnException: CUDNN_BACKEND_EXECUTION_PLAN_DESCRIPTOR: cudnnFinalize Descriptor Failed cudnn_status: CUDNN_STATUS_NOT_SUPPORTED (Triggered internally at /opt/conda/conda-bld/pytorch_1712608847532/work/aten/src/ATen/native/cudnn/Conv_v8.cpp:919.)
  return Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass
Epoch 1/5, Loss: 1.1705
Epoch 2/5, Loss: 0.7293
Epoch 3/5, Loss: 0.5753
Epoch 4/5, Loss: 0.4737
Epoch 5/5, Loss: 0.3993
Round 73: Accuracy = 0.8300, Loss = 0.6696, Decision = 1
Round 74: Accuracy = 0.8225, Loss = 0.3514, Decision = 0
Round 75: Accuracy = 0.8221, Loss = 0.3519, Decision = 0
Round 76: Accuracy = 0.8218, Loss = 0.3528, Decision = 0
Round 77: Accuracy = 0.8216, Loss = 0.3538, Decision = 0
Round 78: Accuracy = 0.8214, Loss = 0.3544, Decision = 0
Round 79: Accuracy = 0.8212, Loss = 0.3552, Decision = 0
Round 80: Accuracy = 0.8210, Loss = 0.3561, Decision = 0
Round 81: Accuracy = 0.8204, Loss = 0.3569, Decision = 0
Round 82: Accuracy = 0.8204, Loss = 0.3577, Decision = 0
Round 83: Accuracy = 0.8194, Loss = 0.3585, Decision = 0
Round 84: Accuracy = 0.8193, Loss = 0.3593, Decision = 0
Round 85: Accuracy = 0.8188, Loss = 0.3604, Decision = 0
Round 86: Accuracy = 0.8186, Loss = 0.3614, Decision = 0
Round 87: Accuracy = 0.8183, Loss = 0.3626, Decision = 0
Round 88: Accuracy = 0.8185, Loss = 0.3636, Decision = 0
Round 89: Accuracy = 0.8178, Loss = 0.3648, Decision = 0
Round 90: Accuracy = 0.8175, Loss = 0.3660, Decision = 0
Round 91: Accuracy = 0.8171, Loss = 0.3673, Decision = 0
Round 92: Accuracy = 0.8170, Loss = 0.3685, Decision = 0
Round 93: Accuracy = 0.8165, Loss = 0.3696, Decision = 0
Round 94: Accuracy = 0.8159, Loss = 0.3709, Decision = 0
Round 95: Accuracy = 0.8157, Loss = 0.3720, Decision = 0
Round 96: Accuracy = 0.8156, Loss = 0.3735, Decision = 0
Round 97: Accuracy = 0.8157, Loss = 0.3746, Decision = 0
Round 98: Accuracy = 0.8152, Loss = 0.3759, Decision = 0
Round 99: Accuracy = 0.8150, Loss = 0.3775, Decision = 0
Round 100: Accuracy = 0.8144, Loss = 0.3791, Decision = 0
Round 101: Accuracy = 0.8142, Loss = 0.3808, Decision = 0
Round 102: Accuracy = 0.8135, Loss = 0.3825, Decision = 0
Round 103: Accuracy = 0.8127, Loss = 0.3843, Decision = 0
Round 104: Accuracy = 0.8121, Loss = 0.3860, Decision = 0
Round 105: Accuracy = 0.8115, Loss = 0.3878, Decision = 0
Round 106: Accuracy = 0.8111, Loss = 0.3894, Decision = 0
Round 107: Accuracy = 0.8112, Loss = 0.3913, Decision = 0
Round 108: Accuracy = 0.8108, Loss = 0.3932, Decision = 0
Round 109: Accuracy = 0.8108, Loss = 0.3947, Decision = 0
Round 110: Accuracy = 0.8103, Loss = 0.3970, Decision = 0
Round 111: Accuracy = 0.8097, Loss = 0.3988, Decision = 0
Round 112: Accuracy = 0.8083, Loss = 0.4006, Decision = 0
Round 113: Accuracy = 0.8078, Loss = 0.4026, Decision = 0
Round 114: Accuracy = 0.8074, Loss = 0.4041, Decision = 0
Round 115: Accuracy = 0.8068, Loss = 0.4062, Decision = 0
Round 116: Accuracy = 0.8058, Loss = 0.4082, Decision = 0
Round 117: Accuracy = 0.8052, Loss = 0.4100, Decision = 0
Round 118: Accuracy = 0.8040, Loss = 0.4122, Decision = 0
Round 119: Accuracy = 0.8038, Loss = 0.4145, Decision = 0
Round 120: Accuracy = 0.8035, Loss = 0.4168, Decision = 0
Round 121: Accuracy = 0.8024, Loss = 0.4189, Decision = 0
Round 122: Accuracy = 0.8018, Loss = 0.4210, Decision = 0
Round 123: Accuracy = 0.8010, Loss = 0.4233, Decision = 0
Round 124: Accuracy = 0.8005, Loss = 0.4257, Decision = 0
Round 125: Accuracy = 0.7993, Loss = 0.4281, Decision = 0
Round 126: Accuracy = 0.7986, Loss = 0.4304, Decision = 0
Round 127: Accuracy = 0.7972, Loss = 0.4325, Decision = 0
Round 128: Accuracy = 0.7961, Loss = 0.4347, Decision = 0
Round 129: Accuracy = 0.7953, Loss = 0.4372, Decision = 0
Round 130: Accuracy = 0.7946, Loss = 0.4396, Decision = 0
Round 131: Accuracy = 0.7941, Loss = 0.4416, Decision = 0
Round 132: Accuracy = 0.7934, Loss = 0.4443, Decision = 0
Round 133: Accuracy = 0.7930, Loss = 0.4468, Decision = 0
Epoch 1/5, Loss: 0.4206
Epoch 2/5, Loss: 0.3487
Epoch 3/5, Loss: 0.2911
Epoch 4/5, Loss: 0.2568
Epoch 5/5, Loss: 0.2207
Round 134: Accuracy = 0.7925, Loss = 0.3076, Decision = 1
Round 135: Accuracy = 0.8076, Loss = 0.2554, Decision = 0
Round 136: Accuracy = 0.8066, Loss = 0.2577, Decision = 0
Round 137: Accuracy = 0.8055, Loss = 0.2596, Decision = 0
Round 138: Accuracy = 0.8052, Loss = 0.2619, Decision = 0
Round 139: Accuracy = 0.8047, Loss = 0.2640, Decision = 0
Round 140: Accuracy = 0.8038, Loss = 0.2664, Decision = 0
Round 141: Accuracy = 0.8032, Loss = 0.2689, Decision = 0
Round 142: Accuracy = 0.8026, Loss = 0.2714, Decision = 0
Round 143: Accuracy = 0.8017, Loss = 0.2744, Decision = 0
Round 144: Accuracy = 0.8006, Loss = 0.2767, Decision = 0
Round 145: Accuracy = 0.8002, Loss = 0.2789, Decision = 0
Round 146: Accuracy = 0.7995, Loss = 0.2818, Decision = 0
Round 147: Accuracy = 0.7991, Loss = 0.2844, Decision = 0
Epoch 1/5, Loss: 0.2214
Epoch 2/5, Loss: 0.1958
Epoch 3/5, Loss: 0.1613
Epoch 4/5, Loss: 0.1446
Epoch 5/5, Loss: 0.1331
Round 148: Accuracy = 0.7985, Loss = 0.1712, Decision = 1
Round 149: Accuracy = 0.8396, Loss = 0.0821, Decision = 0
Round 150: Accuracy = 0.8397, Loss = 0.0840, Decision = 0
Round 151: Accuracy = 0.8397, Loss = 0.0859, Decision = 0
Round 152: Accuracy = 0.8391, Loss = 0.0879, Decision = 0
Round 153: Accuracy = 0.8387, Loss = 0.0897, Decision = 0
Round 154: Accuracy = 0.8382, Loss = 0.0915, Decision = 0
Round 155: Accuracy = 0.8377, Loss = 0.0937, Decision = 0
Round 156: Accuracy = 0.8373, Loss = 0.0956, Decision = 0
Round 157: Accuracy = 0.8369, Loss = 0.0979, Decision = 0
Round 158: Accuracy = 0.8366, Loss = 0.0996, Decision = 0
Round 159: Accuracy = 0.8360, Loss = 0.1016, Decision = 0
Round 160: Accuracy = 0.8353, Loss = 0.1042, Decision = 0
Round 161: Accuracy = 0.8347, Loss = 0.1068, Decision = 0
Round 162: Accuracy = 0.8340, Loss = 0.1088, Decision = 0
Round 163: Accuracy = 0.8337, Loss = 0.1113, Decision = 0
Round 164: Accuracy = 0.8327, Loss = 0.1140, Decision = 0
Round 165: Accuracy = 0.8320, Loss = 0.1167, Decision = 0
Round 166: Accuracy = 0.8312, Loss = 0.1191, Decision = 0
Round 167: Accuracy = 0.8311, Loss = 0.1217, Decision = 0
Round 168: Accuracy = 0.8300, Loss = 0.1237, Decision = 0
Round 169: Accuracy = 0.8295, Loss = 0.1264, Decision = 0
Round 170: Accuracy = 0.8286, Loss = 0.1295, Decision = 0
Epoch 1/5, Loss: 0.1619
Epoch 2/5, Loss: 0.1431
Epoch 3/5, Loss: 0.1239
Epoch 4/5, Loss: 0.1099
Epoch 5/5, Loss: 0.1100
Round 171: Accuracy = 0.8283, Loss = 0.1298, Decision = 1
Round 172: Accuracy = 0.8212, Loss = 0.0920, Decision = 0
Round 173: Accuracy = 0.8205, Loss = 0.0946, Decision = 0
Round 174: Accuracy = 0.8202, Loss = 0.0968, Decision = 0
Round 175: Accuracy = 0.8198, Loss = 0.0993, Decision = 0
Round 176: Accuracy = 0.8192, Loss = 0.1018, Decision = 0
Round 177: Accuracy = 0.8190, Loss = 0.1045, Decision = 0
Round 178: Accuracy = 0.8188, Loss = 0.1075, Decision = 0
Epoch 1/5, Loss: 0.1201
Epoch 2/5, Loss: 0.1039
Epoch 3/5, Loss: 0.0906
Epoch 4/5, Loss: 0.0895
Epoch 5/5, Loss: 0.0959
Round 179: Accuracy = 0.8179, Loss = 0.1000, Decision = 1
Epoch 1/5, Loss: 0.0844
Epoch 2/5, Loss: 0.0791
Epoch 3/5, Loss: 0.0761
Epoch 4/5, Loss: 0.0710
Epoch 5/5, Loss: 0.0634
Round 180: Accuracy = 0.8086, Loss = 0.0748, Decision = 1
Round 181: Accuracy = 0.8081, Loss = 0.1423, Decision = 0
Round 182: Accuracy = 0.8070, Loss = 0.1482, Decision = 0
Round 183: Accuracy = 0.8065, Loss = 0.1531, Decision = 0
Round 184: Accuracy = 0.8060, Loss = 0.1577, Decision = 0
Round 185: Accuracy = 0.8048, Loss = 0.1626, Decision = 0
Round 186: Accuracy = 0.8041, Loss = 0.1696, Decision = 0
Round 187: Accuracy = 0.8035, Loss = 0.1749, Decision = 0
Round 188: Accuracy = 0.8019, Loss = 0.1789, Decision = 0
Round 189: Accuracy = 0.8019, Loss = 0.1846, Decision = 0
Round 190: Accuracy = 0.8014, Loss = 0.1891, Decision = 0
Round 191: Accuracy = 0.8001, Loss = 0.1957, Decision = 0
Round 192: Accuracy = 0.7990, Loss = 0.2018, Decision = 0
Round 193: Accuracy = 0.7976, Loss = 0.2067, Decision = 0
Round 194: Accuracy = 0.7966, Loss = 0.2121, Decision = 0
Round 195: Accuracy = 0.7958, Loss = 0.2191, Decision = 0
Round 196: Accuracy = 0.7958, Loss = 0.2261, Decision = 0
Round 197: Accuracy = 0.7947, Loss = 0.2311, Decision = 0
Epoch 1/5, Loss: 0.1054
Epoch 2/5, Loss: 0.0925
Epoch 3/5, Loss: 0.0751
Epoch 4/5, Loss: 0.0766
Epoch 5/5, Loss: 0.0726
Round 198: Accuracy = 0.7939, Loss = 0.0844, Decision = 1
Round 199: Accuracy = 0.8126, Loss = 0.0843, Decision = 0
