Files already downloaded and verified
Files already downloaded and verified
Initial model performance:
Train accuracy: 0.8980, Test accuracy: 0.8401
Round 45: Accuracy = 0.8411, Loss = 0.3081, Decision = 0
Round 46: Accuracy = 0.8413, Loss = 0.3095, Decision = 0
Round 47: Accuracy = 0.8411, Loss = 0.3104, Decision = 0
Round 48: Accuracy = 0.8404, Loss = 0.3113, Decision = 0
Round 49: Accuracy = 0.8400, Loss = 0.3124, Decision = 0
Round 50: Accuracy = 0.8399, Loss = 0.3132, Decision = 0
Round 51: Accuracy = 0.8394, Loss = 0.3141, Decision = 0
Round 52: Accuracy = 0.8389, Loss = 0.3155, Decision = 0
Round 53: Accuracy = 0.8390, Loss = 0.3172, Decision = 0
Round 54: Accuracy = 0.8393, Loss = 0.3187, Decision = 0
Round 55: Accuracy = 0.8391, Loss = 0.3200, Decision = 0
Round 56: Accuracy = 0.8391, Loss = 0.3214, Decision = 0
Round 57: Accuracy = 0.8389, Loss = 0.3229, Decision = 0
Round 58: Accuracy = 0.8385, Loss = 0.3245, Decision = 0
Round 59: Accuracy = 0.8382, Loss = 0.3262, Decision = 0
Round 60: Accuracy = 0.8374, Loss = 0.3277, Decision = 0
Round 61: Accuracy = 0.8370, Loss = 0.3291, Decision = 0
Round 62: Accuracy = 0.8362, Loss = 0.3311, Decision = 0
Round 63: Accuracy = 0.8359, Loss = 0.3332, Decision = 0
Round 64: Accuracy = 0.8354, Loss = 0.3347, Decision = 0
Round 65: Accuracy = 0.8348, Loss = 0.3366, Decision = 0
Round 66: Accuracy = 0.8343, Loss = 0.3384, Decision = 0
Round 67: Accuracy = 0.8340, Loss = 0.3409, Decision = 0
Round 68: Accuracy = 0.8334, Loss = 0.3428, Decision = 0
Round 69: Accuracy = 0.8325, Loss = 0.3451, Decision = 0
Round 70: Accuracy = 0.8320, Loss = 0.3474, Decision = 0
Round 71: Accuracy = 0.8318, Loss = 0.3501, Decision = 0
Round 72: Accuracy = 0.8306, Loss = 0.3530, Decision = 0
Round 73: Accuracy = 0.8300, Loss = 0.3560, Decision = 0
Round 74: Accuracy = 0.8298, Loss = 0.3581, Decision = 0
Round 75: Accuracy = 0.8293, Loss = 0.3605, Decision = 0
Round 76: Accuracy = 0.8285, Loss = 0.3630, Decision = 0
Round 77: Accuracy = 0.8280, Loss = 0.3655, Decision = 0
Round 78: Accuracy = 0.8274, Loss = 0.3684, Decision = 0
Round 79: Accuracy = 0.8263, Loss = 0.3709, Decision = 0
Round 80: Accuracy = 0.8261, Loss = 0.3737, Decision = 0
Round 81: Accuracy = 0.8257, Loss = 0.3770, Decision = 0
Round 82: Accuracy = 0.8255, Loss = 0.3796, Decision = 0
Round 83: Accuracy = 0.8249, Loss = 0.3825, Decision = 0
Round 84: Accuracy = 0.8237, Loss = 0.3854, Decision = 0
Round 85: Accuracy = 0.8232, Loss = 0.3882, Decision = 0
Round 86: Accuracy = 0.8220, Loss = 0.3908, Decision = 0
Round 87: Accuracy = 0.8214, Loss = 0.3938, Decision = 0
Round 88: Accuracy = 0.8211, Loss = 0.3965, Decision = 0
Round 89: Accuracy = 0.8206, Loss = 0.3995, Decision = 0
Round 90: Accuracy = 0.8201, Loss = 0.4031, Decision = 0
Round 91: Accuracy = 0.8188, Loss = 0.4064, Decision = 0
Round 92: Accuracy = 0.8185, Loss = 0.4095, Decision = 0
/home/apiasecz/.conda/envs/cog_fl_llm_env/lib/python3.12/site-packages/torch/autograd/graph.py:744: UserWarning: Plan failed with a cudnnException: CUDNN_BACKEND_EXECUTION_PLAN_DESCRIPTOR: cudnnFinalize Descriptor Failed cudnn_status: CUDNN_STATUS_NOT_SUPPORTED (Triggered internally at /opt/conda/conda-bld/pytorch_1712608847532/work/aten/src/ATen/native/cudnn/Conv_v8.cpp:919.)
  return Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass
Epoch 1/5, Loss: 1.2421
Epoch 2/5, Loss: 0.7670
Epoch 3/5, Loss: 0.6027
Epoch 4/5, Loss: 0.5002
Epoch 5/5, Loss: 0.4251
Round 93: Accuracy = 0.8183, Loss = 0.7074, Decision = 1
Round 94: Accuracy = 0.8311, Loss = 0.3208, Decision = 0
Round 95: Accuracy = 0.8309, Loss = 0.3221, Decision = 0
Round 96: Accuracy = 0.8295, Loss = 0.3234, Decision = 0
Round 97: Accuracy = 0.8290, Loss = 0.3245, Decision = 0
Round 98: Accuracy = 0.8285, Loss = 0.3261, Decision = 0
Round 99: Accuracy = 0.8278, Loss = 0.3276, Decision = 0
Round 100: Accuracy = 0.8273, Loss = 0.3291, Decision = 0
Round 101: Accuracy = 0.8267, Loss = 0.3307, Decision = 0
Round 102: Accuracy = 0.8264, Loss = 0.3321, Decision = 0
Round 103: Accuracy = 0.8263, Loss = 0.3337, Decision = 0
Round 104: Accuracy = 0.8258, Loss = 0.3353, Decision = 0
Round 105: Accuracy = 0.8253, Loss = 0.3370, Decision = 0
Round 106: Accuracy = 0.8246, Loss = 0.3388, Decision = 0
Round 107: Accuracy = 0.8244, Loss = 0.3405, Decision = 0
Round 108: Accuracy = 0.8241, Loss = 0.3422, Decision = 0
Round 109: Accuracy = 0.8241, Loss = 0.3439, Decision = 0
Round 110: Accuracy = 0.8234, Loss = 0.3460, Decision = 0
Round 111: Accuracy = 0.8224, Loss = 0.3480, Decision = 0
Round 112: Accuracy = 0.8217, Loss = 0.3498, Decision = 0
Round 113: Accuracy = 0.8209, Loss = 0.3520, Decision = 0
Round 114: Accuracy = 0.8204, Loss = 0.3537, Decision = 0
Round 115: Accuracy = 0.8205, Loss = 0.3559, Decision = 0
Round 116: Accuracy = 0.8201, Loss = 0.3580, Decision = 0
Round 117: Accuracy = 0.8194, Loss = 0.3599, Decision = 0
Round 118: Accuracy = 0.8184, Loss = 0.3618, Decision = 0
Round 119: Accuracy = 0.8179, Loss = 0.3639, Decision = 0
Round 120: Accuracy = 0.8178, Loss = 0.3659, Decision = 0
Round 121: Accuracy = 0.8170, Loss = 0.3679, Decision = 0
Round 122: Accuracy = 0.8164, Loss = 0.3704, Decision = 0
Round 123: Accuracy = 0.8155, Loss = 0.3721, Decision = 0
Round 124: Accuracy = 0.8151, Loss = 0.3743, Decision = 0
Round 125: Accuracy = 0.8144, Loss = 0.3764, Decision = 0
Round 126: Accuracy = 0.8140, Loss = 0.3785, Decision = 0
Round 127: Accuracy = 0.8132, Loss = 0.3806, Decision = 0
Round 128: Accuracy = 0.8124, Loss = 0.3829, Decision = 0
Round 129: Accuracy = 0.8120, Loss = 0.3850, Decision = 0
Round 130: Accuracy = 0.8112, Loss = 0.3874, Decision = 0
Round 131: Accuracy = 0.8109, Loss = 0.3897, Decision = 0
Round 132: Accuracy = 0.8100, Loss = 0.3920, Decision = 0
Round 133: Accuracy = 0.8098, Loss = 0.3941, Decision = 0
Round 134: Accuracy = 0.8087, Loss = 0.3966, Decision = 0
Round 135: Accuracy = 0.8082, Loss = 0.3990, Decision = 0
Round 136: Accuracy = 0.8077, Loss = 0.4017, Decision = 0
Round 137: Accuracy = 0.8070, Loss = 0.4041, Decision = 0
Round 138: Accuracy = 0.8065, Loss = 0.4067, Decision = 0
Round 139: Accuracy = 0.8059, Loss = 0.4093, Decision = 0
Round 140: Accuracy = 0.8046, Loss = 0.4117, Decision = 0
Round 141: Accuracy = 0.8035, Loss = 0.4142, Decision = 0
Round 142: Accuracy = 0.8028, Loss = 0.4169, Decision = 0
Round 143: Accuracy = 0.8017, Loss = 0.4195, Decision = 0
Round 144: Accuracy = 0.8009, Loss = 0.4221, Decision = 0
Round 145: Accuracy = 0.8003, Loss = 0.4250, Decision = 0
Round 146: Accuracy = 0.7992, Loss = 0.4277, Decision = 0
Round 147: Accuracy = 0.7979, Loss = 0.4306, Decision = 0
Round 148: Accuracy = 0.7972, Loss = 0.4333, Decision = 0
Round 149: Accuracy = 0.7967, Loss = 0.4362, Decision = 0
Round 150: Accuracy = 0.7957, Loss = 0.4388, Decision = 0
Round 151: Accuracy = 0.7954, Loss = 0.4417, Decision = 0
Round 152: Accuracy = 0.7947, Loss = 0.4446, Decision = 0
Round 153: Accuracy = 0.7936, Loss = 0.4474, Decision = 0
Round 154: Accuracy = 0.7922, Loss = 0.4505, Decision = 0
Round 155: Accuracy = 0.7911, Loss = 0.4535, Decision = 0
Round 156: Accuracy = 0.7911, Loss = 0.4571, Decision = 0
Epoch 1/5, Loss: 0.4537
Epoch 2/5, Loss: 0.3849
Epoch 3/5, Loss: 0.3316
Epoch 4/5, Loss: 0.2897
Epoch 5/5, Loss: 0.2463
Round 157: Accuracy = 0.7902, Loss = 0.3412, Decision = 1
Round 158: Accuracy = 0.7992, Loss = 0.2742, Decision = 0
Round 159: Accuracy = 0.7992, Loss = 0.2763, Decision = 0
Round 160: Accuracy = 0.7981, Loss = 0.2788, Decision = 0
Round 161: Accuracy = 0.7971, Loss = 0.2817, Decision = 0
Round 162: Accuracy = 0.7963, Loss = 0.2846, Decision = 0
Round 163: Accuracy = 0.7955, Loss = 0.2879, Decision = 0
Round 164: Accuracy = 0.7941, Loss = 0.2916, Decision = 0
Round 165: Accuracy = 0.7934, Loss = 0.2948, Decision = 0
Round 166: Accuracy = 0.7919, Loss = 0.2977, Decision = 0
Round 167: Accuracy = 0.7913, Loss = 0.3006, Decision = 0
Round 168: Accuracy = 0.7904, Loss = 0.3041, Decision = 0
Round 169: Accuracy = 0.7899, Loss = 0.3073, Decision = 0
Round 170: Accuracy = 0.7894, Loss = 0.3103, Decision = 0
Epoch 1/5, Loss: 0.2519
Epoch 2/5, Loss: 0.2085
Epoch 3/5, Loss: 0.1913
Epoch 4/5, Loss: 0.1698
Epoch 5/5, Loss: 0.1441
Round 171: Accuracy = 0.7883, Loss = 0.1931, Decision = 1
Round 172: Accuracy = 0.8086, Loss = 0.1760, Decision = 0
Round 173: Accuracy = 0.8084, Loss = 0.1781, Decision = 0
Round 174: Accuracy = 0.8075, Loss = 0.1800, Decision = 0
Round 175: Accuracy = 0.8066, Loss = 0.1829, Decision = 0
Round 176: Accuracy = 0.8062, Loss = 0.1862, Decision = 0
Round 177: Accuracy = 0.8059, Loss = 0.1887, Decision = 0
Round 178: Accuracy = 0.8050, Loss = 0.1916, Decision = 0
Round 179: Accuracy = 0.8041, Loss = 0.1940, Decision = 0
Round 180: Accuracy = 0.8034, Loss = 0.1961, Decision = 0
Round 181: Accuracy = 0.8034, Loss = 0.1988, Decision = 0
Round 182: Accuracy = 0.8022, Loss = 0.2014, Decision = 0
Round 183: Accuracy = 0.8014, Loss = 0.2049, Decision = 0
Round 184: Accuracy = 0.8008, Loss = 0.2080, Decision = 0
Round 185: Accuracy = 0.8004, Loss = 0.2108, Decision = 0
Round 186: Accuracy = 0.7993, Loss = 0.2148, Decision = 0
Round 187: Accuracy = 0.7986, Loss = 0.2179, Decision = 0
Round 188: Accuracy = 0.7976, Loss = 0.2211, Decision = 0
Round 189: Accuracy = 0.7971, Loss = 0.2243, Decision = 0
Round 190: Accuracy = 0.7959, Loss = 0.2275, Decision = 0
Round 191: Accuracy = 0.7953, Loss = 0.2314, Decision = 0
Round 192: Accuracy = 0.7949, Loss = 0.2359, Decision = 0
Epoch 1/5, Loss: 0.1922
Epoch 2/5, Loss: 0.1612
Epoch 3/5, Loss: 0.1506
Epoch 4/5, Loss: 0.1217
Epoch 5/5, Loss: 0.1196
Round 193: Accuracy = 0.7940, Loss = 0.1491, Decision = 1
Round 194: Accuracy = 0.7883, Loss = 0.1977, Decision = 0
Round 195: Accuracy = 0.7876, Loss = 0.2013, Decision = 0
Round 196: Accuracy = 0.7868, Loss = 0.2046, Decision = 0
Round 197: Accuracy = 0.7862, Loss = 0.2078, Decision = 0
Round 198: Accuracy = 0.7850, Loss = 0.2106, Decision = 0
Round 199: Accuracy = 0.7846, Loss = 0.2152, Decision = 0
