Files already downloaded and verified
Files already downloaded and verified
Initial model performance:
Train accuracy: 0.8332, Test accuracy: 0.7913
Round 103: Accuracy = 0.7231, Loss = 0.8389, Decision = 0
Round 104: Accuracy = 0.7222, Loss = 0.8440, Decision = 0
Round 105: Accuracy = 0.7203, Loss = 0.8495, Decision = 0
Round 106: Accuracy = 0.7197, Loss = 0.8546, Decision = 0
Round 107: Accuracy = 0.7184, Loss = 0.8601, Decision = 0
Round 108: Accuracy = 0.7169, Loss = 0.8663, Decision = 0
Round 109: Accuracy = 0.7158, Loss = 0.8719, Decision = 0
Round 110: Accuracy = 0.7151, Loss = 0.8768, Decision = 0
/home/apiasecz/.conda/envs/cog_fl_llm_env/lib/python3.12/site-packages/torch/autograd/graph.py:744: UserWarning: Plan failed with a cudnnException: CUDNN_BACKEND_EXECUTION_PLAN_DESCRIPTOR: cudnnFinalize Descriptor Failed cudnn_status: CUDNN_STATUS_NOT_SUPPORTED (Triggered internally at /opt/conda/conda-bld/pytorch_1712608847532/work/aten/src/ATen/native/cudnn/Conv_v8.cpp:919.)
  return Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass
Epoch 1/5, Loss: 1.3085
Epoch 2/5, Loss: 0.8511
Epoch 3/5, Loss: 0.6600
Epoch 4/5, Loss: 0.5525
Epoch 5/5, Loss: 0.4639
Round 111: Accuracy = 0.7131, Loss = 0.7672, Decision = 1
Round 112: Accuracy = 0.8091, Loss = 0.3725, Decision = 0
Round 113: Accuracy = 0.8083, Loss = 0.3744, Decision = 0
Round 114: Accuracy = 0.8073, Loss = 0.3761, Decision = 0
Round 115: Accuracy = 0.8072, Loss = 0.3779, Decision = 0
Round 116: Accuracy = 0.8067, Loss = 0.3800, Decision = 0
Round 117: Accuracy = 0.8067, Loss = 0.3814, Decision = 0
Round 118: Accuracy = 0.8065, Loss = 0.3833, Decision = 0
Round 119: Accuracy = 0.8058, Loss = 0.3856, Decision = 0
Round 120: Accuracy = 0.8054, Loss = 0.3876, Decision = 0
Round 121: Accuracy = 0.8049, Loss = 0.3892, Decision = 0
Round 122: Accuracy = 0.8049, Loss = 0.3910, Decision = 0
Round 123: Accuracy = 0.8046, Loss = 0.3931, Decision = 0
Round 124: Accuracy = 0.8041, Loss = 0.3950, Decision = 0
Round 125: Accuracy = 0.8037, Loss = 0.3968, Decision = 0
Round 126: Accuracy = 0.8034, Loss = 0.3990, Decision = 0
Round 127: Accuracy = 0.8027, Loss = 0.4011, Decision = 0
Round 128: Accuracy = 0.8026, Loss = 0.4035, Decision = 0
Round 129: Accuracy = 0.8022, Loss = 0.4055, Decision = 0
Round 130: Accuracy = 0.8013, Loss = 0.4080, Decision = 0
Round 131: Accuracy = 0.8007, Loss = 0.4106, Decision = 0
Round 132: Accuracy = 0.8006, Loss = 0.4131, Decision = 0
Round 133: Accuracy = 0.7997, Loss = 0.4155, Decision = 0
Round 134: Accuracy = 0.7985, Loss = 0.4178, Decision = 0
Round 135: Accuracy = 0.7976, Loss = 0.4202, Decision = 0
Round 136: Accuracy = 0.7975, Loss = 0.4224, Decision = 0
Round 137: Accuracy = 0.7971, Loss = 0.4248, Decision = 0
Round 138: Accuracy = 0.7960, Loss = 0.4276, Decision = 0
Round 139: Accuracy = 0.7953, Loss = 0.4302, Decision = 0
Round 140: Accuracy = 0.7945, Loss = 0.4325, Decision = 0
Round 141: Accuracy = 0.7938, Loss = 0.4350, Decision = 0
Round 142: Accuracy = 0.7929, Loss = 0.4379, Decision = 0
Round 143: Accuracy = 0.7922, Loss = 0.4407, Decision = 0
Round 144: Accuracy = 0.7913, Loss = 0.4432, Decision = 0
Round 145: Accuracy = 0.7907, Loss = 0.4458, Decision = 0
Round 146: Accuracy = 0.7897, Loss = 0.4485, Decision = 0
Round 147: Accuracy = 0.7894, Loss = 0.4512, Decision = 0
Round 148: Accuracy = 0.7889, Loss = 0.4540, Decision = 0
Round 149: Accuracy = 0.7879, Loss = 0.4571, Decision = 0
Round 150: Accuracy = 0.7869, Loss = 0.4596, Decision = 0
Round 151: Accuracy = 0.7858, Loss = 0.4624, Decision = 0
Round 152: Accuracy = 0.7852, Loss = 0.4652, Decision = 0
Round 153: Accuracy = 0.7839, Loss = 0.4678, Decision = 0
Round 154: Accuracy = 0.7834, Loss = 0.4708, Decision = 0
Round 155: Accuracy = 0.7822, Loss = 0.4733, Decision = 0
Round 156: Accuracy = 0.7815, Loss = 0.4765, Decision = 0
Round 157: Accuracy = 0.7811, Loss = 0.4790, Decision = 0
Round 158: Accuracy = 0.7798, Loss = 0.4820, Decision = 0
Round 159: Accuracy = 0.7792, Loss = 0.4849, Decision = 0
Round 160: Accuracy = 0.7784, Loss = 0.4887, Decision = 0
Round 161: Accuracy = 0.7776, Loss = 0.4918, Decision = 0
Round 162: Accuracy = 0.7764, Loss = 0.4948, Decision = 0
Round 163: Accuracy = 0.7754, Loss = 0.4982, Decision = 0
Round 164: Accuracy = 0.7745, Loss = 0.5014, Decision = 0
Round 165: Accuracy = 0.7736, Loss = 0.5044, Decision = 0
Round 166: Accuracy = 0.7723, Loss = 0.5080, Decision = 0
Round 167: Accuracy = 0.7716, Loss = 0.5113, Decision = 0
Round 168: Accuracy = 0.7707, Loss = 0.5148, Decision = 0
Round 169: Accuracy = 0.7694, Loss = 0.5185, Decision = 0
Round 170: Accuracy = 0.7680, Loss = 0.5222, Decision = 0
Round 171: Accuracy = 0.7674, Loss = 0.5255, Decision = 0
Round 172: Accuracy = 0.7665, Loss = 0.5290, Decision = 0
Round 173: Accuracy = 0.7648, Loss = 0.5328, Decision = 0
Round 174: Accuracy = 0.7640, Loss = 0.5365, Decision = 0
Round 175: Accuracy = 0.7631, Loss = 0.5403, Decision = 0
Round 176: Accuracy = 0.7622, Loss = 0.5441, Decision = 0
Round 177: Accuracy = 0.7611, Loss = 0.5479, Decision = 0
Round 178: Accuracy = 0.7604, Loss = 0.5514, Decision = 0
Round 179: Accuracy = 0.7595, Loss = 0.5557, Decision = 0
Round 180: Accuracy = 0.7584, Loss = 0.5593, Decision = 0
Round 181: Accuracy = 0.7576, Loss = 0.5635, Decision = 0
Round 182: Accuracy = 0.7571, Loss = 0.5672, Decision = 0
Round 183: Accuracy = 0.7562, Loss = 0.5712, Decision = 0
Round 184: Accuracy = 0.7550, Loss = 0.5755, Decision = 0
Round 185: Accuracy = 0.7538, Loss = 0.5793, Decision = 0
Round 186: Accuracy = 0.7526, Loss = 0.5831, Decision = 0
Round 187: Accuracy = 0.7520, Loss = 0.5874, Decision = 0
Round 188: Accuracy = 0.7515, Loss = 0.5910, Decision = 0
Round 189: Accuracy = 0.7508, Loss = 0.5952, Decision = 0
Round 190: Accuracy = 0.7501, Loss = 0.5994, Decision = 0
Round 191: Accuracy = 0.7479, Loss = 0.6033, Decision = 0
Round 192: Accuracy = 0.7461, Loss = 0.6074, Decision = 0
Round 193: Accuracy = 0.7450, Loss = 0.6114, Decision = 0
Round 194: Accuracy = 0.7440, Loss = 0.6153, Decision = 0
Round 195: Accuracy = 0.7427, Loss = 0.6195, Decision = 0
Round 196: Accuracy = 0.7416, Loss = 0.6237, Decision = 0
Round 197: Accuracy = 0.7403, Loss = 0.6280, Decision = 0
Round 198: Accuracy = 0.7397, Loss = 0.6321, Decision = 0
Round 199: Accuracy = 0.7385, Loss = 0.6364, Decision = 0
