Files already downloaded and verified
Files already downloaded and verified
Initial model performance:
Train accuracy: 0.8752, Test accuracy: 0.8242
Round 43: Accuracy = 0.8152, Loss = 0.4196, Decision = 0
Round 44: Accuracy = 0.8149, Loss = 0.4213, Decision = 0
Round 45: Accuracy = 0.8146, Loss = 0.4236, Decision = 0
Round 46: Accuracy = 0.8149, Loss = 0.4258, Decision = 0
Round 47: Accuracy = 0.8149, Loss = 0.4276, Decision = 0
Round 48: Accuracy = 0.8147, Loss = 0.4293, Decision = 0
Round 49: Accuracy = 0.8143, Loss = 0.4310, Decision = 0
Round 50: Accuracy = 0.8141, Loss = 0.4333, Decision = 0
Round 51: Accuracy = 0.8133, Loss = 0.4356, Decision = 0
Round 52: Accuracy = 0.8134, Loss = 0.4383, Decision = 0
Round 53: Accuracy = 0.8132, Loss = 0.4406, Decision = 0
Round 54: Accuracy = 0.8125, Loss = 0.4430, Decision = 0
Round 55: Accuracy = 0.8120, Loss = 0.4456, Decision = 0
Round 56: Accuracy = 0.8113, Loss = 0.4480, Decision = 0
Round 57: Accuracy = 0.8107, Loss = 0.4507, Decision = 0
Round 58: Accuracy = 0.8095, Loss = 0.4532, Decision = 0
Round 59: Accuracy = 0.8093, Loss = 0.4561, Decision = 0
Round 60: Accuracy = 0.8086, Loss = 0.4588, Decision = 0
Round 61: Accuracy = 0.8075, Loss = 0.4622, Decision = 0
Round 62: Accuracy = 0.8067, Loss = 0.4651, Decision = 0
Round 63: Accuracy = 0.8063, Loss = 0.4676, Decision = 0
Round 64: Accuracy = 0.8054, Loss = 0.4703, Decision = 0
Round 65: Accuracy = 0.8042, Loss = 0.4737, Decision = 0
Round 66: Accuracy = 0.8036, Loss = 0.4770, Decision = 0
Round 67: Accuracy = 0.8023, Loss = 0.4804, Decision = 0
Round 68: Accuracy = 0.8014, Loss = 0.4834, Decision = 0
Round 69: Accuracy = 0.8003, Loss = 0.4867, Decision = 0
Round 70: Accuracy = 0.7997, Loss = 0.4900, Decision = 0
Round 71: Accuracy = 0.7990, Loss = 0.4928, Decision = 0
Round 72: Accuracy = 0.7983, Loss = 0.4965, Decision = 0
Round 73: Accuracy = 0.7978, Loss = 0.5003, Decision = 0
Round 74: Accuracy = 0.7965, Loss = 0.5042, Decision = 0
Round 75: Accuracy = 0.7960, Loss = 0.5084, Decision = 0
Round 76: Accuracy = 0.7951, Loss = 0.5119, Decision = 0
Round 77: Accuracy = 0.7942, Loss = 0.5155, Decision = 0
Round 78: Accuracy = 0.7936, Loss = 0.5193, Decision = 0
Round 79: Accuracy = 0.7931, Loss = 0.5237, Decision = 0
Round 80: Accuracy = 0.7920, Loss = 0.5275, Decision = 0
Round 81: Accuracy = 0.7909, Loss = 0.5313, Decision = 0
Round 82: Accuracy = 0.7902, Loss = 0.5352, Decision = 0
Round 83: Accuracy = 0.7896, Loss = 0.5396, Decision = 0
Round 84: Accuracy = 0.7887, Loss = 0.5437, Decision = 0
Round 85: Accuracy = 0.7881, Loss = 0.5482, Decision = 0
Round 86: Accuracy = 0.7871, Loss = 0.5530, Decision = 0
Round 87: Accuracy = 0.7861, Loss = 0.5576, Decision = 0
Round 88: Accuracy = 0.7857, Loss = 0.5620, Decision = 0
Round 89: Accuracy = 0.7845, Loss = 0.5663, Decision = 0
/home/apiasecz/.conda/envs/cog_fl_llm_env/lib/python3.12/site-packages/torch/autograd/graph.py:744: UserWarning: Plan failed with a cudnnException: CUDNN_BACKEND_EXECUTION_PLAN_DESCRIPTOR: cudnnFinalize Descriptor Failed cudnn_status: CUDNN_STATUS_NOT_SUPPORTED (Triggered internally at /opt/conda/conda-bld/pytorch_1712608847532/work/aten/src/ATen/native/cudnn/Conv_v8.cpp:919.)
  return Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass
Epoch 1/5, Loss: 1.3797
Epoch 2/5, Loss: 0.8393
Epoch 3/5, Loss: 0.6499
Epoch 4/5, Loss: 0.5476
Epoch 5/5, Loss: 0.4569
Round 90: Accuracy = 0.7835, Loss = 0.7747, Decision = 1
Round 91: Accuracy = 0.8016, Loss = 0.4051, Decision = 0
Round 92: Accuracy = 0.8012, Loss = 0.4061, Decision = 0
Round 93: Accuracy = 0.8012, Loss = 0.4073, Decision = 0
Round 94: Accuracy = 0.8008, Loss = 0.4084, Decision = 0
Round 95: Accuracy = 0.8004, Loss = 0.4095, Decision = 0
Round 96: Accuracy = 0.7999, Loss = 0.4106, Decision = 0
Round 97: Accuracy = 0.7997, Loss = 0.4117, Decision = 0
Round 98: Accuracy = 0.7992, Loss = 0.4128, Decision = 0
Round 99: Accuracy = 0.7982, Loss = 0.4139, Decision = 0
Round 100: Accuracy = 0.7974, Loss = 0.4149, Decision = 0
Round 101: Accuracy = 0.7977, Loss = 0.4162, Decision = 0
Round 102: Accuracy = 0.7970, Loss = 0.4173, Decision = 0
Round 103: Accuracy = 0.7963, Loss = 0.4190, Decision = 0
Round 104: Accuracy = 0.7955, Loss = 0.4208, Decision = 0
Round 105: Accuracy = 0.7950, Loss = 0.4223, Decision = 0
Round 106: Accuracy = 0.7949, Loss = 0.4238, Decision = 0
Round 107: Accuracy = 0.7944, Loss = 0.4256, Decision = 0
Round 108: Accuracy = 0.7943, Loss = 0.4269, Decision = 0
Round 109: Accuracy = 0.7940, Loss = 0.4286, Decision = 0
Round 110: Accuracy = 0.7935, Loss = 0.4303, Decision = 0
Round 111: Accuracy = 0.7935, Loss = 0.4319, Decision = 0
Round 112: Accuracy = 0.7927, Loss = 0.4338, Decision = 0
Round 113: Accuracy = 0.7923, Loss = 0.4355, Decision = 0
Round 114: Accuracy = 0.7918, Loss = 0.4374, Decision = 0
Round 115: Accuracy = 0.7920, Loss = 0.4393, Decision = 0
Round 116: Accuracy = 0.7914, Loss = 0.4411, Decision = 0
Round 117: Accuracy = 0.7909, Loss = 0.4427, Decision = 0
Round 118: Accuracy = 0.7903, Loss = 0.4445, Decision = 0
Round 119: Accuracy = 0.7897, Loss = 0.4465, Decision = 0
Round 120: Accuracy = 0.7895, Loss = 0.4483, Decision = 0
Round 121: Accuracy = 0.7896, Loss = 0.4503, Decision = 0
Round 122: Accuracy = 0.7888, Loss = 0.4528, Decision = 0
Round 123: Accuracy = 0.7883, Loss = 0.4547, Decision = 0
Round 124: Accuracy = 0.7874, Loss = 0.4569, Decision = 0
Round 125: Accuracy = 0.7872, Loss = 0.4590, Decision = 0
Round 126: Accuracy = 0.7871, Loss = 0.4610, Decision = 0
Round 127: Accuracy = 0.7864, Loss = 0.4629, Decision = 0
Round 128: Accuracy = 0.7861, Loss = 0.4653, Decision = 0
Round 129: Accuracy = 0.7853, Loss = 0.4676, Decision = 0
Round 130: Accuracy = 0.7847, Loss = 0.4701, Decision = 0
Round 131: Accuracy = 0.7843, Loss = 0.4724, Decision = 0
Round 132: Accuracy = 0.7840, Loss = 0.4746, Decision = 0
Round 133: Accuracy = 0.7838, Loss = 0.4771, Decision = 0
Round 134: Accuracy = 0.7830, Loss = 0.4795, Decision = 0
Round 135: Accuracy = 0.7825, Loss = 0.4823, Decision = 0
Round 136: Accuracy = 0.7822, Loss = 0.4852, Decision = 0
Round 137: Accuracy = 0.7818, Loss = 0.4876, Decision = 0
Round 138: Accuracy = 0.7809, Loss = 0.4901, Decision = 0
Round 139: Accuracy = 0.7803, Loss = 0.4932, Decision = 0
Round 140: Accuracy = 0.7799, Loss = 0.4960, Decision = 0
Round 141: Accuracy = 0.7790, Loss = 0.4990, Decision = 0
Round 142: Accuracy = 0.7792, Loss = 0.5015, Decision = 0
Round 143: Accuracy = 0.7786, Loss = 0.5040, Decision = 0
Round 144: Accuracy = 0.7776, Loss = 0.5063, Decision = 0
Round 145: Accuracy = 0.7766, Loss = 0.5086, Decision = 0
Round 146: Accuracy = 0.7762, Loss = 0.5118, Decision = 0
Round 147: Accuracy = 0.7755, Loss = 0.5146, Decision = 0
Round 148: Accuracy = 0.7749, Loss = 0.5178, Decision = 0
Round 149: Accuracy = 0.7744, Loss = 0.5211, Decision = 0
Round 150: Accuracy = 0.7736, Loss = 0.5243, Decision = 0
Round 151: Accuracy = 0.7730, Loss = 0.5275, Decision = 0
Round 152: Accuracy = 0.7720, Loss = 0.5306, Decision = 0
Round 153: Accuracy = 0.7714, Loss = 0.5341, Decision = 0
Round 154: Accuracy = 0.7711, Loss = 0.5374, Decision = 0
Round 155: Accuracy = 0.7698, Loss = 0.5407, Decision = 0
Round 156: Accuracy = 0.7686, Loss = 0.5440, Decision = 0
Round 157: Accuracy = 0.7682, Loss = 0.5475, Decision = 0
Round 158: Accuracy = 0.7675, Loss = 0.5514, Decision = 0
Round 159: Accuracy = 0.7664, Loss = 0.5546, Decision = 0
Round 160: Accuracy = 0.7655, Loss = 0.5574, Decision = 0
Round 161: Accuracy = 0.7642, Loss = 0.5606, Decision = 0
Round 162: Accuracy = 0.7633, Loss = 0.5635, Decision = 0
Round 163: Accuracy = 0.7624, Loss = 0.5667, Decision = 0
Round 164: Accuracy = 0.7618, Loss = 0.5698, Decision = 0
Round 165: Accuracy = 0.7612, Loss = 0.5732, Decision = 0
Round 166: Accuracy = 0.7598, Loss = 0.5774, Decision = 0
Round 167: Accuracy = 0.7591, Loss = 0.5808, Decision = 0
Round 168: Accuracy = 0.7577, Loss = 0.5840, Decision = 0
Round 169: Accuracy = 0.7561, Loss = 0.5873, Decision = 0
Round 170: Accuracy = 0.7553, Loss = 0.5910, Decision = 0
Round 171: Accuracy = 0.7541, Loss = 0.5942, Decision = 0
Round 172: Accuracy = 0.7535, Loss = 0.5978, Decision = 0
Round 173: Accuracy = 0.7517, Loss = 0.6018, Decision = 0
Round 174: Accuracy = 0.7504, Loss = 0.6055, Decision = 0
Round 175: Accuracy = 0.7493, Loss = 0.6094, Decision = 0
Round 176: Accuracy = 0.7483, Loss = 0.6134, Decision = 0
Round 177: Accuracy = 0.7477, Loss = 0.6174, Decision = 0
Round 178: Accuracy = 0.7464, Loss = 0.6215, Decision = 0
Round 179: Accuracy = 0.7454, Loss = 0.6253, Decision = 0
Round 180: Accuracy = 0.7446, Loss = 0.6295, Decision = 0
Round 181: Accuracy = 0.7434, Loss = 0.6342, Decision = 0
Round 182: Accuracy = 0.7429, Loss = 0.6382, Decision = 0
Round 183: Accuracy = 0.7418, Loss = 0.6425, Decision = 0
Round 184: Accuracy = 0.7409, Loss = 0.6461, Decision = 0
Round 185: Accuracy = 0.7399, Loss = 0.6502, Decision = 0
Round 186: Accuracy = 0.7388, Loss = 0.6539, Decision = 0
Round 187: Accuracy = 0.7375, Loss = 0.6582, Decision = 0
Round 188: Accuracy = 0.7361, Loss = 0.6626, Decision = 0
Round 189: Accuracy = 0.7349, Loss = 0.6673, Decision = 0
Round 190: Accuracy = 0.7337, Loss = 0.6720, Decision = 0
Round 191: Accuracy = 0.7326, Loss = 0.6771, Decision = 0
Round 192: Accuracy = 0.7314, Loss = 0.6817, Decision = 0
Round 193: Accuracy = 0.7300, Loss = 0.6862, Decision = 0
Round 194: Accuracy = 0.7291, Loss = 0.6906, Decision = 0
Round 195: Accuracy = 0.7278, Loss = 0.6949, Decision = 0
Round 196: Accuracy = 0.7265, Loss = 0.6998, Decision = 0
Round 197: Accuracy = 0.7252, Loss = 0.7045, Decision = 0
Round 198: Accuracy = 0.7247, Loss = 0.7095, Decision = 0
Round 199: Accuracy = 0.7243, Loss = 0.7140, Decision = 0
