Files already downloaded and verified
Files already downloaded and verified
Initial model performance:
Train accuracy: 0.8752, Test accuracy: 0.8242
Round 43: Accuracy = 0.8152, Loss = 0.4196, Decision = 0
Round 44: Accuracy = 0.8149, Loss = 0.4213, Decision = 0
Round 45: Accuracy = 0.8146, Loss = 0.4236, Decision = 0
Round 46: Accuracy = 0.8149, Loss = 0.4258, Decision = 0
Round 47: Accuracy = 0.8149, Loss = 0.4276, Decision = 0
Round 48: Accuracy = 0.8147, Loss = 0.4293, Decision = 0
Round 49: Accuracy = 0.8143, Loss = 0.4310, Decision = 0
Round 50: Accuracy = 0.8141, Loss = 0.4333, Decision = 0
Round 51: Accuracy = 0.8133, Loss = 0.4356, Decision = 0
Round 52: Accuracy = 0.8134, Loss = 0.4383, Decision = 0
Round 53: Accuracy = 0.8132, Loss = 0.4406, Decision = 0
Round 54: Accuracy = 0.8125, Loss = 0.4430, Decision = 0
Round 55: Accuracy = 0.8120, Loss = 0.4456, Decision = 0
Round 56: Accuracy = 0.8113, Loss = 0.4480, Decision = 0
Round 57: Accuracy = 0.8107, Loss = 0.4507, Decision = 0
Round 58: Accuracy = 0.8095, Loss = 0.4532, Decision = 0
Round 59: Accuracy = 0.8093, Loss = 0.4561, Decision = 0
Round 60: Accuracy = 0.8086, Loss = 0.4588, Decision = 0
Round 61: Accuracy = 0.8075, Loss = 0.4622, Decision = 0
Round 62: Accuracy = 0.8067, Loss = 0.4651, Decision = 0
Round 63: Accuracy = 0.8063, Loss = 0.4676, Decision = 0
Round 64: Accuracy = 0.8054, Loss = 0.4703, Decision = 0
Round 65: Accuracy = 0.8042, Loss = 0.4737, Decision = 0
Round 66: Accuracy = 0.8036, Loss = 0.4770, Decision = 0
Round 67: Accuracy = 0.8023, Loss = 0.4804, Decision = 0
Round 68: Accuracy = 0.8014, Loss = 0.4834, Decision = 0
Round 69: Accuracy = 0.8003, Loss = 0.4867, Decision = 0
Round 70: Accuracy = 0.7997, Loss = 0.4900, Decision = 0
Round 71: Accuracy = 0.7990, Loss = 0.4928, Decision = 0
Round 72: Accuracy = 0.7983, Loss = 0.4965, Decision = 0
Round 73: Accuracy = 0.7978, Loss = 0.5003, Decision = 0
Round 74: Accuracy = 0.7965, Loss = 0.5042, Decision = 0
Round 75: Accuracy = 0.7960, Loss = 0.5084, Decision = 0
Round 76: Accuracy = 0.7951, Loss = 0.5119, Decision = 0
Round 77: Accuracy = 0.7942, Loss = 0.5155, Decision = 0
Round 78: Accuracy = 0.7936, Loss = 0.5193, Decision = 0
Round 79: Accuracy = 0.7931, Loss = 0.5237, Decision = 0
Round 80: Accuracy = 0.7920, Loss = 0.5275, Decision = 0
Round 81: Accuracy = 0.7909, Loss = 0.5313, Decision = 0
Round 82: Accuracy = 0.7902, Loss = 0.5352, Decision = 0
/home/apiasecz/.conda/envs/cog_fl_llm_env/lib/python3.12/site-packages/torch/autograd/graph.py:744: UserWarning: Plan failed with a cudnnException: CUDNN_BACKEND_EXECUTION_PLAN_DESCRIPTOR: cudnnFinalize Descriptor Failed cudnn_status: CUDNN_STATUS_NOT_SUPPORTED (Triggered internally at /opt/conda/conda-bld/pytorch_1712608847532/work/aten/src/ATen/native/cudnn/Conv_v8.cpp:919.)
  return Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass
Epoch 1/5, Loss: 1.0958
Epoch 2/5, Loss: 0.7037
Epoch 3/5, Loss: 0.5598
Epoch 4/5, Loss: 0.4677
Epoch 5/5, Loss: 0.3866
Round 83: Accuracy = 0.7896, Loss = 0.6427, Decision = 1
Round 84: Accuracy = 0.8016, Loss = 0.4182, Decision = 0
Round 85: Accuracy = 0.8013, Loss = 0.4203, Decision = 0
Round 86: Accuracy = 0.8005, Loss = 0.4226, Decision = 0
Round 87: Accuracy = 0.8003, Loss = 0.4245, Decision = 0
Round 88: Accuracy = 0.7994, Loss = 0.4270, Decision = 0
Round 89: Accuracy = 0.7988, Loss = 0.4291, Decision = 0
Round 90: Accuracy = 0.7983, Loss = 0.4316, Decision = 0
Round 91: Accuracy = 0.7978, Loss = 0.4341, Decision = 0
Round 92: Accuracy = 0.7973, Loss = 0.4366, Decision = 0
Round 93: Accuracy = 0.7965, Loss = 0.4387, Decision = 0
Round 94: Accuracy = 0.7959, Loss = 0.4411, Decision = 0
Round 95: Accuracy = 0.7947, Loss = 0.4437, Decision = 0
Round 96: Accuracy = 0.7939, Loss = 0.4462, Decision = 0
Round 97: Accuracy = 0.7925, Loss = 0.4488, Decision = 0
Round 98: Accuracy = 0.7922, Loss = 0.4511, Decision = 0
Round 99: Accuracy = 0.7910, Loss = 0.4541, Decision = 0
Round 100: Accuracy = 0.7904, Loss = 0.4568, Decision = 0
Round 101: Accuracy = 0.7906, Loss = 0.4591, Decision = 0
Round 102: Accuracy = 0.7892, Loss = 0.4615, Decision = 0
Round 103: Accuracy = 0.7887, Loss = 0.4643, Decision = 0
Round 104: Accuracy = 0.7875, Loss = 0.4671, Decision = 0
Round 105: Accuracy = 0.7869, Loss = 0.4701, Decision = 0
Round 106: Accuracy = 0.7864, Loss = 0.4731, Decision = 0
Round 107: Accuracy = 0.7854, Loss = 0.4762, Decision = 0
Round 108: Accuracy = 0.7849, Loss = 0.4789, Decision = 0
Round 109: Accuracy = 0.7834, Loss = 0.4820, Decision = 0
Round 110: Accuracy = 0.7829, Loss = 0.4851, Decision = 0
Round 111: Accuracy = 0.7822, Loss = 0.4883, Decision = 0
Round 112: Accuracy = 0.7817, Loss = 0.4915, Decision = 0
Round 113: Accuracy = 0.7808, Loss = 0.4950, Decision = 0
Round 114: Accuracy = 0.7796, Loss = 0.4982, Decision = 0
Round 115: Accuracy = 0.7788, Loss = 0.5015, Decision = 0
Round 116: Accuracy = 0.7781, Loss = 0.5049, Decision = 0
Round 117: Accuracy = 0.7775, Loss = 0.5084, Decision = 0
Round 118: Accuracy = 0.7770, Loss = 0.5113, Decision = 0
Round 119: Accuracy = 0.7759, Loss = 0.5149, Decision = 0
Round 120: Accuracy = 0.7754, Loss = 0.5179, Decision = 0
Round 121: Accuracy = 0.7743, Loss = 0.5212, Decision = 0
Round 122: Accuracy = 0.7732, Loss = 0.5244, Decision = 0
Round 123: Accuracy = 0.7719, Loss = 0.5278, Decision = 0
Round 124: Accuracy = 0.7711, Loss = 0.5315, Decision = 0
Round 125: Accuracy = 0.7701, Loss = 0.5350, Decision = 0
Round 126: Accuracy = 0.7694, Loss = 0.5384, Decision = 0
Round 127: Accuracy = 0.7679, Loss = 0.5418, Decision = 0
Round 128: Accuracy = 0.7669, Loss = 0.5462, Decision = 0
Round 129: Accuracy = 0.7655, Loss = 0.5501, Decision = 0
Round 130: Accuracy = 0.7652, Loss = 0.5538, Decision = 0
Round 131: Accuracy = 0.7644, Loss = 0.5577, Decision = 0
Round 132: Accuracy = 0.7636, Loss = 0.5615, Decision = 0
Round 133: Accuracy = 0.7623, Loss = 0.5655, Decision = 0
Round 134: Accuracy = 0.7617, Loss = 0.5701, Decision = 0
Round 135: Accuracy = 0.7603, Loss = 0.5742, Decision = 0
Round 136: Accuracy = 0.7597, Loss = 0.5787, Decision = 0
Round 137: Accuracy = 0.7588, Loss = 0.5823, Decision = 0
Round 138: Accuracy = 0.7573, Loss = 0.5870, Decision = 0
Round 139: Accuracy = 0.7563, Loss = 0.5906, Decision = 0
Round 140: Accuracy = 0.7560, Loss = 0.5944, Decision = 0
Round 141: Accuracy = 0.7539, Loss = 0.5989, Decision = 0
Round 142: Accuracy = 0.7525, Loss = 0.6030, Decision = 0
Round 143: Accuracy = 0.7514, Loss = 0.6070, Decision = 0
Round 144: Accuracy = 0.7496, Loss = 0.6116, Decision = 0
Round 145: Accuracy = 0.7483, Loss = 0.6158, Decision = 0
Round 146: Accuracy = 0.7477, Loss = 0.6201, Decision = 0
Round 147: Accuracy = 0.7462, Loss = 0.6243, Decision = 0
Round 148: Accuracy = 0.7446, Loss = 0.6282, Decision = 0
Round 149: Accuracy = 0.7434, Loss = 0.6329, Decision = 0
Round 150: Accuracy = 0.7432, Loss = 0.6376, Decision = 0
Round 151: Accuracy = 0.7426, Loss = 0.6418, Decision = 0
Round 152: Accuracy = 0.7409, Loss = 0.6463, Decision = 0
Round 153: Accuracy = 0.7394, Loss = 0.6511, Decision = 0
Round 154: Accuracy = 0.7384, Loss = 0.6555, Decision = 0
Round 155: Accuracy = 0.7366, Loss = 0.6609, Decision = 0
Round 156: Accuracy = 0.7358, Loss = 0.6663, Decision = 0
Round 157: Accuracy = 0.7339, Loss = 0.6710, Decision = 0
Epoch 1/5, Loss: 0.4471
Epoch 2/5, Loss: 0.3640
Epoch 3/5, Loss: 0.3130
Epoch 4/5, Loss: 0.2870
Epoch 5/5, Loss: 0.2329
Round 158: Accuracy = 0.7321, Loss = 0.3288, Decision = 1
Round 159: Accuracy = 0.8264, Loss = 0.1862, Decision = 0
Round 160: Accuracy = 0.8255, Loss = 0.1894, Decision = 0
Round 161: Accuracy = 0.8247, Loss = 0.1918, Decision = 0
Round 162: Accuracy = 0.8245, Loss = 0.1945, Decision = 0
Round 163: Accuracy = 0.8242, Loss = 0.1977, Decision = 0
Round 164: Accuracy = 0.8238, Loss = 0.2005, Decision = 0
Round 165: Accuracy = 0.8223, Loss = 0.2038, Decision = 0
Round 166: Accuracy = 0.8213, Loss = 0.2067, Decision = 0
Round 167: Accuracy = 0.8210, Loss = 0.2096, Decision = 0
Round 168: Accuracy = 0.8203, Loss = 0.2126, Decision = 0
Round 169: Accuracy = 0.8190, Loss = 0.2159, Decision = 0
Round 170: Accuracy = 0.8185, Loss = 0.2192, Decision = 0
Round 171: Accuracy = 0.8182, Loss = 0.2226, Decision = 0
Round 172: Accuracy = 0.8174, Loss = 0.2258, Decision = 0
Round 173: Accuracy = 0.8166, Loss = 0.2290, Decision = 0
Round 174: Accuracy = 0.8159, Loss = 0.2327, Decision = 0
Round 175: Accuracy = 0.8150, Loss = 0.2364, Decision = 0
Round 176: Accuracy = 0.8141, Loss = 0.2397, Decision = 0
Round 177: Accuracy = 0.8125, Loss = 0.2431, Decision = 0
Round 178: Accuracy = 0.8116, Loss = 0.2465, Decision = 0
Round 179: Accuracy = 0.8109, Loss = 0.2495, Decision = 0
Round 180: Accuracy = 0.8102, Loss = 0.2535, Decision = 0
Round 181: Accuracy = 0.8090, Loss = 0.2578, Decision = 0
Round 182: Accuracy = 0.8081, Loss = 0.2616, Decision = 0
Round 183: Accuracy = 0.8066, Loss = 0.2655, Decision = 0
Round 184: Accuracy = 0.8058, Loss = 0.2694, Decision = 0
Round 185: Accuracy = 0.8051, Loss = 0.2731, Decision = 0
Round 186: Accuracy = 0.8042, Loss = 0.2771, Decision = 0
Round 187: Accuracy = 0.8028, Loss = 0.2804, Decision = 0
Round 188: Accuracy = 0.8018, Loss = 0.2841, Decision = 0
Epoch 1/5, Loss: 0.2800
Epoch 2/5, Loss: 0.2255
Epoch 3/5, Loss: 0.2043
Epoch 4/5, Loss: 0.1853
Epoch 5/5, Loss: 0.1620
Round 189: Accuracy = 0.8010, Loss = 0.2114, Decision = 1
Round 190: Accuracy = 0.8154, Loss = 0.1516, Decision = 0
Round 191: Accuracy = 0.8142, Loss = 0.1535, Decision = 0
Round 192: Accuracy = 0.8135, Loss = 0.1553, Decision = 0
Round 193: Accuracy = 0.8131, Loss = 0.1579, Decision = 0
Round 194: Accuracy = 0.8125, Loss = 0.1601, Decision = 0
Round 195: Accuracy = 0.8122, Loss = 0.1628, Decision = 0
Round 196: Accuracy = 0.8114, Loss = 0.1649, Decision = 0
Round 197: Accuracy = 0.8106, Loss = 0.1676, Decision = 0
Round 198: Accuracy = 0.8096, Loss = 0.1700, Decision = 0
Round 199: Accuracy = 0.8086, Loss = 0.1726, Decision = 0
