Files already downloaded and verified
Files already downloaded and verified
Initial model performance:
Train accuracy: 0.8980, Test accuracy: 0.8401
Round 45: Accuracy = 0.8411, Loss = 0.3081, Decision = 0
Round 46: Accuracy = 0.8413, Loss = 0.3095, Decision = 0
Round 47: Accuracy = 0.8411, Loss = 0.3104, Decision = 0
Round 48: Accuracy = 0.8404, Loss = 0.3113, Decision = 0
Round 49: Accuracy = 0.8400, Loss = 0.3124, Decision = 0
Round 50: Accuracy = 0.8399, Loss = 0.3132, Decision = 0
Round 51: Accuracy = 0.8394, Loss = 0.3141, Decision = 0
Round 52: Accuracy = 0.8389, Loss = 0.3155, Decision = 0
Round 53: Accuracy = 0.8390, Loss = 0.3172, Decision = 0
Round 54: Accuracy = 0.8393, Loss = 0.3187, Decision = 0
Round 55: Accuracy = 0.8391, Loss = 0.3200, Decision = 0
Round 56: Accuracy = 0.8391, Loss = 0.3214, Decision = 0
Round 57: Accuracy = 0.8389, Loss = 0.3229, Decision = 0
Round 58: Accuracy = 0.8385, Loss = 0.3245, Decision = 0
Round 59: Accuracy = 0.8382, Loss = 0.3262, Decision = 0
Round 60: Accuracy = 0.8374, Loss = 0.3277, Decision = 0
Round 61: Accuracy = 0.8370, Loss = 0.3291, Decision = 0
Round 62: Accuracy = 0.8362, Loss = 0.3311, Decision = 0
Round 63: Accuracy = 0.8359, Loss = 0.3332, Decision = 0
Round 64: Accuracy = 0.8354, Loss = 0.3347, Decision = 0
Round 65: Accuracy = 0.8348, Loss = 0.3366, Decision = 0
Round 66: Accuracy = 0.8343, Loss = 0.3384, Decision = 0
Round 67: Accuracy = 0.8340, Loss = 0.3409, Decision = 0
Round 68: Accuracy = 0.8334, Loss = 0.3428, Decision = 0
Round 69: Accuracy = 0.8325, Loss = 0.3451, Decision = 0
Round 70: Accuracy = 0.8320, Loss = 0.3474, Decision = 0
Round 71: Accuracy = 0.8318, Loss = 0.3501, Decision = 0
Round 72: Accuracy = 0.8306, Loss = 0.3530, Decision = 0
Round 73: Accuracy = 0.8300, Loss = 0.3560, Decision = 0
Round 74: Accuracy = 0.8298, Loss = 0.3581, Decision = 0
Round 75: Accuracy = 0.8293, Loss = 0.3605, Decision = 0
Round 76: Accuracy = 0.8285, Loss = 0.3630, Decision = 0
Round 77: Accuracy = 0.8280, Loss = 0.3655, Decision = 0
Round 78: Accuracy = 0.8274, Loss = 0.3684, Decision = 0
Round 79: Accuracy = 0.8263, Loss = 0.3709, Decision = 0
Round 80: Accuracy = 0.8261, Loss = 0.3737, Decision = 0
Round 81: Accuracy = 0.8257, Loss = 0.3770, Decision = 0
Round 82: Accuracy = 0.8255, Loss = 0.3796, Decision = 0
Round 83: Accuracy = 0.8249, Loss = 0.3825, Decision = 0
Round 84: Accuracy = 0.8237, Loss = 0.3854, Decision = 0
Round 85: Accuracy = 0.8232, Loss = 0.3882, Decision = 0
Round 86: Accuracy = 0.8220, Loss = 0.3908, Decision = 0
Round 87: Accuracy = 0.8214, Loss = 0.3938, Decision = 0
Round 88: Accuracy = 0.8211, Loss = 0.3965, Decision = 0
Round 89: Accuracy = 0.8206, Loss = 0.3995, Decision = 0
Round 90: Accuracy = 0.8201, Loss = 0.4031, Decision = 0
Round 91: Accuracy = 0.8188, Loss = 0.4064, Decision = 0
Round 92: Accuracy = 0.8185, Loss = 0.4095, Decision = 0
Round 93: Accuracy = 0.8183, Loss = 0.4128, Decision = 0
Round 94: Accuracy = 0.8179, Loss = 0.4164, Decision = 0
Round 95: Accuracy = 0.8165, Loss = 0.4195, Decision = 0
Round 96: Accuracy = 0.8160, Loss = 0.4223, Decision = 0
Round 97: Accuracy = 0.8150, Loss = 0.4263, Decision = 0
Round 98: Accuracy = 0.8141, Loss = 0.4301, Decision = 0
Round 99: Accuracy = 0.8136, Loss = 0.4338, Decision = 0
Round 100: Accuracy = 0.8129, Loss = 0.4378, Decision = 0
Round 101: Accuracy = 0.8122, Loss = 0.4417, Decision = 0
Round 102: Accuracy = 0.8108, Loss = 0.4458, Decision = 0
Round 103: Accuracy = 0.8100, Loss = 0.4498, Decision = 0
Round 104: Accuracy = 0.8094, Loss = 0.4540, Decision = 0
Round 105: Accuracy = 0.8081, Loss = 0.4576, Decision = 0
/home/apiasecz/.conda/envs/cog_fl_llm_env/lib/python3.12/site-packages/torch/autograd/graph.py:744: UserWarning: Plan failed with a cudnnException: CUDNN_BACKEND_EXECUTION_PLAN_DESCRIPTOR: cudnnFinalize Descriptor Failed cudnn_status: CUDNN_STATUS_NOT_SUPPORTED (Triggered internally at /opt/conda/conda-bld/pytorch_1712608847532/work/aten/src/ATen/native/cudnn/Conv_v8.cpp:919.)
  return Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass
Epoch 1/5, Loss: 1.2387
Epoch 2/5, Loss: 0.7863
Epoch 3/5, Loss: 0.6237
Epoch 4/5, Loss: 0.5199
Epoch 5/5, Loss: 0.4419
Round 106: Accuracy = 0.8075, Loss = 0.7221, Decision = 1
Round 107: Accuracy = 0.8218, Loss = 0.3562, Decision = 0
Round 108: Accuracy = 0.8217, Loss = 0.3573, Decision = 0
Round 109: Accuracy = 0.8213, Loss = 0.3583, Decision = 0
Round 110: Accuracy = 0.8210, Loss = 0.3596, Decision = 0
Round 111: Accuracy = 0.8207, Loss = 0.3607, Decision = 0
Round 112: Accuracy = 0.8203, Loss = 0.3618, Decision = 0
Round 113: Accuracy = 0.8198, Loss = 0.3629, Decision = 0
Round 114: Accuracy = 0.8190, Loss = 0.3642, Decision = 0
Round 115: Accuracy = 0.8187, Loss = 0.3656, Decision = 0
Round 116: Accuracy = 0.8184, Loss = 0.3668, Decision = 0
Round 117: Accuracy = 0.8177, Loss = 0.3682, Decision = 0
Round 118: Accuracy = 0.8171, Loss = 0.3695, Decision = 0
Round 119: Accuracy = 0.8170, Loss = 0.3710, Decision = 0
Round 120: Accuracy = 0.8169, Loss = 0.3722, Decision = 0
Round 121: Accuracy = 0.8156, Loss = 0.3737, Decision = 0
Round 122: Accuracy = 0.8150, Loss = 0.3751, Decision = 0
Round 123: Accuracy = 0.8140, Loss = 0.3763, Decision = 0
Round 124: Accuracy = 0.8140, Loss = 0.3777, Decision = 0
Round 125: Accuracy = 0.8136, Loss = 0.3791, Decision = 0
Round 126: Accuracy = 0.8132, Loss = 0.3807, Decision = 0
Round 127: Accuracy = 0.8126, Loss = 0.3823, Decision = 0
Round 128: Accuracy = 0.8114, Loss = 0.3838, Decision = 0
Round 129: Accuracy = 0.8111, Loss = 0.3855, Decision = 0
Round 130: Accuracy = 0.8106, Loss = 0.3871, Decision = 0
Round 131: Accuracy = 0.8096, Loss = 0.3887, Decision = 0
Round 132: Accuracy = 0.8084, Loss = 0.3902, Decision = 0
Round 133: Accuracy = 0.8085, Loss = 0.3914, Decision = 0
Round 134: Accuracy = 0.8083, Loss = 0.3930, Decision = 0
Round 135: Accuracy = 0.8078, Loss = 0.3947, Decision = 0
Round 136: Accuracy = 0.8079, Loss = 0.3965, Decision = 0
Round 137: Accuracy = 0.8070, Loss = 0.3981, Decision = 0
Round 138: Accuracy = 0.8064, Loss = 0.4001, Decision = 0
Round 139: Accuracy = 0.8059, Loss = 0.4020, Decision = 0
Round 140: Accuracy = 0.8057, Loss = 0.4037, Decision = 0
Round 141: Accuracy = 0.8054, Loss = 0.4056, Decision = 0
Round 142: Accuracy = 0.8051, Loss = 0.4077, Decision = 0
Round 143: Accuracy = 0.8048, Loss = 0.4098, Decision = 0
Round 144: Accuracy = 0.8037, Loss = 0.4118, Decision = 0
Round 145: Accuracy = 0.8030, Loss = 0.4137, Decision = 0
Round 146: Accuracy = 0.8021, Loss = 0.4157, Decision = 0
Round 147: Accuracy = 0.8007, Loss = 0.4179, Decision = 0
Round 148: Accuracy = 0.8003, Loss = 0.4199, Decision = 0
Round 149: Accuracy = 0.8001, Loss = 0.4221, Decision = 0
Round 150: Accuracy = 0.7992, Loss = 0.4241, Decision = 0
Round 151: Accuracy = 0.7983, Loss = 0.4263, Decision = 0
Round 152: Accuracy = 0.7975, Loss = 0.4284, Decision = 0
Round 153: Accuracy = 0.7969, Loss = 0.4305, Decision = 0
Round 154: Accuracy = 0.7958, Loss = 0.4331, Decision = 0
Round 155: Accuracy = 0.7953, Loss = 0.4355, Decision = 0
Round 156: Accuracy = 0.7943, Loss = 0.4381, Decision = 0
Round 157: Accuracy = 0.7938, Loss = 0.4405, Decision = 0
Round 158: Accuracy = 0.7931, Loss = 0.4428, Decision = 0
Round 159: Accuracy = 0.7927, Loss = 0.4451, Decision = 0
Round 160: Accuracy = 0.7922, Loss = 0.4477, Decision = 0
Round 161: Accuracy = 0.7910, Loss = 0.4503, Decision = 0
Round 162: Accuracy = 0.7898, Loss = 0.4525, Decision = 0
Round 163: Accuracy = 0.7890, Loss = 0.4551, Decision = 0
Round 164: Accuracy = 0.7874, Loss = 0.4578, Decision = 0
Round 165: Accuracy = 0.7869, Loss = 0.4601, Decision = 0
Round 166: Accuracy = 0.7863, Loss = 0.4627, Decision = 0
Round 167: Accuracy = 0.7856, Loss = 0.4651, Decision = 0
Round 168: Accuracy = 0.7841, Loss = 0.4676, Decision = 0
Round 169: Accuracy = 0.7832, Loss = 0.4703, Decision = 0
Round 170: Accuracy = 0.7827, Loss = 0.4731, Decision = 0
Round 171: Accuracy = 0.7831, Loss = 0.4761, Decision = 0
Round 172: Accuracy = 0.7820, Loss = 0.4788, Decision = 0
Round 173: Accuracy = 0.7815, Loss = 0.4816, Decision = 0
Round 174: Accuracy = 0.7810, Loss = 0.4841, Decision = 0
Round 175: Accuracy = 0.7799, Loss = 0.4870, Decision = 0
Round 176: Accuracy = 0.7787, Loss = 0.4898, Decision = 0
Round 177: Accuracy = 0.7785, Loss = 0.4926, Decision = 0
Round 178: Accuracy = 0.7773, Loss = 0.4956, Decision = 0
Round 179: Accuracy = 0.7762, Loss = 0.4982, Decision = 0
Round 180: Accuracy = 0.7757, Loss = 0.5012, Decision = 0
Round 181: Accuracy = 0.7745, Loss = 0.5041, Decision = 0
Round 182: Accuracy = 0.7742, Loss = 0.5075, Decision = 0
Round 183: Accuracy = 0.7741, Loss = 0.5104, Decision = 0
Round 184: Accuracy = 0.7735, Loss = 0.5134, Decision = 0
Round 185: Accuracy = 0.7726, Loss = 0.5167, Decision = 0
Round 186: Accuracy = 0.7711, Loss = 0.5198, Decision = 0
Round 187: Accuracy = 0.7704, Loss = 0.5230, Decision = 0
Round 188: Accuracy = 0.7694, Loss = 0.5261, Decision = 0
Round 189: Accuracy = 0.7682, Loss = 0.5293, Decision = 0
Round 190: Accuracy = 0.7676, Loss = 0.5320, Decision = 0
Round 191: Accuracy = 0.7666, Loss = 0.5351, Decision = 0
Round 192: Accuracy = 0.7657, Loss = 0.5386, Decision = 0
Round 193: Accuracy = 0.7652, Loss = 0.5421, Decision = 0
Round 194: Accuracy = 0.7647, Loss = 0.5457, Decision = 0
Round 195: Accuracy = 0.7638, Loss = 0.5494, Decision = 0
Round 196: Accuracy = 0.7626, Loss = 0.5529, Decision = 0
Round 197: Accuracy = 0.7613, Loss = 0.5560, Decision = 0
Round 198: Accuracy = 0.7607, Loss = 0.5598, Decision = 0
Round 199: Accuracy = 0.7581, Loss = 0.5634, Decision = 0
