Files already downloaded and verified
Files already downloaded and verified
Initial model performance:
Train accuracy: 0.8832, Test accuracy: 0.8322
Round 32: Accuracy = 0.8320, Loss = 0.3752, Decision = 0
Round 33: Accuracy = 0.8318, Loss = 0.3760, Decision = 0
Round 34: Accuracy = 0.8314, Loss = 0.3770, Decision = 0
Round 35: Accuracy = 0.8312, Loss = 0.3779, Decision = 0
Round 36: Accuracy = 0.8315, Loss = 0.3789, Decision = 0
Round 37: Accuracy = 0.8314, Loss = 0.3799, Decision = 0
Round 38: Accuracy = 0.8313, Loss = 0.3810, Decision = 0
Round 39: Accuracy = 0.8313, Loss = 0.3820, Decision = 0
Round 40: Accuracy = 0.8313, Loss = 0.3832, Decision = 0
Round 41: Accuracy = 0.8302, Loss = 0.3845, Decision = 0
Round 42: Accuracy = 0.8297, Loss = 0.3857, Decision = 0
Round 43: Accuracy = 0.8303, Loss = 0.3867, Decision = 0
Round 44: Accuracy = 0.8297, Loss = 0.3884, Decision = 0
Round 45: Accuracy = 0.8293, Loss = 0.3901, Decision = 0
Round 46: Accuracy = 0.8293, Loss = 0.3920, Decision = 0
Round 47: Accuracy = 0.8289, Loss = 0.3939, Decision = 0
Round 48: Accuracy = 0.8287, Loss = 0.3952, Decision = 0
Round 49: Accuracy = 0.8283, Loss = 0.3968, Decision = 0
Round 50: Accuracy = 0.8278, Loss = 0.3986, Decision = 0
Round 51: Accuracy = 0.8275, Loss = 0.4004, Decision = 0
Round 52: Accuracy = 0.8268, Loss = 0.4022, Decision = 0
Round 53: Accuracy = 0.8261, Loss = 0.4037, Decision = 0
Round 54: Accuracy = 0.8257, Loss = 0.4057, Decision = 0
Round 55: Accuracy = 0.8258, Loss = 0.4080, Decision = 0
Round 56: Accuracy = 0.8255, Loss = 0.4099, Decision = 0
Round 57: Accuracy = 0.8251, Loss = 0.4119, Decision = 0
Round 58: Accuracy = 0.8245, Loss = 0.4142, Decision = 0
Round 59: Accuracy = 0.8240, Loss = 0.4166, Decision = 0
Round 60: Accuracy = 0.8238, Loss = 0.4185, Decision = 0
Round 61: Accuracy = 0.8231, Loss = 0.4208, Decision = 0
Round 62: Accuracy = 0.8229, Loss = 0.4231, Decision = 0
Round 63: Accuracy = 0.8223, Loss = 0.4260, Decision = 0
Round 64: Accuracy = 0.8215, Loss = 0.4291, Decision = 0
Round 65: Accuracy = 0.8207, Loss = 0.4316, Decision = 0
Round 66: Accuracy = 0.8197, Loss = 0.4340, Decision = 0
Round 67: Accuracy = 0.8192, Loss = 0.4368, Decision = 0
Round 68: Accuracy = 0.8186, Loss = 0.4397, Decision = 0
Round 69: Accuracy = 0.8182, Loss = 0.4425, Decision = 0
Round 70: Accuracy = 0.8179, Loss = 0.4456, Decision = 0
Round 71: Accuracy = 0.8167, Loss = 0.4486, Decision = 0
Round 72: Accuracy = 0.8162, Loss = 0.4517, Decision = 0
Round 73: Accuracy = 0.8147, Loss = 0.4548, Decision = 0
Round 74: Accuracy = 0.8140, Loss = 0.4573, Decision = 0
Round 75: Accuracy = 0.8137, Loss = 0.4607, Decision = 0
Round 76: Accuracy = 0.8131, Loss = 0.4642, Decision = 0
Round 77: Accuracy = 0.8125, Loss = 0.4672, Decision = 0
Round 78: Accuracy = 0.8117, Loss = 0.4704, Decision = 0
Round 79: Accuracy = 0.8111, Loss = 0.4741, Decision = 0
Round 80: Accuracy = 0.8107, Loss = 0.4774, Decision = 0
Round 81: Accuracy = 0.8101, Loss = 0.4806, Decision = 0
Round 82: Accuracy = 0.8092, Loss = 0.4839, Decision = 0
Round 83: Accuracy = 0.8085, Loss = 0.4871, Decision = 0
Round 84: Accuracy = 0.8081, Loss = 0.4910, Decision = 0
Round 85: Accuracy = 0.8074, Loss = 0.4940, Decision = 0
Round 86: Accuracy = 0.8067, Loss = 0.4976, Decision = 0
Round 87: Accuracy = 0.8061, Loss = 0.5008, Decision = 0
Round 88: Accuracy = 0.8056, Loss = 0.5040, Decision = 0
Round 89: Accuracy = 0.8043, Loss = 0.5078, Decision = 0
Round 90: Accuracy = 0.8033, Loss = 0.5112, Decision = 0
Round 91: Accuracy = 0.8024, Loss = 0.5152, Decision = 0
Round 92: Accuracy = 0.8023, Loss = 0.5190, Decision = 0
Round 93: Accuracy = 0.8014, Loss = 0.5226, Decision = 0
Round 94: Accuracy = 0.8006, Loss = 0.5266, Decision = 0
Round 95: Accuracy = 0.7997, Loss = 0.5306, Decision = 0
Round 96: Accuracy = 0.7987, Loss = 0.5345, Decision = 0
Round 97: Accuracy = 0.7975, Loss = 0.5385, Decision = 0
Round 98: Accuracy = 0.7963, Loss = 0.5432, Decision = 0
Round 99: Accuracy = 0.7949, Loss = 0.5472, Decision = 0
Round 100: Accuracy = 0.7938, Loss = 0.5511, Decision = 0
Round 101: Accuracy = 0.7925, Loss = 0.5560, Decision = 0
Round 102: Accuracy = 0.7913, Loss = 0.5603, Decision = 0
Round 103: Accuracy = 0.7902, Loss = 0.5646, Decision = 0
Round 104: Accuracy = 0.7886, Loss = 0.5692, Decision = 0
Round 105: Accuracy = 0.7875, Loss = 0.5733, Decision = 0
Round 106: Accuracy = 0.7866, Loss = 0.5774, Decision = 0
Round 107: Accuracy = 0.7851, Loss = 0.5823, Decision = 0
Round 108: Accuracy = 0.7845, Loss = 0.5865, Decision = 0
Round 109: Accuracy = 0.7833, Loss = 0.5907, Decision = 0
Round 110: Accuracy = 0.7819, Loss = 0.5960, Decision = 0
Round 111: Accuracy = 0.7807, Loss = 0.6015, Decision = 0
Round 112: Accuracy = 0.7801, Loss = 0.6066, Decision = 0
/home/apiasecz/.conda/envs/cog_fl_llm_env/lib/python3.12/site-packages/torch/autograd/graph.py:744: UserWarning: Plan failed with a cudnnException: CUDNN_BACKEND_EXECUTION_PLAN_DESCRIPTOR: cudnnFinalize Descriptor Failed cudnn_status: CUDNN_STATUS_NOT_SUPPORTED (Triggered internally at /opt/conda/conda-bld/pytorch_1712608847532/work/aten/src/ATen/native/cudnn/Conv_v8.cpp:919.)
  return Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass
Epoch 1/5, Loss: 1.2282
Epoch 2/5, Loss: 0.8024
Epoch 3/5, Loss: 0.6331
Epoch 4/5, Loss: 0.5351
Epoch 5/5, Loss: 0.4483
Round 113: Accuracy = 0.7785, Loss = 0.7294, Decision = 1
Round 114: Accuracy = 0.7965, Loss = 0.4193, Decision = 0
Round 115: Accuracy = 0.7963, Loss = 0.4208, Decision = 0
Round 116: Accuracy = 0.7962, Loss = 0.4221, Decision = 0
Round 117: Accuracy = 0.7963, Loss = 0.4239, Decision = 0
Round 118: Accuracy = 0.7961, Loss = 0.4257, Decision = 0
Round 119: Accuracy = 0.7958, Loss = 0.4275, Decision = 0
Round 120: Accuracy = 0.7948, Loss = 0.4293, Decision = 0
Round 121: Accuracy = 0.7942, Loss = 0.4313, Decision = 0
Round 122: Accuracy = 0.7936, Loss = 0.4333, Decision = 0
Round 123: Accuracy = 0.7931, Loss = 0.4351, Decision = 0
Round 124: Accuracy = 0.7928, Loss = 0.4372, Decision = 0
Round 125: Accuracy = 0.7924, Loss = 0.4391, Decision = 0
Round 126: Accuracy = 0.7915, Loss = 0.4410, Decision = 0
Round 127: Accuracy = 0.7910, Loss = 0.4427, Decision = 0
Round 128: Accuracy = 0.7901, Loss = 0.4446, Decision = 0
Round 129: Accuracy = 0.7895, Loss = 0.4468, Decision = 0
Round 130: Accuracy = 0.7892, Loss = 0.4489, Decision = 0
Round 131: Accuracy = 0.7880, Loss = 0.4508, Decision = 0
Round 132: Accuracy = 0.7873, Loss = 0.4532, Decision = 0
Round 133: Accuracy = 0.7860, Loss = 0.4551, Decision = 0
Round 134: Accuracy = 0.7855, Loss = 0.4573, Decision = 0
Round 135: Accuracy = 0.7853, Loss = 0.4595, Decision = 0
Round 136: Accuracy = 0.7850, Loss = 0.4615, Decision = 0
Round 137: Accuracy = 0.7843, Loss = 0.4639, Decision = 0
Round 138: Accuracy = 0.7836, Loss = 0.4664, Decision = 0
Round 139: Accuracy = 0.7826, Loss = 0.4684, Decision = 0
Round 140: Accuracy = 0.7825, Loss = 0.4711, Decision = 0
Round 141: Accuracy = 0.7809, Loss = 0.4738, Decision = 0
Round 142: Accuracy = 0.7797, Loss = 0.4763, Decision = 0
Round 143: Accuracy = 0.7792, Loss = 0.4789, Decision = 0
Round 144: Accuracy = 0.7789, Loss = 0.4817, Decision = 0
Round 145: Accuracy = 0.7782, Loss = 0.4847, Decision = 0
Round 146: Accuracy = 0.7777, Loss = 0.4873, Decision = 0
Round 147: Accuracy = 0.7768, Loss = 0.4900, Decision = 0
Round 148: Accuracy = 0.7755, Loss = 0.4926, Decision = 0
Round 149: Accuracy = 0.7751, Loss = 0.4954, Decision = 0
Round 150: Accuracy = 0.7743, Loss = 0.4979, Decision = 0
Round 151: Accuracy = 0.7734, Loss = 0.5007, Decision = 0
Round 152: Accuracy = 0.7719, Loss = 0.5037, Decision = 0
Round 153: Accuracy = 0.7708, Loss = 0.5061, Decision = 0
Round 154: Accuracy = 0.7695, Loss = 0.5091, Decision = 0
Round 155: Accuracy = 0.7686, Loss = 0.5119, Decision = 0
Round 156: Accuracy = 0.7675, Loss = 0.5151, Decision = 0
Round 157: Accuracy = 0.7665, Loss = 0.5177, Decision = 0
Round 158: Accuracy = 0.7658, Loss = 0.5201, Decision = 0
Round 159: Accuracy = 0.7650, Loss = 0.5231, Decision = 0
Round 160: Accuracy = 0.7638, Loss = 0.5258, Decision = 0
Round 161: Accuracy = 0.7627, Loss = 0.5292, Decision = 0
Round 162: Accuracy = 0.7615, Loss = 0.5326, Decision = 0
Round 163: Accuracy = 0.7609, Loss = 0.5354, Decision = 0
Round 164: Accuracy = 0.7605, Loss = 0.5385, Decision = 0
Round 165: Accuracy = 0.7596, Loss = 0.5419, Decision = 0
Round 166: Accuracy = 0.7587, Loss = 0.5450, Decision = 0
Round 167: Accuracy = 0.7565, Loss = 0.5482, Decision = 0
Round 168: Accuracy = 0.7556, Loss = 0.5515, Decision = 0
Round 169: Accuracy = 0.7548, Loss = 0.5548, Decision = 0
Round 170: Accuracy = 0.7542, Loss = 0.5589, Decision = 0
Round 171: Accuracy = 0.7538, Loss = 0.5624, Decision = 0
Round 172: Accuracy = 0.7527, Loss = 0.5659, Decision = 0
Round 173: Accuracy = 0.7529, Loss = 0.5688, Decision = 0
Round 174: Accuracy = 0.7515, Loss = 0.5726, Decision = 0
Round 175: Accuracy = 0.7505, Loss = 0.5760, Decision = 0
Round 176: Accuracy = 0.7497, Loss = 0.5793, Decision = 0
Round 177: Accuracy = 0.7484, Loss = 0.5826, Decision = 0
Round 178: Accuracy = 0.7477, Loss = 0.5859, Decision = 0
Round 179: Accuracy = 0.7463, Loss = 0.5896, Decision = 0
Round 180: Accuracy = 0.7465, Loss = 0.5929, Decision = 0
Round 181: Accuracy = 0.7455, Loss = 0.5968, Decision = 0
Round 182: Accuracy = 0.7446, Loss = 0.6005, Decision = 0
Round 183: Accuracy = 0.7436, Loss = 0.6043, Decision = 0
Round 184: Accuracy = 0.7422, Loss = 0.6072, Decision = 0
Round 185: Accuracy = 0.7408, Loss = 0.6114, Decision = 0
Round 186: Accuracy = 0.7399, Loss = 0.6148, Decision = 0
Round 187: Accuracy = 0.7391, Loss = 0.6186, Decision = 0
Round 188: Accuracy = 0.7371, Loss = 0.6224, Decision = 0
Round 189: Accuracy = 0.7358, Loss = 0.6260, Decision = 0
Round 190: Accuracy = 0.7343, Loss = 0.6295, Decision = 0
Round 191: Accuracy = 0.7330, Loss = 0.6338, Decision = 0
Round 192: Accuracy = 0.7318, Loss = 0.6381, Decision = 0
Round 193: Accuracy = 0.7309, Loss = 0.6420, Decision = 0
Round 194: Accuracy = 0.7296, Loss = 0.6458, Decision = 0
Round 195: Accuracy = 0.7284, Loss = 0.6495, Decision = 0
Round 196: Accuracy = 0.7274, Loss = 0.6538, Decision = 0
Round 197: Accuracy = 0.7265, Loss = 0.6577, Decision = 0
Round 198: Accuracy = 0.7259, Loss = 0.6616, Decision = 0
Round 199: Accuracy = 0.7247, Loss = 0.6655, Decision = 0
