Files already downloaded and verified
Files already downloaded and verified
Initial model performance:
Train accuracy: 0.8332, Test accuracy: 0.7913
Round 92: Accuracy = 0.8049, Loss = 0.4052, Decision = 0
Round 93: Accuracy = 0.8053, Loss = 0.4064, Decision = 0
Round 94: Accuracy = 0.8048, Loss = 0.4078, Decision = 0
Round 95: Accuracy = 0.8045, Loss = 0.4092, Decision = 0
Round 96: Accuracy = 0.8039, Loss = 0.4108, Decision = 0
Round 97: Accuracy = 0.8031, Loss = 0.4125, Decision = 0
Round 98: Accuracy = 0.8028, Loss = 0.4143, Decision = 0
Round 99: Accuracy = 0.8025, Loss = 0.4159, Decision = 0
Round 100: Accuracy = 0.8014, Loss = 0.4174, Decision = 0
Round 101: Accuracy = 0.8009, Loss = 0.4191, Decision = 0
Round 102: Accuracy = 0.8005, Loss = 0.4204, Decision = 0
Round 103: Accuracy = 0.7995, Loss = 0.4217, Decision = 0
Round 104: Accuracy = 0.7986, Loss = 0.4231, Decision = 0
Round 105: Accuracy = 0.7987, Loss = 0.4249, Decision = 0
Round 106: Accuracy = 0.7983, Loss = 0.4269, Decision = 0
Round 107: Accuracy = 0.7975, Loss = 0.4285, Decision = 0
Round 108: Accuracy = 0.7970, Loss = 0.4306, Decision = 0
Round 109: Accuracy = 0.7965, Loss = 0.4326, Decision = 0
Round 110: Accuracy = 0.7961, Loss = 0.4346, Decision = 0
Round 111: Accuracy = 0.7953, Loss = 0.4362, Decision = 0
Round 112: Accuracy = 0.7941, Loss = 0.4383, Decision = 0
Round 113: Accuracy = 0.7936, Loss = 0.4407, Decision = 0
Round 114: Accuracy = 0.7926, Loss = 0.4425, Decision = 0
Round 115: Accuracy = 0.7922, Loss = 0.4446, Decision = 0
Round 116: Accuracy = 0.7920, Loss = 0.4467, Decision = 0
Round 117: Accuracy = 0.7913, Loss = 0.4485, Decision = 0
Round 118: Accuracy = 0.7911, Loss = 0.4509, Decision = 0
Round 119: Accuracy = 0.7900, Loss = 0.4530, Decision = 0
Round 120: Accuracy = 0.7890, Loss = 0.4552, Decision = 0
Round 121: Accuracy = 0.7877, Loss = 0.4571, Decision = 0
Round 122: Accuracy = 0.7863, Loss = 0.4596, Decision = 0
Round 123: Accuracy = 0.7855, Loss = 0.4619, Decision = 0
Round 124: Accuracy = 0.7848, Loss = 0.4641, Decision = 0
Round 125: Accuracy = 0.7846, Loss = 0.4666, Decision = 0
Round 126: Accuracy = 0.7837, Loss = 0.4689, Decision = 0
Round 127: Accuracy = 0.7833, Loss = 0.4713, Decision = 0
Round 128: Accuracy = 0.7830, Loss = 0.4736, Decision = 0
Round 129: Accuracy = 0.7828, Loss = 0.4759, Decision = 0
Round 130: Accuracy = 0.7817, Loss = 0.4788, Decision = 0
Round 131: Accuracy = 0.7808, Loss = 0.4814, Decision = 0
Round 132: Accuracy = 0.7803, Loss = 0.4839, Decision = 0
Round 133: Accuracy = 0.7800, Loss = 0.4864, Decision = 0
Round 134: Accuracy = 0.7798, Loss = 0.4892, Decision = 0
Round 135: Accuracy = 0.7788, Loss = 0.4918, Decision = 0
Round 136: Accuracy = 0.7784, Loss = 0.4948, Decision = 0
Round 137: Accuracy = 0.7776, Loss = 0.4977, Decision = 0
Round 138: Accuracy = 0.7767, Loss = 0.5011, Decision = 0
Round 139: Accuracy = 0.7762, Loss = 0.5041, Decision = 0
Round 140: Accuracy = 0.7760, Loss = 0.5073, Decision = 0
Round 141: Accuracy = 0.7754, Loss = 0.5102, Decision = 0
Round 142: Accuracy = 0.7737, Loss = 0.5137, Decision = 0
Round 143: Accuracy = 0.7723, Loss = 0.5171, Decision = 0
Round 144: Accuracy = 0.7718, Loss = 0.5202, Decision = 0
Round 145: Accuracy = 0.7708, Loss = 0.5235, Decision = 0
Round 146: Accuracy = 0.7696, Loss = 0.5264, Decision = 0
Round 147: Accuracy = 0.7684, Loss = 0.5296, Decision = 0
Round 148: Accuracy = 0.7679, Loss = 0.5331, Decision = 0
Round 149: Accuracy = 0.7668, Loss = 0.5364, Decision = 0
Round 150: Accuracy = 0.7659, Loss = 0.5397, Decision = 0
Round 151: Accuracy = 0.7649, Loss = 0.5434, Decision = 0
Round 152: Accuracy = 0.7637, Loss = 0.5461, Decision = 0
Round 153: Accuracy = 0.7623, Loss = 0.5495, Decision = 0
Round 154: Accuracy = 0.7610, Loss = 0.5526, Decision = 0
Round 155: Accuracy = 0.7605, Loss = 0.5556, Decision = 0
Round 156: Accuracy = 0.7594, Loss = 0.5594, Decision = 0
Round 157: Accuracy = 0.7581, Loss = 0.5630, Decision = 0
Round 158: Accuracy = 0.7578, Loss = 0.5666, Decision = 0
Round 159: Accuracy = 0.7571, Loss = 0.5702, Decision = 0
Round 160: Accuracy = 0.7556, Loss = 0.5740, Decision = 0
Round 161: Accuracy = 0.7544, Loss = 0.5773, Decision = 0
Round 162: Accuracy = 0.7531, Loss = 0.5811, Decision = 0
Round 163: Accuracy = 0.7525, Loss = 0.5844, Decision = 0
Round 164: Accuracy = 0.7509, Loss = 0.5886, Decision = 0
Round 165: Accuracy = 0.7500, Loss = 0.5924, Decision = 0
Round 166: Accuracy = 0.7486, Loss = 0.5964, Decision = 0
Round 167: Accuracy = 0.7474, Loss = 0.6002, Decision = 0
Round 168: Accuracy = 0.7463, Loss = 0.6038, Decision = 0
Round 169: Accuracy = 0.7448, Loss = 0.6078, Decision = 0
Round 170: Accuracy = 0.7440, Loss = 0.6119, Decision = 0
Round 171: Accuracy = 0.7428, Loss = 0.6161, Decision = 0
Round 172: Accuracy = 0.7417, Loss = 0.6200, Decision = 0
Round 173: Accuracy = 0.7415, Loss = 0.6240, Decision = 0
Round 174: Accuracy = 0.7400, Loss = 0.6283, Decision = 0
Round 175: Accuracy = 0.7385, Loss = 0.6329, Decision = 0
Round 176: Accuracy = 0.7380, Loss = 0.6369, Decision = 0
Round 177: Accuracy = 0.7366, Loss = 0.6408, Decision = 0
Round 178: Accuracy = 0.7355, Loss = 0.6447, Decision = 0
Round 179: Accuracy = 0.7344, Loss = 0.6486, Decision = 0
Round 180: Accuracy = 0.7333, Loss = 0.6531, Decision = 0
Round 181: Accuracy = 0.7321, Loss = 0.6573, Decision = 0
Round 182: Accuracy = 0.7315, Loss = 0.6612, Decision = 0
Round 183: Accuracy = 0.7303, Loss = 0.6653, Decision = 0
Round 184: Accuracy = 0.7288, Loss = 0.6702, Decision = 0
Round 185: Accuracy = 0.7280, Loss = 0.6744, Decision = 0
Round 186: Accuracy = 0.7270, Loss = 0.6783, Decision = 0
Round 187: Accuracy = 0.7257, Loss = 0.6829, Decision = 0
Round 188: Accuracy = 0.7239, Loss = 0.6874, Decision = 0
Round 189: Accuracy = 0.7231, Loss = 0.6919, Decision = 0
Round 190: Accuracy = 0.7218, Loss = 0.6968, Decision = 0
Round 191: Accuracy = 0.7209, Loss = 0.7010, Decision = 0
Round 192: Accuracy = 0.7197, Loss = 0.7057, Decision = 0
Round 193: Accuracy = 0.7187, Loss = 0.7101, Decision = 0
Round 194: Accuracy = 0.7172, Loss = 0.7145, Decision = 0
Round 195: Accuracy = 0.7160, Loss = 0.7190, Decision = 0
Round 196: Accuracy = 0.7140, Loss = 0.7232, Decision = 0
Round 197: Accuracy = 0.7125, Loss = 0.7283, Decision = 0
Round 198: Accuracy = 0.7117, Loss = 0.7330, Decision = 0
Round 199: Accuracy = 0.7101, Loss = 0.7377, Decision = 0
