Files already downloaded and verified
Files already downloaded and verified
Initial model performance:
Train accuracy: 0.8332, Test accuracy: 0.7913
Round 92: Accuracy = 0.8155, Loss = 0.3621, Decision = 0
Round 93: Accuracy = 0.8154, Loss = 0.3636, Decision = 0
Round 94: Accuracy = 0.8151, Loss = 0.3652, Decision = 0
Round 95: Accuracy = 0.8145, Loss = 0.3671, Decision = 0
Round 96: Accuracy = 0.8132, Loss = 0.3694, Decision = 0
Round 97: Accuracy = 0.8125, Loss = 0.3713, Decision = 0
Round 98: Accuracy = 0.8126, Loss = 0.3735, Decision = 0
Round 99: Accuracy = 0.8117, Loss = 0.3751, Decision = 0
Round 100: Accuracy = 0.8113, Loss = 0.3771, Decision = 0
Round 101: Accuracy = 0.8113, Loss = 0.3791, Decision = 0
Round 102: Accuracy = 0.8109, Loss = 0.3814, Decision = 0
Round 103: Accuracy = 0.8104, Loss = 0.3835, Decision = 0
Round 104: Accuracy = 0.8091, Loss = 0.3857, Decision = 0
Round 105: Accuracy = 0.8081, Loss = 0.3879, Decision = 0
Round 106: Accuracy = 0.8073, Loss = 0.3904, Decision = 0
Round 107: Accuracy = 0.8068, Loss = 0.3924, Decision = 0
Round 108: Accuracy = 0.8061, Loss = 0.3949, Decision = 0
Round 109: Accuracy = 0.8051, Loss = 0.3970, Decision = 0
Round 110: Accuracy = 0.8038, Loss = 0.3997, Decision = 0
Round 111: Accuracy = 0.8026, Loss = 0.4019, Decision = 0
Round 112: Accuracy = 0.8022, Loss = 0.4046, Decision = 0
Round 113: Accuracy = 0.8016, Loss = 0.4074, Decision = 0
Round 114: Accuracy = 0.8005, Loss = 0.4095, Decision = 0
Round 115: Accuracy = 0.7998, Loss = 0.4119, Decision = 0
Round 116: Accuracy = 0.7991, Loss = 0.4143, Decision = 0
Round 117: Accuracy = 0.7984, Loss = 0.4167, Decision = 0
Round 118: Accuracy = 0.7980, Loss = 0.4196, Decision = 0
Round 119: Accuracy = 0.7967, Loss = 0.4223, Decision = 0
Round 120: Accuracy = 0.7961, Loss = 0.4249, Decision = 0
Round 121: Accuracy = 0.7959, Loss = 0.4274, Decision = 0
Round 122: Accuracy = 0.7956, Loss = 0.4300, Decision = 0
Round 123: Accuracy = 0.7947, Loss = 0.4331, Decision = 0
Round 124: Accuracy = 0.7941, Loss = 0.4360, Decision = 0
Round 125: Accuracy = 0.7930, Loss = 0.4388, Decision = 0
Round 126: Accuracy = 0.7927, Loss = 0.4417, Decision = 0
Round 127: Accuracy = 0.7922, Loss = 0.4449, Decision = 0
Round 128: Accuracy = 0.7909, Loss = 0.4477, Decision = 0
Round 129: Accuracy = 0.7894, Loss = 0.4506, Decision = 0
Epoch 1/5, Loss: 0.4466
Epoch 2/5, Loss: 0.3729
Epoch 3/5, Loss: 0.3154
Epoch 4/5, Loss: 0.2723
Epoch 5/5, Loss: 0.2440
Round 130: Accuracy = 0.7881, Loss = 0.3302, Decision = 1
Round 131: Accuracy = 0.8110, Loss = 0.2534, Decision = 0
Round 132: Accuracy = 0.8109, Loss = 0.2556, Decision = 0
Round 133: Accuracy = 0.8102, Loss = 0.2568, Decision = 0
Round 134: Accuracy = 0.8102, Loss = 0.2586, Decision = 0
Round 135: Accuracy = 0.8097, Loss = 0.2603, Decision = 0
Round 136: Accuracy = 0.8088, Loss = 0.2621, Decision = 0
Round 137: Accuracy = 0.8082, Loss = 0.2641, Decision = 0
Round 138: Accuracy = 0.8075, Loss = 0.2665, Decision = 0
Round 139: Accuracy = 0.8072, Loss = 0.2686, Decision = 0
Round 140: Accuracy = 0.8072, Loss = 0.2708, Decision = 0
Round 141: Accuracy = 0.8068, Loss = 0.2726, Decision = 0
Round 142: Accuracy = 0.8060, Loss = 0.2753, Decision = 0
Round 143: Accuracy = 0.8057, Loss = 0.2771, Decision = 0
Round 144: Accuracy = 0.8049, Loss = 0.2792, Decision = 0
Round 145: Accuracy = 0.8044, Loss = 0.2814, Decision = 0
Round 146: Accuracy = 0.8040, Loss = 0.2834, Decision = 0
Round 147: Accuracy = 0.8033, Loss = 0.2858, Decision = 0
Round 148: Accuracy = 0.8026, Loss = 0.2879, Decision = 0
Round 149: Accuracy = 0.8019, Loss = 0.2909, Decision = 0
Round 150: Accuracy = 0.8012, Loss = 0.2932, Decision = 0
Round 151: Accuracy = 0.8009, Loss = 0.2961, Decision = 0
Round 152: Accuracy = 0.8002, Loss = 0.2981, Decision = 0
Round 153: Accuracy = 0.7996, Loss = 0.3006, Decision = 0
Round 154: Accuracy = 0.7990, Loss = 0.3032, Decision = 0
Round 155: Accuracy = 0.7981, Loss = 0.3057, Decision = 0
Round 156: Accuracy = 0.7973, Loss = 0.3085, Decision = 0
Round 157: Accuracy = 0.7964, Loss = 0.3111, Decision = 0
Round 158: Accuracy = 0.7960, Loss = 0.3141, Decision = 0
Round 159: Accuracy = 0.7955, Loss = 0.3172, Decision = 0
Round 160: Accuracy = 0.7950, Loss = 0.3202, Decision = 0
Round 161: Accuracy = 0.7945, Loss = 0.3228, Decision = 0
Epoch 1/5, Loss: 0.2676
Epoch 2/5, Loss: 0.2253
Epoch 3/5, Loss: 0.1954
Epoch 4/5, Loss: 0.1757
Epoch 5/5, Loss: 0.1600
Round 162: Accuracy = 0.7937, Loss = 0.2048, Decision = 1
Round 163: Accuracy = 0.8204, Loss = 0.1589, Decision = 0
Round 164: Accuracy = 0.8199, Loss = 0.1612, Decision = 0
Round 165: Accuracy = 0.8197, Loss = 0.1630, Decision = 0
Round 166: Accuracy = 0.8189, Loss = 0.1653, Decision = 0
Round 167: Accuracy = 0.8182, Loss = 0.1674, Decision = 0
Round 168: Accuracy = 0.8179, Loss = 0.1696, Decision = 0
Round 169: Accuracy = 0.8174, Loss = 0.1720, Decision = 0
Round 170: Accuracy = 0.8167, Loss = 0.1753, Decision = 0
Round 171: Accuracy = 0.8159, Loss = 0.1779, Decision = 0
Round 172: Accuracy = 0.8151, Loss = 0.1806, Decision = 0
Epoch 1/5, Loss: 0.1665
Epoch 2/5, Loss: 0.1321
Epoch 3/5, Loss: 0.1379
Epoch 4/5, Loss: 0.1244
Epoch 5/5, Loss: 0.1128
Round 173: Accuracy = 0.8139, Loss = 0.1347, Decision = 1
Round 174: Accuracy = 0.8005, Loss = 0.1659, Decision = 0
Round 175: Accuracy = 0.8002, Loss = 0.1688, Decision = 0
Round 176: Accuracy = 0.7997, Loss = 0.1721, Decision = 0
Round 177: Accuracy = 0.7989, Loss = 0.1744, Decision = 0
Round 178: Accuracy = 0.7983, Loss = 0.1774, Decision = 0
Round 179: Accuracy = 0.7969, Loss = 0.1805, Decision = 0
Round 180: Accuracy = 0.7957, Loss = 0.1839, Decision = 0
Round 181: Accuracy = 0.7951, Loss = 0.1873, Decision = 0
Epoch 1/5, Loss: 0.1174
Epoch 2/5, Loss: 0.1136
Epoch 3/5, Loss: 0.1056
Epoch 4/5, Loss: 0.0949
Epoch 5/5, Loss: 0.0879
Round 182: Accuracy = 0.7941, Loss = 0.1039, Decision = 1
Round 183: Accuracy = 0.8181, Loss = 0.1180, Decision = 0
Round 184: Accuracy = 0.8179, Loss = 0.1208, Decision = 0
Round 185: Accuracy = 0.8175, Loss = 0.1233, Decision = 0
Round 186: Accuracy = 0.8178, Loss = 0.1264, Decision = 0
Round 187: Accuracy = 0.8167, Loss = 0.1295, Decision = 0
Round 188: Accuracy = 0.8168, Loss = 0.1330, Decision = 0
Epoch 1/5, Loss: 0.1011
Epoch 2/5, Loss: 0.0923
Epoch 3/5, Loss: 0.0931
Epoch 4/5, Loss: 0.0792
Epoch 5/5, Loss: 0.0741
Round 189: Accuracy = 0.8162, Loss = 0.0879, Decision = 1
Round 190: Accuracy = 0.8312, Loss = 0.0558, Decision = 0
Round 191: Accuracy = 0.8301, Loss = 0.0581, Decision = 0
Round 192: Accuracy = 0.8296, Loss = 0.0608, Decision = 0
Round 193: Accuracy = 0.8284, Loss = 0.0634, Decision = 0
Round 194: Accuracy = 0.8278, Loss = 0.0658, Decision = 0
Round 195: Accuracy = 0.8272, Loss = 0.0687, Decision = 0
Round 196: Accuracy = 0.8266, Loss = 0.0715, Decision = 0
Round 197: Accuracy = 0.8265, Loss = 0.0747, Decision = 0
Round 198: Accuracy = 0.8263, Loss = 0.0769, Decision = 0
Round 199: Accuracy = 0.8256, Loss = 0.0798, Decision = 0
