Files already downloaded and verified
Files already downloaded and verified
Initial model performance:
Train accuracy: 0.8832, Test accuracy: 0.8322
Round 32: Accuracy = 0.8320, Loss = 0.3752, Decision = 0
Round 33: Accuracy = 0.8318, Loss = 0.3760, Decision = 0
Round 34: Accuracy = 0.8314, Loss = 0.3770, Decision = 0
Round 35: Accuracy = 0.8312, Loss = 0.3779, Decision = 0
Round 36: Accuracy = 0.8315, Loss = 0.3789, Decision = 0
Round 37: Accuracy = 0.8314, Loss = 0.3799, Decision = 0
Round 38: Accuracy = 0.8313, Loss = 0.3810, Decision = 0
Round 39: Accuracy = 0.8313, Loss = 0.3820, Decision = 0
Round 40: Accuracy = 0.8313, Loss = 0.3832, Decision = 0
Round 41: Accuracy = 0.8302, Loss = 0.3845, Decision = 0
Round 42: Accuracy = 0.8297, Loss = 0.3857, Decision = 0
Round 43: Accuracy = 0.8303, Loss = 0.3867, Decision = 0
Round 44: Accuracy = 0.8297, Loss = 0.3884, Decision = 0
Round 45: Accuracy = 0.8293, Loss = 0.3901, Decision = 0
Round 46: Accuracy = 0.8293, Loss = 0.3920, Decision = 0
Round 47: Accuracy = 0.8289, Loss = 0.3939, Decision = 0
Round 48: Accuracy = 0.8287, Loss = 0.3952, Decision = 0
Round 49: Accuracy = 0.8283, Loss = 0.3968, Decision = 0
Round 50: Accuracy = 0.8278, Loss = 0.3986, Decision = 0
Round 51: Accuracy = 0.8275, Loss = 0.4004, Decision = 0
Round 52: Accuracy = 0.8268, Loss = 0.4022, Decision = 0
Round 53: Accuracy = 0.8261, Loss = 0.4037, Decision = 0
Round 54: Accuracy = 0.8257, Loss = 0.4057, Decision = 0
Round 55: Accuracy = 0.8258, Loss = 0.4080, Decision = 0
Round 56: Accuracy = 0.8255, Loss = 0.4099, Decision = 0
Round 57: Accuracy = 0.8251, Loss = 0.4119, Decision = 0
Round 58: Accuracy = 0.8245, Loss = 0.4142, Decision = 0
Round 59: Accuracy = 0.8240, Loss = 0.4166, Decision = 0
Round 60: Accuracy = 0.8238, Loss = 0.4185, Decision = 0
Round 61: Accuracy = 0.8231, Loss = 0.4208, Decision = 0
Round 62: Accuracy = 0.8229, Loss = 0.4231, Decision = 0
Round 63: Accuracy = 0.8223, Loss = 0.4260, Decision = 0
Round 64: Accuracy = 0.8215, Loss = 0.4291, Decision = 0
Round 65: Accuracy = 0.8207, Loss = 0.4316, Decision = 0
Round 66: Accuracy = 0.8197, Loss = 0.4340, Decision = 0
Round 67: Accuracy = 0.8192, Loss = 0.4368, Decision = 0
Round 68: Accuracy = 0.8186, Loss = 0.4397, Decision = 0
Round 69: Accuracy = 0.8182, Loss = 0.4425, Decision = 0
Round 70: Accuracy = 0.8179, Loss = 0.4456, Decision = 0
Round 71: Accuracy = 0.8167, Loss = 0.4486, Decision = 0
Round 72: Accuracy = 0.8162, Loss = 0.4517, Decision = 0
Round 73: Accuracy = 0.8147, Loss = 0.4548, Decision = 0
Round 74: Accuracy = 0.8140, Loss = 0.4573, Decision = 0
Round 75: Accuracy = 0.8137, Loss = 0.4607, Decision = 0
Round 76: Accuracy = 0.8131, Loss = 0.4642, Decision = 0
Round 77: Accuracy = 0.8125, Loss = 0.4672, Decision = 0
Round 78: Accuracy = 0.8117, Loss = 0.4704, Decision = 0
Round 79: Accuracy = 0.8111, Loss = 0.4741, Decision = 0
Round 80: Accuracy = 0.8107, Loss = 0.4774, Decision = 0
Round 81: Accuracy = 0.8101, Loss = 0.4806, Decision = 0
Round 82: Accuracy = 0.8092, Loss = 0.4839, Decision = 0
Round 83: Accuracy = 0.8085, Loss = 0.4871, Decision = 0
Round 84: Accuracy = 0.8081, Loss = 0.4910, Decision = 0
Round 85: Accuracy = 0.8074, Loss = 0.4940, Decision = 0
Round 86: Accuracy = 0.8067, Loss = 0.4976, Decision = 0
Round 87: Accuracy = 0.8061, Loss = 0.5008, Decision = 0
Round 88: Accuracy = 0.8056, Loss = 0.5040, Decision = 0
Round 89: Accuracy = 0.8043, Loss = 0.5078, Decision = 0
Round 90: Accuracy = 0.8033, Loss = 0.5112, Decision = 0
Round 91: Accuracy = 0.8024, Loss = 0.5152, Decision = 0
Round 92: Accuracy = 0.8023, Loss = 0.5190, Decision = 0
Round 93: Accuracy = 0.8014, Loss = 0.5226, Decision = 0
Round 94: Accuracy = 0.8006, Loss = 0.5266, Decision = 0
Round 95: Accuracy = 0.7997, Loss = 0.5306, Decision = 0
Round 96: Accuracy = 0.7987, Loss = 0.5345, Decision = 0
Round 97: Accuracy = 0.7975, Loss = 0.5385, Decision = 0
Round 98: Accuracy = 0.7963, Loss = 0.5432, Decision = 0
Round 99: Accuracy = 0.7949, Loss = 0.5472, Decision = 0
Round 100: Accuracy = 0.7938, Loss = 0.5511, Decision = 0
Round 101: Accuracy = 0.7925, Loss = 0.5560, Decision = 0
Round 102: Accuracy = 0.7913, Loss = 0.5603, Decision = 0
Round 103: Accuracy = 0.7902, Loss = 0.5646, Decision = 0
Round 104: Accuracy = 0.7886, Loss = 0.5692, Decision = 0
Round 105: Accuracy = 0.7875, Loss = 0.5733, Decision = 0
Round 106: Accuracy = 0.7866, Loss = 0.5774, Decision = 0
Round 107: Accuracy = 0.7851, Loss = 0.5823, Decision = 0
Round 108: Accuracy = 0.7845, Loss = 0.5865, Decision = 0
Round 109: Accuracy = 0.7833, Loss = 0.5907, Decision = 0
Round 110: Accuracy = 0.7819, Loss = 0.5960, Decision = 0
Round 111: Accuracy = 0.7807, Loss = 0.6015, Decision = 0
Round 112: Accuracy = 0.7801, Loss = 0.6066, Decision = 0
Round 113: Accuracy = 0.7785, Loss = 0.6110, Decision = 0
Round 114: Accuracy = 0.7778, Loss = 0.6159, Decision = 0
Round 115: Accuracy = 0.7768, Loss = 0.6204, Decision = 0
Round 116: Accuracy = 0.7750, Loss = 0.6261, Decision = 0
Round 117: Accuracy = 0.7737, Loss = 0.6312, Decision = 0
Round 118: Accuracy = 0.7728, Loss = 0.6361, Decision = 0
Round 119: Accuracy = 0.7720, Loss = 0.6409, Decision = 0
Round 120: Accuracy = 0.7703, Loss = 0.6466, Decision = 0
Round 121: Accuracy = 0.7689, Loss = 0.6518, Decision = 0
Round 122: Accuracy = 0.7681, Loss = 0.6573, Decision = 0
Round 123: Accuracy = 0.7670, Loss = 0.6625, Decision = 0
Round 124: Accuracy = 0.7655, Loss = 0.6676, Decision = 0
Round 125: Accuracy = 0.7646, Loss = 0.6723, Decision = 0
Round 126: Accuracy = 0.7638, Loss = 0.6773, Decision = 0
Round 127: Accuracy = 0.7626, Loss = 0.6830, Decision = 0
Round 128: Accuracy = 0.7616, Loss = 0.6891, Decision = 0
Round 129: Accuracy = 0.7603, Loss = 0.6945, Decision = 0
Round 130: Accuracy = 0.7586, Loss = 0.7006, Decision = 0
Round 131: Accuracy = 0.7582, Loss = 0.7063, Decision = 0
Round 132: Accuracy = 0.7578, Loss = 0.7114, Decision = 0
Round 133: Accuracy = 0.7567, Loss = 0.7174, Decision = 0
Round 134: Accuracy = 0.7558, Loss = 0.7232, Decision = 0
Round 135: Accuracy = 0.7540, Loss = 0.7294, Decision = 0
Round 136: Accuracy = 0.7521, Loss = 0.7351, Decision = 0
Round 137: Accuracy = 0.7507, Loss = 0.7408, Decision = 0
Round 138: Accuracy = 0.7491, Loss = 0.7470, Decision = 0
Round 139: Accuracy = 0.7475, Loss = 0.7530, Decision = 0
Round 140: Accuracy = 0.7456, Loss = 0.7586, Decision = 0
Round 141: Accuracy = 0.7438, Loss = 0.7649, Decision = 0
Round 142: Accuracy = 0.7424, Loss = 0.7717, Decision = 0
Round 143: Accuracy = 0.7403, Loss = 0.7777, Decision = 0
Round 144: Accuracy = 0.7396, Loss = 0.7840, Decision = 0
Round 145: Accuracy = 0.7389, Loss = 0.7908, Decision = 0
Round 146: Accuracy = 0.7378, Loss = 0.7971, Decision = 0
Round 147: Accuracy = 0.7358, Loss = 0.8030, Decision = 0
Round 148: Accuracy = 0.7340, Loss = 0.8088, Decision = 0
Round 149: Accuracy = 0.7326, Loss = 0.8156, Decision = 0
Round 150: Accuracy = 0.7312, Loss = 0.8219, Decision = 0
Round 151: Accuracy = 0.7298, Loss = 0.8286, Decision = 0
Round 152: Accuracy = 0.7279, Loss = 0.8351, Decision = 0
Round 153: Accuracy = 0.7263, Loss = 0.8417, Decision = 0
Round 154: Accuracy = 0.7245, Loss = 0.8483, Decision = 0
Round 155: Accuracy = 0.7230, Loss = 0.8552, Decision = 0
Round 156: Accuracy = 0.7217, Loss = 0.8615, Decision = 0
Round 157: Accuracy = 0.7197, Loss = 0.8680, Decision = 0
Round 158: Accuracy = 0.7177, Loss = 0.8746, Decision = 0
Round 159: Accuracy = 0.7158, Loss = 0.8809, Decision = 0
Round 160: Accuracy = 0.7143, Loss = 0.8882, Decision = 0
Round 161: Accuracy = 0.7125, Loss = 0.8952, Decision = 0
Round 162: Accuracy = 0.7105, Loss = 0.9023, Decision = 0
Round 163: Accuracy = 0.7088, Loss = 0.9091, Decision = 0
Round 164: Accuracy = 0.7070, Loss = 0.9161, Decision = 0
Round 165: Accuracy = 0.7051, Loss = 0.9240, Decision = 0
Round 166: Accuracy = 0.7037, Loss = 0.9310, Decision = 0
Round 167: Accuracy = 0.7025, Loss = 0.9378, Decision = 0
Round 168: Accuracy = 0.7012, Loss = 0.9445, Decision = 0
Round 169: Accuracy = 0.6993, Loss = 0.9512, Decision = 0
Round 170: Accuracy = 0.6983, Loss = 0.9575, Decision = 0
Round 171: Accuracy = 0.6970, Loss = 0.9647, Decision = 0
Round 172: Accuracy = 0.6954, Loss = 0.9718, Decision = 0
Round 173: Accuracy = 0.6942, Loss = 0.9790, Decision = 0
Round 174: Accuracy = 0.6926, Loss = 0.9854, Decision = 0
Round 175: Accuracy = 0.6909, Loss = 0.9929, Decision = 0
Round 176: Accuracy = 0.6894, Loss = 0.9998, Decision = 0
Round 177: Accuracy = 0.6872, Loss = 1.0068, Decision = 0
Round 178: Accuracy = 0.6854, Loss = 1.0146, Decision = 0
Round 179: Accuracy = 0.6840, Loss = 1.0219, Decision = 0
Round 180: Accuracy = 0.6820, Loss = 1.0299, Decision = 0
Round 181: Accuracy = 0.6806, Loss = 1.0371, Decision = 0
Round 182: Accuracy = 0.6786, Loss = 1.0442, Decision = 0
Round 183: Accuracy = 0.6769, Loss = 1.0510, Decision = 0
Round 184: Accuracy = 0.6755, Loss = 1.0573, Decision = 0
Round 185: Accuracy = 0.6740, Loss = 1.0646, Decision = 0
Round 186: Accuracy = 0.6727, Loss = 1.0722, Decision = 0
Round 187: Accuracy = 0.6710, Loss = 1.0789, Decision = 0
Round 188: Accuracy = 0.6689, Loss = 1.0867, Decision = 0
Round 189: Accuracy = 0.6675, Loss = 1.0940, Decision = 0
Round 190: Accuracy = 0.6653, Loss = 1.1011, Decision = 0
Round 191: Accuracy = 0.6632, Loss = 1.1096, Decision = 0
Round 192: Accuracy = 0.6617, Loss = 1.1165, Decision = 0
Round 193: Accuracy = 0.6596, Loss = 1.1246, Decision = 0
Round 194: Accuracy = 0.6581, Loss = 1.1317, Decision = 0
Round 195: Accuracy = 0.6564, Loss = 1.1396, Decision = 0
Round 196: Accuracy = 0.6549, Loss = 1.1470, Decision = 0
Round 197: Accuracy = 0.6532, Loss = 1.1541, Decision = 0
Round 198: Accuracy = 0.6522, Loss = 1.1618, Decision = 0
Round 199: Accuracy = 0.6504, Loss = 1.1690, Decision = 0
