Files already downloaded and verified
Files already downloaded and verified
Initial model performance:
Train accuracy: 0.8829, Test accuracy: 0.8295
Round 40: Accuracy = 0.8263, Loss = 0.3866, Decision = 0
Round 41: Accuracy = 0.8259, Loss = 0.3881, Decision = 0
Round 42: Accuracy = 0.8255, Loss = 0.3894, Decision = 0
Round 43: Accuracy = 0.8254, Loss = 0.3908, Decision = 0
Round 44: Accuracy = 0.8252, Loss = 0.3921, Decision = 0
Round 45: Accuracy = 0.8245, Loss = 0.3936, Decision = 0
Round 46: Accuracy = 0.8246, Loss = 0.3951, Decision = 0
Round 47: Accuracy = 0.8241, Loss = 0.3971, Decision = 0
Round 48: Accuracy = 0.8226, Loss = 0.3986, Decision = 0
Round 49: Accuracy = 0.8220, Loss = 0.4005, Decision = 0
Round 50: Accuracy = 0.8217, Loss = 0.4025, Decision = 0
Round 51: Accuracy = 0.8210, Loss = 0.4044, Decision = 0
Round 52: Accuracy = 0.8208, Loss = 0.4061, Decision = 0
Round 53: Accuracy = 0.8201, Loss = 0.4077, Decision = 0
Round 54: Accuracy = 0.8194, Loss = 0.4095, Decision = 0
Round 55: Accuracy = 0.8192, Loss = 0.4114, Decision = 0
Round 56: Accuracy = 0.8187, Loss = 0.4136, Decision = 0
Round 57: Accuracy = 0.8185, Loss = 0.4158, Decision = 0
Round 58: Accuracy = 0.8177, Loss = 0.4180, Decision = 0
Round 59: Accuracy = 0.8175, Loss = 0.4201, Decision = 0
Round 60: Accuracy = 0.8171, Loss = 0.4220, Decision = 0
Round 61: Accuracy = 0.8168, Loss = 0.4241, Decision = 0
Round 62: Accuracy = 0.8160, Loss = 0.4266, Decision = 0
Round 63: Accuracy = 0.8158, Loss = 0.4293, Decision = 0
Round 64: Accuracy = 0.8150, Loss = 0.4315, Decision = 0
Round 65: Accuracy = 0.8144, Loss = 0.4348, Decision = 0
Round 66: Accuracy = 0.8140, Loss = 0.4373, Decision = 0
Round 67: Accuracy = 0.8139, Loss = 0.4396, Decision = 0
Round 68: Accuracy = 0.8136, Loss = 0.4415, Decision = 0
Round 69: Accuracy = 0.8131, Loss = 0.4444, Decision = 0
Round 70: Accuracy = 0.8128, Loss = 0.4473, Decision = 0
Round 71: Accuracy = 0.8124, Loss = 0.4502, Decision = 0
Round 72: Accuracy = 0.8114, Loss = 0.4530, Decision = 0
Round 73: Accuracy = 0.8104, Loss = 0.4562, Decision = 0
Round 74: Accuracy = 0.8093, Loss = 0.4594, Decision = 0
Round 75: Accuracy = 0.8087, Loss = 0.4621, Decision = 0
Round 76: Accuracy = 0.8079, Loss = 0.4650, Decision = 0
Round 77: Accuracy = 0.8072, Loss = 0.4678, Decision = 0
Round 78: Accuracy = 0.8063, Loss = 0.4712, Decision = 0
Round 79: Accuracy = 0.8059, Loss = 0.4747, Decision = 0
Round 80: Accuracy = 0.8050, Loss = 0.4779, Decision = 0
Round 81: Accuracy = 0.8044, Loss = 0.4812, Decision = 0
Round 82: Accuracy = 0.8035, Loss = 0.4845, Decision = 0
Round 83: Accuracy = 0.8037, Loss = 0.4878, Decision = 0
Round 84: Accuracy = 0.8027, Loss = 0.4910, Decision = 0
Round 85: Accuracy = 0.8016, Loss = 0.4943, Decision = 0
Round 86: Accuracy = 0.8011, Loss = 0.4976, Decision = 0
Round 87: Accuracy = 0.7998, Loss = 0.5013, Decision = 0
Round 88: Accuracy = 0.7994, Loss = 0.5049, Decision = 0
Round 89: Accuracy = 0.7985, Loss = 0.5083, Decision = 0
Round 90: Accuracy = 0.7975, Loss = 0.5119, Decision = 0
Round 91: Accuracy = 0.7963, Loss = 0.5154, Decision = 0
Round 92: Accuracy = 0.7962, Loss = 0.5195, Decision = 0
Round 93: Accuracy = 0.7950, Loss = 0.5236, Decision = 0
Round 94: Accuracy = 0.7938, Loss = 0.5272, Decision = 0
Round 95: Accuracy = 0.7926, Loss = 0.5311, Decision = 0
Round 96: Accuracy = 0.7920, Loss = 0.5355, Decision = 0
Round 97: Accuracy = 0.7911, Loss = 0.5396, Decision = 0
Round 98: Accuracy = 0.7899, Loss = 0.5433, Decision = 0
Round 99: Accuracy = 0.7897, Loss = 0.5475, Decision = 0
Round 100: Accuracy = 0.7884, Loss = 0.5511, Decision = 0
Round 101: Accuracy = 0.7868, Loss = 0.5558, Decision = 0
Round 102: Accuracy = 0.7868, Loss = 0.5597, Decision = 0
Round 103: Accuracy = 0.7869, Loss = 0.5644, Decision = 0
Round 104: Accuracy = 0.7864, Loss = 0.5689, Decision = 0
Round 105: Accuracy = 0.7853, Loss = 0.5737, Decision = 0
Round 106: Accuracy = 0.7837, Loss = 0.5786, Decision = 0
Round 107: Accuracy = 0.7830, Loss = 0.5834, Decision = 0
Round 108: Accuracy = 0.7818, Loss = 0.5876, Decision = 0
Round 109: Accuracy = 0.7806, Loss = 0.5924, Decision = 0
Round 110: Accuracy = 0.7794, Loss = 0.5966, Decision = 0
Round 111: Accuracy = 0.7777, Loss = 0.6016, Decision = 0
Round 112: Accuracy = 0.7762, Loss = 0.6060, Decision = 0
Round 113: Accuracy = 0.7753, Loss = 0.6108, Decision = 0
Round 114: Accuracy = 0.7742, Loss = 0.6156, Decision = 0
Round 115: Accuracy = 0.7728, Loss = 0.6208, Decision = 0
Round 116: Accuracy = 0.7716, Loss = 0.6253, Decision = 0
Round 117: Accuracy = 0.7701, Loss = 0.6303, Decision = 0
Round 118: Accuracy = 0.7684, Loss = 0.6351, Decision = 0
Round 119: Accuracy = 0.7669, Loss = 0.6398, Decision = 0
Round 120: Accuracy = 0.7664, Loss = 0.6450, Decision = 0
Round 121: Accuracy = 0.7647, Loss = 0.6507, Decision = 0
Round 122: Accuracy = 0.7639, Loss = 0.6556, Decision = 0
Round 123: Accuracy = 0.7625, Loss = 0.6603, Decision = 0
Round 124: Accuracy = 0.7611, Loss = 0.6654, Decision = 0
Round 125: Accuracy = 0.7604, Loss = 0.6710, Decision = 0
Round 126: Accuracy = 0.7591, Loss = 0.6762, Decision = 0
Round 127: Accuracy = 0.7578, Loss = 0.6816, Decision = 0
Round 128: Accuracy = 0.7556, Loss = 0.6868, Decision = 0
Round 129: Accuracy = 0.7544, Loss = 0.6920, Decision = 0
Round 130: Accuracy = 0.7531, Loss = 0.6977, Decision = 0
Round 131: Accuracy = 0.7520, Loss = 0.7034, Decision = 0
Round 132: Accuracy = 0.7512, Loss = 0.7086, Decision = 0
Round 133: Accuracy = 0.7496, Loss = 0.7144, Decision = 0
Round 134: Accuracy = 0.7483, Loss = 0.7205, Decision = 0
Round 135: Accuracy = 0.7476, Loss = 0.7262, Decision = 0
Round 136: Accuracy = 0.7456, Loss = 0.7322, Decision = 0
Round 137: Accuracy = 0.7435, Loss = 0.7381, Decision = 0
Round 138: Accuracy = 0.7420, Loss = 0.7440, Decision = 0
Round 139: Accuracy = 0.7409, Loss = 0.7500, Decision = 0
Round 140: Accuracy = 0.7399, Loss = 0.7560, Decision = 0
Round 141: Accuracy = 0.7386, Loss = 0.7620, Decision = 0
Round 142: Accuracy = 0.7367, Loss = 0.7675, Decision = 0
Round 143: Accuracy = 0.7354, Loss = 0.7739, Decision = 0
Round 144: Accuracy = 0.7336, Loss = 0.7794, Decision = 0
Round 145: Accuracy = 0.7323, Loss = 0.7860, Decision = 0
Round 146: Accuracy = 0.7316, Loss = 0.7921, Decision = 0
Round 147: Accuracy = 0.7305, Loss = 0.7986, Decision = 0
Round 148: Accuracy = 0.7296, Loss = 0.8049, Decision = 0
Round 149: Accuracy = 0.7275, Loss = 0.8114, Decision = 0
Round 150: Accuracy = 0.7266, Loss = 0.8180, Decision = 0
Round 151: Accuracy = 0.7253, Loss = 0.8247, Decision = 0
Round 152: Accuracy = 0.7229, Loss = 0.8312, Decision = 0
Round 153: Accuracy = 0.7215, Loss = 0.8370, Decision = 0
Round 154: Accuracy = 0.7204, Loss = 0.8435, Decision = 0
Round 155: Accuracy = 0.7189, Loss = 0.8503, Decision = 0
Round 156: Accuracy = 0.7169, Loss = 0.8566, Decision = 0
Round 157: Accuracy = 0.7151, Loss = 0.8636, Decision = 0
Round 158: Accuracy = 0.7137, Loss = 0.8699, Decision = 0
Round 159: Accuracy = 0.7122, Loss = 0.8765, Decision = 0
Round 160: Accuracy = 0.7101, Loss = 0.8836, Decision = 0
Round 161: Accuracy = 0.7095, Loss = 0.8900, Decision = 0
Round 162: Accuracy = 0.7069, Loss = 0.8966, Decision = 0
Round 163: Accuracy = 0.7049, Loss = 0.9032, Decision = 0
Round 164: Accuracy = 0.7029, Loss = 0.9097, Decision = 0
Round 165: Accuracy = 0.7007, Loss = 0.9162, Decision = 0
Round 166: Accuracy = 0.6998, Loss = 0.9232, Decision = 0
Round 167: Accuracy = 0.6980, Loss = 0.9303, Decision = 0
Round 168: Accuracy = 0.6967, Loss = 0.9374, Decision = 0
Round 169: Accuracy = 0.6954, Loss = 0.9446, Decision = 0
Round 170: Accuracy = 0.6938, Loss = 0.9513, Decision = 0
Round 171: Accuracy = 0.6918, Loss = 0.9580, Decision = 0
Round 172: Accuracy = 0.6897, Loss = 0.9649, Decision = 0
Round 173: Accuracy = 0.6877, Loss = 0.9715, Decision = 0
Round 174: Accuracy = 0.6859, Loss = 0.9783, Decision = 0
Round 175: Accuracy = 0.6848, Loss = 0.9856, Decision = 0
Round 176: Accuracy = 0.6834, Loss = 0.9930, Decision = 0
Round 177: Accuracy = 0.6825, Loss = 1.0000, Decision = 0
Round 178: Accuracy = 0.6811, Loss = 1.0075, Decision = 0
Round 179: Accuracy = 0.6792, Loss = 1.0151, Decision = 0
Round 180: Accuracy = 0.6774, Loss = 1.0224, Decision = 0
Round 181: Accuracy = 0.6757, Loss = 1.0291, Decision = 0
Round 182: Accuracy = 0.6739, Loss = 1.0367, Decision = 0
Round 183: Accuracy = 0.6717, Loss = 1.0440, Decision = 0
Round 184: Accuracy = 0.6693, Loss = 1.0515, Decision = 0
Round 185: Accuracy = 0.6673, Loss = 1.0589, Decision = 0
Round 186: Accuracy = 0.6669, Loss = 1.0665, Decision = 0
Round 187: Accuracy = 0.6652, Loss = 1.0747, Decision = 0
Round 188: Accuracy = 0.6628, Loss = 1.0823, Decision = 0
Round 189: Accuracy = 0.6612, Loss = 1.0901, Decision = 0
Round 190: Accuracy = 0.6599, Loss = 1.0977, Decision = 0
Round 191: Accuracy = 0.6587, Loss = 1.1052, Decision = 0
Round 192: Accuracy = 0.6566, Loss = 1.1126, Decision = 0
Round 193: Accuracy = 0.6552, Loss = 1.1205, Decision = 0
Round 194: Accuracy = 0.6524, Loss = 1.1280, Decision = 0
Round 195: Accuracy = 0.6504, Loss = 1.1355, Decision = 0
Round 196: Accuracy = 0.6490, Loss = 1.1431, Decision = 0
Round 197: Accuracy = 0.6476, Loss = 1.1505, Decision = 0
Round 198: Accuracy = 0.6460, Loss = 1.1581, Decision = 0
Round 199: Accuracy = 0.6439, Loss = 1.1659, Decision = 0
