Files already downloaded and verified
Files already downloaded and verified
Initial model performance:
Train accuracy: 0.8832, Test accuracy: 0.8322
Round 32: Accuracy = 0.8320, Loss = 0.3752, Decision = 0
Round 33: Accuracy = 0.8318, Loss = 0.3760, Decision = 0
Round 34: Accuracy = 0.8314, Loss = 0.3770, Decision = 0
Round 35: Accuracy = 0.8312, Loss = 0.3779, Decision = 0
Round 36: Accuracy = 0.8315, Loss = 0.3789, Decision = 0
Round 37: Accuracy = 0.8314, Loss = 0.3799, Decision = 0
Round 38: Accuracy = 0.8313, Loss = 0.3810, Decision = 0
Round 39: Accuracy = 0.8313, Loss = 0.3820, Decision = 0
Round 40: Accuracy = 0.8313, Loss = 0.3832, Decision = 0
Round 41: Accuracy = 0.8302, Loss = 0.3845, Decision = 0
Round 42: Accuracy = 0.8297, Loss = 0.3857, Decision = 0
Round 43: Accuracy = 0.8303, Loss = 0.3867, Decision = 0
Round 44: Accuracy = 0.8297, Loss = 0.3884, Decision = 0
Round 45: Accuracy = 0.8293, Loss = 0.3901, Decision = 0
Round 46: Accuracy = 0.8293, Loss = 0.3920, Decision = 0
Round 47: Accuracy = 0.8289, Loss = 0.3939, Decision = 0
Round 48: Accuracy = 0.8287, Loss = 0.3952, Decision = 0
Round 49: Accuracy = 0.8283, Loss = 0.3968, Decision = 0
Round 50: Accuracy = 0.8278, Loss = 0.3986, Decision = 0
Round 51: Accuracy = 0.8275, Loss = 0.4004, Decision = 0
Round 52: Accuracy = 0.8268, Loss = 0.4022, Decision = 0
Round 53: Accuracy = 0.8261, Loss = 0.4037, Decision = 0
Round 54: Accuracy = 0.8257, Loss = 0.4057, Decision = 0
Round 55: Accuracy = 0.8258, Loss = 0.4080, Decision = 0
Round 56: Accuracy = 0.8255, Loss = 0.4099, Decision = 0
Round 57: Accuracy = 0.8251, Loss = 0.4119, Decision = 0
Round 58: Accuracy = 0.8245, Loss = 0.4142, Decision = 0
Round 59: Accuracy = 0.8240, Loss = 0.4166, Decision = 0
Round 60: Accuracy = 0.8238, Loss = 0.4185, Decision = 0
Round 61: Accuracy = 0.8231, Loss = 0.4208, Decision = 0
Round 62: Accuracy = 0.8229, Loss = 0.4231, Decision = 0
Round 63: Accuracy = 0.8223, Loss = 0.4260, Decision = 0
Round 64: Accuracy = 0.8215, Loss = 0.4291, Decision = 0
Round 65: Accuracy = 0.8207, Loss = 0.4316, Decision = 0
Round 66: Accuracy = 0.8197, Loss = 0.4340, Decision = 0
Round 67: Accuracy = 0.8192, Loss = 0.4368, Decision = 0
Round 68: Accuracy = 0.8186, Loss = 0.4397, Decision = 0
Round 69: Accuracy = 0.8182, Loss = 0.4425, Decision = 0
Round 70: Accuracy = 0.8179, Loss = 0.4456, Decision = 0
Round 71: Accuracy = 0.8167, Loss = 0.4486, Decision = 0
Round 72: Accuracy = 0.8162, Loss = 0.4517, Decision = 0
Round 73: Accuracy = 0.8147, Loss = 0.4548, Decision = 0
Round 74: Accuracy = 0.8140, Loss = 0.4573, Decision = 0
Round 75: Accuracy = 0.8137, Loss = 0.4607, Decision = 0
Round 76: Accuracy = 0.8131, Loss = 0.4642, Decision = 0
Round 77: Accuracy = 0.8125, Loss = 0.4672, Decision = 0
Round 78: Accuracy = 0.8117, Loss = 0.4704, Decision = 0
Round 79: Accuracy = 0.8111, Loss = 0.4741, Decision = 0
Round 80: Accuracy = 0.8107, Loss = 0.4774, Decision = 0
Round 81: Accuracy = 0.8101, Loss = 0.4806, Decision = 0
Round 82: Accuracy = 0.8092, Loss = 0.4839, Decision = 0
Round 83: Accuracy = 0.8085, Loss = 0.4871, Decision = 0
Round 84: Accuracy = 0.8081, Loss = 0.4910, Decision = 0
Round 85: Accuracy = 0.8074, Loss = 0.4940, Decision = 0
Round 86: Accuracy = 0.8067, Loss = 0.4976, Decision = 0
Round 87: Accuracy = 0.8061, Loss = 0.5008, Decision = 0
Round 88: Accuracy = 0.8056, Loss = 0.5040, Decision = 0
Round 89: Accuracy = 0.8043, Loss = 0.5078, Decision = 0
Round 90: Accuracy = 0.8033, Loss = 0.5112, Decision = 0
Round 91: Accuracy = 0.8024, Loss = 0.5152, Decision = 0
Round 92: Accuracy = 0.8023, Loss = 0.5190, Decision = 0
Round 93: Accuracy = 0.8014, Loss = 0.5226, Decision = 0
Round 94: Accuracy = 0.8006, Loss = 0.5266, Decision = 0
Round 95: Accuracy = 0.7997, Loss = 0.5306, Decision = 0
Round 96: Accuracy = 0.7987, Loss = 0.5345, Decision = 0
Round 97: Accuracy = 0.7975, Loss = 0.5385, Decision = 0
/home/apiasecz/.conda/envs/cog_fl_llm_env/lib/python3.12/site-packages/torch/autograd/graph.py:744: UserWarning: Plan failed with a cudnnException: CUDNN_BACKEND_EXECUTION_PLAN_DESCRIPTOR: cudnnFinalize Descriptor Failed cudnn_status: CUDNN_STATUS_NOT_SUPPORTED (Triggered internally at /opt/conda/conda-bld/pytorch_1712608847532/work/aten/src/ATen/native/cudnn/Conv_v8.cpp:919.)
  return Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass
Epoch 1/5, Loss: 1.2877
Epoch 2/5, Loss: 0.8080
Epoch 3/5, Loss: 0.6357
Epoch 4/5, Loss: 0.5333
Epoch 5/5, Loss: 0.4480
Round 98: Accuracy = 0.7963, Loss = 0.7425, Decision = 1
Round 99: Accuracy = 0.8062, Loss = 0.3801, Decision = 0
Round 100: Accuracy = 0.8060, Loss = 0.3811, Decision = 0
Round 101: Accuracy = 0.8056, Loss = 0.3819, Decision = 0
Round 102: Accuracy = 0.8052, Loss = 0.3830, Decision = 0
Round 103: Accuracy = 0.8051, Loss = 0.3842, Decision = 0
Round 104: Accuracy = 0.8044, Loss = 0.3853, Decision = 0
Round 105: Accuracy = 0.8042, Loss = 0.3864, Decision = 0
Round 106: Accuracy = 0.8040, Loss = 0.3875, Decision = 0
Round 107: Accuracy = 0.8033, Loss = 0.3888, Decision = 0
Round 108: Accuracy = 0.8033, Loss = 0.3903, Decision = 0
Round 109: Accuracy = 0.8031, Loss = 0.3916, Decision = 0
Round 110: Accuracy = 0.8030, Loss = 0.3931, Decision = 0
Round 111: Accuracy = 0.8028, Loss = 0.3946, Decision = 0
Round 112: Accuracy = 0.8021, Loss = 0.3963, Decision = 0
Round 113: Accuracy = 0.8019, Loss = 0.3976, Decision = 0
Round 114: Accuracy = 0.8019, Loss = 0.3990, Decision = 0
Round 115: Accuracy = 0.8010, Loss = 0.4004, Decision = 0
Round 116: Accuracy = 0.8012, Loss = 0.4019, Decision = 0
Round 117: Accuracy = 0.8007, Loss = 0.4037, Decision = 0
Round 118: Accuracy = 0.8004, Loss = 0.4052, Decision = 0
Round 119: Accuracy = 0.7999, Loss = 0.4074, Decision = 0
Round 120: Accuracy = 0.7993, Loss = 0.4094, Decision = 0
Round 121: Accuracy = 0.7988, Loss = 0.4114, Decision = 0
Round 122: Accuracy = 0.7981, Loss = 0.4127, Decision = 0
Round 123: Accuracy = 0.7976, Loss = 0.4147, Decision = 0
Round 124: Accuracy = 0.7962, Loss = 0.4164, Decision = 0
Round 125: Accuracy = 0.7957, Loss = 0.4185, Decision = 0
Round 126: Accuracy = 0.7956, Loss = 0.4204, Decision = 0
Round 127: Accuracy = 0.7949, Loss = 0.4225, Decision = 0
Round 128: Accuracy = 0.7946, Loss = 0.4245, Decision = 0
Round 129: Accuracy = 0.7932, Loss = 0.4269, Decision = 0
Round 130: Accuracy = 0.7930, Loss = 0.4291, Decision = 0
Round 131: Accuracy = 0.7927, Loss = 0.4309, Decision = 0
Round 132: Accuracy = 0.7920, Loss = 0.4333, Decision = 0
Round 133: Accuracy = 0.7915, Loss = 0.4354, Decision = 0
Round 134: Accuracy = 0.7915, Loss = 0.4375, Decision = 0
Round 135: Accuracy = 0.7910, Loss = 0.4396, Decision = 0
Round 136: Accuracy = 0.7904, Loss = 0.4416, Decision = 0
Round 137: Accuracy = 0.7907, Loss = 0.4437, Decision = 0
Round 138: Accuracy = 0.7901, Loss = 0.4464, Decision = 0
Round 139: Accuracy = 0.7896, Loss = 0.4485, Decision = 0
Round 140: Accuracy = 0.7886, Loss = 0.4511, Decision = 0
Round 141: Accuracy = 0.7870, Loss = 0.4532, Decision = 0
Round 142: Accuracy = 0.7858, Loss = 0.4562, Decision = 0
Round 143: Accuracy = 0.7849, Loss = 0.4587, Decision = 0
Round 144: Accuracy = 0.7840, Loss = 0.4610, Decision = 0
Round 145: Accuracy = 0.7834, Loss = 0.4639, Decision = 0
Round 146: Accuracy = 0.7832, Loss = 0.4665, Decision = 0
Round 147: Accuracy = 0.7828, Loss = 0.4697, Decision = 0
Round 148: Accuracy = 0.7818, Loss = 0.4722, Decision = 0
Round 149: Accuracy = 0.7815, Loss = 0.4750, Decision = 0
Round 150: Accuracy = 0.7807, Loss = 0.4779, Decision = 0
Round 151: Accuracy = 0.7803, Loss = 0.4805, Decision = 0
Round 152: Accuracy = 0.7796, Loss = 0.4836, Decision = 0
Round 153: Accuracy = 0.7780, Loss = 0.4863, Decision = 0
Round 154: Accuracy = 0.7770, Loss = 0.4891, Decision = 0
Round 155: Accuracy = 0.7760, Loss = 0.4916, Decision = 0
Round 156: Accuracy = 0.7752, Loss = 0.4946, Decision = 0
Round 157: Accuracy = 0.7749, Loss = 0.4975, Decision = 0
Round 158: Accuracy = 0.7741, Loss = 0.5004, Decision = 0
Round 159: Accuracy = 0.7732, Loss = 0.5033, Decision = 0
Round 160: Accuracy = 0.7727, Loss = 0.5064, Decision = 0
Round 161: Accuracy = 0.7718, Loss = 0.5093, Decision = 0
Round 162: Accuracy = 0.7711, Loss = 0.5126, Decision = 0
Round 163: Accuracy = 0.7706, Loss = 0.5159, Decision = 0
Round 164: Accuracy = 0.7696, Loss = 0.5193, Decision = 0
Round 165: Accuracy = 0.7693, Loss = 0.5229, Decision = 0
Round 166: Accuracy = 0.7690, Loss = 0.5261, Decision = 0
Round 167: Accuracy = 0.7681, Loss = 0.5292, Decision = 0
Round 168: Accuracy = 0.7670, Loss = 0.5326, Decision = 0
Round 169: Accuracy = 0.7661, Loss = 0.5359, Decision = 0
Round 170: Accuracy = 0.7653, Loss = 0.5392, Decision = 0
Round 171: Accuracy = 0.7636, Loss = 0.5428, Decision = 0
Round 172: Accuracy = 0.7631, Loss = 0.5467, Decision = 0
Round 173: Accuracy = 0.7625, Loss = 0.5499, Decision = 0
Round 174: Accuracy = 0.7618, Loss = 0.5539, Decision = 0
Round 175: Accuracy = 0.7615, Loss = 0.5570, Decision = 0
Round 176: Accuracy = 0.7602, Loss = 0.5604, Decision = 0
Round 177: Accuracy = 0.7584, Loss = 0.5638, Decision = 0
Round 178: Accuracy = 0.7574, Loss = 0.5673, Decision = 0
Round 179: Accuracy = 0.7562, Loss = 0.5710, Decision = 0
Round 180: Accuracy = 0.7555, Loss = 0.5744, Decision = 0
Round 181: Accuracy = 0.7554, Loss = 0.5785, Decision = 0
Round 182: Accuracy = 0.7550, Loss = 0.5828, Decision = 0
Round 183: Accuracy = 0.7529, Loss = 0.5869, Decision = 0
Round 184: Accuracy = 0.7516, Loss = 0.5905, Decision = 0
Round 185: Accuracy = 0.7504, Loss = 0.5952, Decision = 0
Round 186: Accuracy = 0.7494, Loss = 0.5986, Decision = 0
Epoch 1/5, Loss: 0.5297
Epoch 2/5, Loss: 0.4366
Epoch 3/5, Loss: 0.3826
Epoch 4/5, Loss: 0.3279
Epoch 5/5, Loss: 0.2901
Round 187: Accuracy = 0.7489, Loss = 0.3934, Decision = 1
Round 188: Accuracy = 0.7941, Loss = 0.2778, Decision = 0
Round 189: Accuracy = 0.7925, Loss = 0.2807, Decision = 0
Round 190: Accuracy = 0.7922, Loss = 0.2837, Decision = 0
Round 191: Accuracy = 0.7918, Loss = 0.2867, Decision = 0
Round 192: Accuracy = 0.7909, Loss = 0.2897, Decision = 0
Round 193: Accuracy = 0.7906, Loss = 0.2928, Decision = 0
Round 194: Accuracy = 0.7898, Loss = 0.2957, Decision = 0
Round 195: Accuracy = 0.7893, Loss = 0.2983, Decision = 0
Round 196: Accuracy = 0.7885, Loss = 0.3013, Decision = 0
Round 197: Accuracy = 0.7879, Loss = 0.3048, Decision = 0
Round 198: Accuracy = 0.7873, Loss = 0.3073, Decision = 0
Round 199: Accuracy = 0.7872, Loss = 0.3106, Decision = 0
