Files already downloaded and verified
Files already downloaded and verified
Initial model performance:
Train accuracy: 0.8980, Test accuracy: 0.8401
Round 68: Accuracy = 0.8422, Loss = 0.3023, Decision = 0
Round 69: Accuracy = 0.8423, Loss = 0.3023, Decision = 0
Round 70: Accuracy = 0.8424, Loss = 0.3022, Decision = 0
Round 71: Accuracy = 0.8424, Loss = 0.3022, Decision = 0
Round 72: Accuracy = 0.8424, Loss = 0.3021, Decision = 0
Round 73: Accuracy = 0.8424, Loss = 0.3020, Decision = 0
Round 74: Accuracy = 0.8424, Loss = 0.3020, Decision = 0
Round 75: Accuracy = 0.8427, Loss = 0.3020, Decision = 0
Round 76: Accuracy = 0.8428, Loss = 0.3018, Decision = 0
Round 77: Accuracy = 0.8428, Loss = 0.3017, Decision = 0
Round 78: Accuracy = 0.8429, Loss = 0.3017, Decision = 0
Round 79: Accuracy = 0.8431, Loss = 0.3017, Decision = 0
Round 80: Accuracy = 0.8431, Loss = 0.3015, Decision = 0
Round 81: Accuracy = 0.8431, Loss = 0.3014, Decision = 0
Round 82: Accuracy = 0.8431, Loss = 0.3014, Decision = 0
Round 83: Accuracy = 0.8430, Loss = 0.3013, Decision = 0
Round 84: Accuracy = 0.8430, Loss = 0.3012, Decision = 0
Round 85: Accuracy = 0.8429, Loss = 0.3012, Decision = 0
Round 86: Accuracy = 0.8428, Loss = 0.3011, Decision = 0
Round 87: Accuracy = 0.8428, Loss = 0.3012, Decision = 0
Round 88: Accuracy = 0.8429, Loss = 0.3011, Decision = 0
Round 89: Accuracy = 0.8429, Loss = 0.3011, Decision = 0
Round 90: Accuracy = 0.8431, Loss = 0.3010, Decision = 0
Round 91: Accuracy = 0.8432, Loss = 0.3010, Decision = 0
Round 92: Accuracy = 0.8433, Loss = 0.3010, Decision = 0
Round 93: Accuracy = 0.8433, Loss = 0.3009, Decision = 0
Round 94: Accuracy = 0.8434, Loss = 0.3009, Decision = 0
Round 95: Accuracy = 0.8432, Loss = 0.3008, Decision = 0
Round 96: Accuracy = 0.8432, Loss = 0.3007, Decision = 0
Round 97: Accuracy = 0.8432, Loss = 0.3007, Decision = 0
Round 98: Accuracy = 0.8434, Loss = 0.3006, Decision = 0
Round 99: Accuracy = 0.8434, Loss = 0.3006, Decision = 0
Round 100: Accuracy = 0.8434, Loss = 0.3005, Decision = 0
Round 101: Accuracy = 0.8434, Loss = 0.3005, Decision = 0
Round 102: Accuracy = 0.8435, Loss = 0.3005, Decision = 0
Round 103: Accuracy = 0.8435, Loss = 0.3005, Decision = 0
Round 104: Accuracy = 0.8435, Loss = 0.3005, Decision = 0
Round 105: Accuracy = 0.8436, Loss = 0.3004, Decision = 0
Round 106: Accuracy = 0.8436, Loss = 0.3004, Decision = 0
Round 107: Accuracy = 0.8435, Loss = 0.3003, Decision = 0
Round 108: Accuracy = 0.8435, Loss = 0.3003, Decision = 0
Round 109: Accuracy = 0.8434, Loss = 0.3003, Decision = 0
Round 110: Accuracy = 0.8435, Loss = 0.3002, Decision = 0
Round 111: Accuracy = 0.8435, Loss = 0.3001, Decision = 0
Round 112: Accuracy = 0.8433, Loss = 0.3001, Decision = 0
Round 113: Accuracy = 0.8434, Loss = 0.3000, Decision = 0
Round 114: Accuracy = 0.8435, Loss = 0.3000, Decision = 0
Round 115: Accuracy = 0.8435, Loss = 0.3000, Decision = 0
Round 116: Accuracy = 0.8435, Loss = 0.2999, Decision = 0
Round 117: Accuracy = 0.8435, Loss = 0.2998, Decision = 0
Round 118: Accuracy = 0.8437, Loss = 0.2998, Decision = 0
Round 119: Accuracy = 0.8438, Loss = 0.2997, Decision = 0
Round 120: Accuracy = 0.8438, Loss = 0.2997, Decision = 0
Round 121: Accuracy = 0.8438, Loss = 0.2996, Decision = 0
Round 122: Accuracy = 0.8439, Loss = 0.2997, Decision = 0
Round 123: Accuracy = 0.8439, Loss = 0.2995, Decision = 0
Round 124: Accuracy = 0.8439, Loss = 0.2995, Decision = 0
Round 125: Accuracy = 0.8440, Loss = 0.2993, Decision = 0
Round 126: Accuracy = 0.8439, Loss = 0.2994, Decision = 0
Round 127: Accuracy = 0.8438, Loss = 0.2993, Decision = 0
Round 128: Accuracy = 0.8438, Loss = 0.2993, Decision = 0
Round 129: Accuracy = 0.8439, Loss = 0.2991, Decision = 0
Round 130: Accuracy = 0.8440, Loss = 0.2992, Decision = 0
Round 131: Accuracy = 0.8440, Loss = 0.2992, Decision = 0
Round 132: Accuracy = 0.8440, Loss = 0.2992, Decision = 0
Round 133: Accuracy = 0.8441, Loss = 0.2992, Decision = 0
Round 134: Accuracy = 0.8441, Loss = 0.2992, Decision = 0
Round 135: Accuracy = 0.8441, Loss = 0.2991, Decision = 0
Round 136: Accuracy = 0.8441, Loss = 0.2991, Decision = 0
Round 137: Accuracy = 0.8440, Loss = 0.2990, Decision = 0
Round 138: Accuracy = 0.8440, Loss = 0.2989, Decision = 0
Round 139: Accuracy = 0.8441, Loss = 0.2989, Decision = 0
Round 140: Accuracy = 0.8442, Loss = 0.2988, Decision = 0
Round 141: Accuracy = 0.8439, Loss = 0.2987, Decision = 0
Round 142: Accuracy = 0.8439, Loss = 0.2986, Decision = 0
Round 143: Accuracy = 0.8439, Loss = 0.2986, Decision = 0
Round 144: Accuracy = 0.8438, Loss = 0.2986, Decision = 0
Round 145: Accuracy = 0.8440, Loss = 0.2985, Decision = 0
Round 146: Accuracy = 0.8440, Loss = 0.2986, Decision = 0
Round 147: Accuracy = 0.8439, Loss = 0.2986, Decision = 0
Round 148: Accuracy = 0.8439, Loss = 0.2985, Decision = 0
Round 149: Accuracy = 0.8439, Loss = 0.2985, Decision = 0
Round 150: Accuracy = 0.8438, Loss = 0.2985, Decision = 0
Round 151: Accuracy = 0.8438, Loss = 0.2984, Decision = 0
Round 152: Accuracy = 0.8438, Loss = 0.2983, Decision = 0
Round 153: Accuracy = 0.8438, Loss = 0.2981, Decision = 0
Round 154: Accuracy = 0.8438, Loss = 0.2980, Decision = 0
Round 155: Accuracy = 0.8436, Loss = 0.2980, Decision = 0
Round 156: Accuracy = 0.8436, Loss = 0.2980, Decision = 0
Round 157: Accuracy = 0.8436, Loss = 0.2980, Decision = 0
Round 158: Accuracy = 0.8436, Loss = 0.2979, Decision = 0
Round 159: Accuracy = 0.8436, Loss = 0.2980, Decision = 0
Round 160: Accuracy = 0.8436, Loss = 0.2979, Decision = 0
Round 161: Accuracy = 0.8435, Loss = 0.2979, Decision = 0
Round 162: Accuracy = 0.8433, Loss = 0.2979, Decision = 0
Round 163: Accuracy = 0.8435, Loss = 0.2978, Decision = 0
Round 164: Accuracy = 0.8435, Loss = 0.2977, Decision = 0
Round 165: Accuracy = 0.8438, Loss = 0.2977, Decision = 0
Round 166: Accuracy = 0.8439, Loss = 0.2976, Decision = 0
Round 167: Accuracy = 0.8436, Loss = 0.2974, Decision = 0
Round 168: Accuracy = 0.8438, Loss = 0.2974, Decision = 0
Round 169: Accuracy = 0.8438, Loss = 0.2973, Decision = 0
Round 170: Accuracy = 0.8438, Loss = 0.2974, Decision = 0
Round 171: Accuracy = 0.8438, Loss = 0.2973, Decision = 0
Round 172: Accuracy = 0.8438, Loss = 0.2972, Decision = 0
Round 173: Accuracy = 0.8440, Loss = 0.2972, Decision = 0
Round 174: Accuracy = 0.8439, Loss = 0.2973, Decision = 0
Round 175: Accuracy = 0.8439, Loss = 0.2972, Decision = 0
Round 176: Accuracy = 0.8438, Loss = 0.2972, Decision = 0
Round 177: Accuracy = 0.8438, Loss = 0.2972, Decision = 0
Round 178: Accuracy = 0.8438, Loss = 0.2971, Decision = 0
Round 179: Accuracy = 0.8437, Loss = 0.2971, Decision = 0
Round 180: Accuracy = 0.8437, Loss = 0.2971, Decision = 0
Round 181: Accuracy = 0.8437, Loss = 0.2971, Decision = 0
Round 182: Accuracy = 0.8439, Loss = 0.2971, Decision = 0
Round 183: Accuracy = 0.8440, Loss = 0.2970, Decision = 0
Round 184: Accuracy = 0.8440, Loss = 0.2970, Decision = 0
Round 185: Accuracy = 0.8439, Loss = 0.2969, Decision = 0
Round 186: Accuracy = 0.8439, Loss = 0.2969, Decision = 0
Round 187: Accuracy = 0.8439, Loss = 0.2971, Decision = 0
Round 188: Accuracy = 0.8439, Loss = 0.2969, Decision = 0
Round 189: Accuracy = 0.8439, Loss = 0.2968, Decision = 0
Round 190: Accuracy = 0.8439, Loss = 0.2968, Decision = 0
Round 191: Accuracy = 0.8440, Loss = 0.2968, Decision = 0
Round 192: Accuracy = 0.8442, Loss = 0.2967, Decision = 0
Round 193: Accuracy = 0.8442, Loss = 0.2968, Decision = 0
Round 194: Accuracy = 0.8442, Loss = 0.2968, Decision = 0
Round 195: Accuracy = 0.8442, Loss = 0.2969, Decision = 0
Round 196: Accuracy = 0.8441, Loss = 0.2969, Decision = 0
Round 197: Accuracy = 0.8442, Loss = 0.2969, Decision = 0
Round 198: Accuracy = 0.8441, Loss = 0.2969, Decision = 0
Round 199: Accuracy = 0.8442, Loss = 0.2968, Decision = 0
