Files already downloaded and verified
Files already downloaded and verified
Initial model performance:
Train accuracy: 0.8832, Test accuracy: 0.8322
Round 32: Accuracy = 0.8320, Loss = 0.3752, Decision = 0
Round 33: Accuracy = 0.8318, Loss = 0.3760, Decision = 0
Round 34: Accuracy = 0.8314, Loss = 0.3770, Decision = 0
Round 35: Accuracy = 0.8312, Loss = 0.3779, Decision = 0
Round 36: Accuracy = 0.8315, Loss = 0.3789, Decision = 0
Round 37: Accuracy = 0.8314, Loss = 0.3799, Decision = 0
Round 38: Accuracy = 0.8313, Loss = 0.3810, Decision = 0
Round 39: Accuracy = 0.8313, Loss = 0.3820, Decision = 0
Round 40: Accuracy = 0.8313, Loss = 0.3832, Decision = 0
Round 41: Accuracy = 0.8302, Loss = 0.3845, Decision = 0
Round 42: Accuracy = 0.8297, Loss = 0.3857, Decision = 0
Round 43: Accuracy = 0.8303, Loss = 0.3867, Decision = 0
Round 44: Accuracy = 0.8297, Loss = 0.3884, Decision = 0
Round 45: Accuracy = 0.8293, Loss = 0.3901, Decision = 0
Round 46: Accuracy = 0.8293, Loss = 0.3920, Decision = 0
Round 47: Accuracy = 0.8289, Loss = 0.3939, Decision = 0
Round 48: Accuracy = 0.8287, Loss = 0.3952, Decision = 0
Round 49: Accuracy = 0.8283, Loss = 0.3968, Decision = 0
Round 50: Accuracy = 0.8278, Loss = 0.3986, Decision = 0
Round 51: Accuracy = 0.8275, Loss = 0.4004, Decision = 0
Round 52: Accuracy = 0.8268, Loss = 0.4022, Decision = 0
Round 53: Accuracy = 0.8261, Loss = 0.4037, Decision = 0
Round 54: Accuracy = 0.8257, Loss = 0.4057, Decision = 0
Round 55: Accuracy = 0.8258, Loss = 0.4080, Decision = 0
Round 56: Accuracy = 0.8255, Loss = 0.4099, Decision = 0
Round 57: Accuracy = 0.8251, Loss = 0.4119, Decision = 0
Round 58: Accuracy = 0.8245, Loss = 0.4142, Decision = 0
Round 59: Accuracy = 0.8240, Loss = 0.4166, Decision = 0
Round 60: Accuracy = 0.8238, Loss = 0.4185, Decision = 0
Round 61: Accuracy = 0.8231, Loss = 0.4208, Decision = 0
Round 62: Accuracy = 0.8229, Loss = 0.4231, Decision = 0
Round 63: Accuracy = 0.8223, Loss = 0.4260, Decision = 0
Round 64: Accuracy = 0.8215, Loss = 0.4291, Decision = 0
Round 65: Accuracy = 0.8207, Loss = 0.4316, Decision = 0
Round 66: Accuracy = 0.8197, Loss = 0.4340, Decision = 0
Round 67: Accuracy = 0.8192, Loss = 0.4368, Decision = 0
Round 68: Accuracy = 0.8186, Loss = 0.4397, Decision = 0
/home/apiasecz/.conda/envs/cog_fl_llm_env/lib/python3.12/site-packages/torch/autograd/graph.py:744: UserWarning: Plan failed with a cudnnException: CUDNN_BACKEND_EXECUTION_PLAN_DESCRIPTOR: cudnnFinalize Descriptor Failed cudnn_status: CUDNN_STATUS_NOT_SUPPORTED (Triggered internally at /opt/conda/conda-bld/pytorch_1712608847532/work/aten/src/ATen/native/cudnn/Conv_v8.cpp:919.)
  return Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass
Epoch 1/5, Loss: 1.1667
Epoch 2/5, Loss: 0.7470
Epoch 3/5, Loss: 0.5875
Epoch 4/5, Loss: 0.4928
Epoch 5/5, Loss: 0.4183
Round 69: Accuracy = 0.8182, Loss = 0.6825, Decision = 1
Round 70: Accuracy = 0.8081, Loss = 0.3915, Decision = 0
Round 71: Accuracy = 0.8079, Loss = 0.3922, Decision = 0
Round 72: Accuracy = 0.8080, Loss = 0.3931, Decision = 0
Round 73: Accuracy = 0.8080, Loss = 0.3939, Decision = 0
Round 74: Accuracy = 0.8079, Loss = 0.3947, Decision = 0
Round 75: Accuracy = 0.8075, Loss = 0.3959, Decision = 0
Round 76: Accuracy = 0.8069, Loss = 0.3968, Decision = 0
Round 77: Accuracy = 0.8068, Loss = 0.3976, Decision = 0
Round 78: Accuracy = 0.8063, Loss = 0.3989, Decision = 0
Round 79: Accuracy = 0.8069, Loss = 0.3997, Decision = 0
Round 80: Accuracy = 0.8061, Loss = 0.4013, Decision = 0
Round 81: Accuracy = 0.8058, Loss = 0.4022, Decision = 0
Round 82: Accuracy = 0.8056, Loss = 0.4035, Decision = 0
Round 83: Accuracy = 0.8055, Loss = 0.4046, Decision = 0
Round 84: Accuracy = 0.8051, Loss = 0.4063, Decision = 0
Round 85: Accuracy = 0.8051, Loss = 0.4075, Decision = 0
Round 86: Accuracy = 0.8049, Loss = 0.4086, Decision = 0
Round 87: Accuracy = 0.8051, Loss = 0.4102, Decision = 0
Round 88: Accuracy = 0.8053, Loss = 0.4113, Decision = 0
Round 89: Accuracy = 0.8053, Loss = 0.4128, Decision = 0
Round 90: Accuracy = 0.8050, Loss = 0.4145, Decision = 0
Round 91: Accuracy = 0.8049, Loss = 0.4162, Decision = 0
Round 92: Accuracy = 0.8045, Loss = 0.4177, Decision = 0
Round 93: Accuracy = 0.8043, Loss = 0.4192, Decision = 0
Round 94: Accuracy = 0.8039, Loss = 0.4212, Decision = 0
Round 95: Accuracy = 0.8032, Loss = 0.4233, Decision = 0
Round 96: Accuracy = 0.8030, Loss = 0.4250, Decision = 0
Round 97: Accuracy = 0.8023, Loss = 0.4270, Decision = 0
Round 98: Accuracy = 0.8014, Loss = 0.4287, Decision = 0
Round 99: Accuracy = 0.8010, Loss = 0.4304, Decision = 0
Round 100: Accuracy = 0.8009, Loss = 0.4321, Decision = 0
Round 101: Accuracy = 0.7999, Loss = 0.4343, Decision = 0
Round 102: Accuracy = 0.7992, Loss = 0.4371, Decision = 0
Round 103: Accuracy = 0.7984, Loss = 0.4391, Decision = 0
Round 104: Accuracy = 0.7984, Loss = 0.4411, Decision = 0
Round 105: Accuracy = 0.7977, Loss = 0.4432, Decision = 0
Round 106: Accuracy = 0.7974, Loss = 0.4449, Decision = 0
Round 107: Accuracy = 0.7972, Loss = 0.4470, Decision = 0
Round 108: Accuracy = 0.7962, Loss = 0.4492, Decision = 0
Round 109: Accuracy = 0.7961, Loss = 0.4514, Decision = 0
Round 110: Accuracy = 0.7959, Loss = 0.4534, Decision = 0
Round 111: Accuracy = 0.7954, Loss = 0.4557, Decision = 0
Round 112: Accuracy = 0.7945, Loss = 0.4579, Decision = 0
Round 113: Accuracy = 0.7942, Loss = 0.4599, Decision = 0
Round 114: Accuracy = 0.7934, Loss = 0.4624, Decision = 0
Round 115: Accuracy = 0.7929, Loss = 0.4647, Decision = 0
Round 116: Accuracy = 0.7920, Loss = 0.4672, Decision = 0
Round 117: Accuracy = 0.7915, Loss = 0.4697, Decision = 0
Round 118: Accuracy = 0.7904, Loss = 0.4724, Decision = 0
Round 119: Accuracy = 0.7898, Loss = 0.4754, Decision = 0
Epoch 1/5, Loss: 0.4120
Epoch 2/5, Loss: 0.3502
Epoch 3/5, Loss: 0.3020
Epoch 4/5, Loss: 0.2582
Epoch 5/5, Loss: 0.2223
Round 120: Accuracy = 0.7895, Loss = 0.3089, Decision = 1
Round 121: Accuracy = 0.8215, Loss = 0.2346, Decision = 0
Round 122: Accuracy = 0.8216, Loss = 0.2367, Decision = 0
Round 123: Accuracy = 0.8209, Loss = 0.2389, Decision = 0
Round 124: Accuracy = 0.8201, Loss = 0.2411, Decision = 0
Round 125: Accuracy = 0.8195, Loss = 0.2431, Decision = 0
Round 126: Accuracy = 0.8188, Loss = 0.2450, Decision = 0
Round 127: Accuracy = 0.8185, Loss = 0.2472, Decision = 0
Round 128: Accuracy = 0.8178, Loss = 0.2491, Decision = 0
Round 129: Accuracy = 0.8168, Loss = 0.2513, Decision = 0
Round 130: Accuracy = 0.8162, Loss = 0.2534, Decision = 0
Round 131: Accuracy = 0.8156, Loss = 0.2554, Decision = 0
Round 132: Accuracy = 0.8147, Loss = 0.2577, Decision = 0
Round 133: Accuracy = 0.8142, Loss = 0.2601, Decision = 0
Round 134: Accuracy = 0.8138, Loss = 0.2624, Decision = 0
Round 135: Accuracy = 0.8132, Loss = 0.2647, Decision = 0
Round 136: Accuracy = 0.8123, Loss = 0.2670, Decision = 0
Round 137: Accuracy = 0.8122, Loss = 0.2694, Decision = 0
Round 138: Accuracy = 0.8115, Loss = 0.2717, Decision = 0
Round 139: Accuracy = 0.8110, Loss = 0.2741, Decision = 0
Round 140: Accuracy = 0.8103, Loss = 0.2768, Decision = 0
Round 141: Accuracy = 0.8094, Loss = 0.2797, Decision = 0
Epoch 1/5, Loss: 0.2334
Epoch 2/5, Loss: 0.2031
Epoch 3/5, Loss: 0.1716
Epoch 4/5, Loss: 0.1599
Epoch 5/5, Loss: 0.1398
Round 142: Accuracy = 0.8089, Loss = 0.1816, Decision = 1
Round 143: Accuracy = 0.8273, Loss = 0.1458, Decision = 0
Round 144: Accuracy = 0.8267, Loss = 0.1484, Decision = 0
Round 145: Accuracy = 0.8263, Loss = 0.1503, Decision = 0
Round 146: Accuracy = 0.8254, Loss = 0.1532, Decision = 0
Round 147: Accuracy = 0.8250, Loss = 0.1560, Decision = 0
Epoch 1/5, Loss: 0.1355
Epoch 2/5, Loss: 0.1255
Epoch 3/5, Loss: 0.1124
Epoch 4/5, Loss: 0.1011
Epoch 5/5, Loss: 0.1009
Round 148: Accuracy = 0.8246, Loss = 0.1151, Decision = 1
Round 149: Accuracy = 0.8421, Loss = 0.0651, Decision = 0
Round 150: Accuracy = 0.8417, Loss = 0.0675, Decision = 0
Round 151: Accuracy = 0.8405, Loss = 0.0687, Decision = 0
Round 152: Accuracy = 0.8399, Loss = 0.0708, Decision = 0
Round 153: Accuracy = 0.8394, Loss = 0.0725, Decision = 0
Round 154: Accuracy = 0.8384, Loss = 0.0743, Decision = 0
Round 155: Accuracy = 0.8380, Loss = 0.0761, Decision = 0
Round 156: Accuracy = 0.8377, Loss = 0.0780, Decision = 0
Round 157: Accuracy = 0.8374, Loss = 0.0796, Decision = 0
Round 158: Accuracy = 0.8368, Loss = 0.0815, Decision = 0
Round 159: Accuracy = 0.8368, Loss = 0.0834, Decision = 0
Round 160: Accuracy = 0.8362, Loss = 0.0859, Decision = 0
Round 161: Accuracy = 0.8356, Loss = 0.0879, Decision = 0
Round 162: Accuracy = 0.8353, Loss = 0.0903, Decision = 0
Round 163: Accuracy = 0.8350, Loss = 0.0926, Decision = 0
Round 164: Accuracy = 0.8344, Loss = 0.0955, Decision = 0
Round 165: Accuracy = 0.8337, Loss = 0.0984, Decision = 0
Epoch 1/5, Loss: 0.1320
Epoch 2/5, Loss: 0.1108
Epoch 3/5, Loss: 0.0964
Epoch 4/5, Loss: 0.0937
Epoch 5/5, Loss: 0.0813
Round 166: Accuracy = 0.8334, Loss = 0.1029, Decision = 1
Round 167: Accuracy = 0.8201, Loss = 0.0975, Decision = 0
Round 168: Accuracy = 0.8202, Loss = 0.0998, Decision = 0
Round 169: Accuracy = 0.8197, Loss = 0.1020, Decision = 0
Round 170: Accuracy = 0.8190, Loss = 0.1047, Decision = 0
Round 171: Accuracy = 0.8181, Loss = 0.1068, Decision = 0
Epoch 1/5, Loss: 0.0923
Epoch 2/5, Loss: 0.0931
Epoch 3/5, Loss: 0.0747
Epoch 4/5, Loss: 0.0754
Epoch 5/5, Loss: 0.0661
Round 172: Accuracy = 0.8181, Loss = 0.0803, Decision = 1
Round 173: Accuracy = 0.8082, Loss = 0.1145, Decision = 0
Round 174: Accuracy = 0.8070, Loss = 0.1185, Decision = 0
Round 175: Accuracy = 0.8067, Loss = 0.1223, Decision = 0
Round 176: Accuracy = 0.8057, Loss = 0.1251, Decision = 0
Epoch 1/5, Loss: 0.0830
Epoch 2/5, Loss: 0.0708
Epoch 3/5, Loss: 0.0718
Epoch 4/5, Loss: 0.0731
Epoch 5/5, Loss: 0.0596
Round 177: Accuracy = 0.8054, Loss = 0.0716, Decision = 1
Round 178: Accuracy = 0.8361, Loss = 0.0403, Decision = 0
Round 179: Accuracy = 0.8366, Loss = 0.0422, Decision = 0
Round 180: Accuracy = 0.8360, Loss = 0.0438, Decision = 0
Round 181: Accuracy = 0.8349, Loss = 0.0460, Decision = 0
Round 182: Accuracy = 0.8348, Loss = 0.0482, Decision = 0
Round 183: Accuracy = 0.8344, Loss = 0.0506, Decision = 0
Round 184: Accuracy = 0.8337, Loss = 0.0528, Decision = 0
Round 185: Accuracy = 0.8333, Loss = 0.0549, Decision = 0
Round 186: Accuracy = 0.8329, Loss = 0.0573, Decision = 0
Round 187: Accuracy = 0.8330, Loss = 0.0600, Decision = 0
Round 188: Accuracy = 0.8320, Loss = 0.0634, Decision = 0
Epoch 1/5, Loss: 0.0850
Epoch 2/5, Loss: 0.0745
Epoch 3/5, Loss: 0.0624
Epoch 4/5, Loss: 0.0667
Epoch 5/5, Loss: 0.0564
Round 189: Accuracy = 0.8310, Loss = 0.0690, Decision = 1
Round 190: Accuracy = 0.8270, Loss = 0.0637, Decision = 0
Round 191: Accuracy = 0.8256, Loss = 0.0663, Decision = 0
Round 192: Accuracy = 0.8245, Loss = 0.0688, Decision = 0
Round 193: Accuracy = 0.8240, Loss = 0.0711, Decision = 0
Round 194: Accuracy = 0.8236, Loss = 0.0742, Decision = 0
Round 195: Accuracy = 0.8228, Loss = 0.0771, Decision = 0
Epoch 1/5, Loss: 0.0761
Epoch 2/5, Loss: 0.0611
Epoch 3/5, Loss: 0.0598
Epoch 4/5, Loss: 0.0622
Epoch 5/5, Loss: 0.0590
Round 196: Accuracy = 0.8224, Loss = 0.0636, Decision = 1
Round 197: Accuracy = 0.8425, Loss = 0.0177, Decision = 0
Round 198: Accuracy = 0.8414, Loss = 0.0187, Decision = 0
Round 199: Accuracy = 0.8408, Loss = 0.0202, Decision = 0
