Files already downloaded and verified
Files already downloaded and verified
Initial model performance:
Train accuracy: 0.8832, Test accuracy: 0.8322
Round 32: Accuracy = 0.8320, Loss = 0.3752, Decision = 0
Round 33: Accuracy = 0.8318, Loss = 0.3760, Decision = 0
Round 34: Accuracy = 0.8314, Loss = 0.3770, Decision = 0
Round 35: Accuracy = 0.8312, Loss = 0.3779, Decision = 0
Round 36: Accuracy = 0.8315, Loss = 0.3789, Decision = 0
Round 37: Accuracy = 0.8314, Loss = 0.3799, Decision = 0
Round 38: Accuracy = 0.8313, Loss = 0.3810, Decision = 0
Round 39: Accuracy = 0.8313, Loss = 0.3820, Decision = 0
Round 40: Accuracy = 0.8313, Loss = 0.3832, Decision = 0
Round 41: Accuracy = 0.8302, Loss = 0.3845, Decision = 0
Round 42: Accuracy = 0.8297, Loss = 0.3857, Decision = 0
Round 43: Accuracy = 0.8303, Loss = 0.3867, Decision = 0
Round 44: Accuracy = 0.8297, Loss = 0.3884, Decision = 0
Round 45: Accuracy = 0.8293, Loss = 0.3901, Decision = 0
Round 46: Accuracy = 0.8293, Loss = 0.3920, Decision = 0
Round 47: Accuracy = 0.8289, Loss = 0.3939, Decision = 0
Round 48: Accuracy = 0.8287, Loss = 0.3952, Decision = 0
Round 49: Accuracy = 0.8283, Loss = 0.3968, Decision = 0
Round 50: Accuracy = 0.8278, Loss = 0.3986, Decision = 0
Round 51: Accuracy = 0.8275, Loss = 0.4004, Decision = 0
Round 52: Accuracy = 0.8268, Loss = 0.4022, Decision = 0
Round 53: Accuracy = 0.8261, Loss = 0.4037, Decision = 0
Round 54: Accuracy = 0.8257, Loss = 0.4057, Decision = 0
Round 55: Accuracy = 0.8258, Loss = 0.4080, Decision = 0
Round 56: Accuracy = 0.8255, Loss = 0.4099, Decision = 0
Round 57: Accuracy = 0.8251, Loss = 0.4119, Decision = 0
Round 58: Accuracy = 0.8245, Loss = 0.4142, Decision = 0
Round 59: Accuracy = 0.8240, Loss = 0.4166, Decision = 0
Round 60: Accuracy = 0.8238, Loss = 0.4185, Decision = 0
Round 61: Accuracy = 0.8231, Loss = 0.4208, Decision = 0
Round 62: Accuracy = 0.8229, Loss = 0.4231, Decision = 0
Round 63: Accuracy = 0.8223, Loss = 0.4260, Decision = 0
Round 64: Accuracy = 0.8215, Loss = 0.4291, Decision = 0
Round 65: Accuracy = 0.8207, Loss = 0.4316, Decision = 0
Round 66: Accuracy = 0.8197, Loss = 0.4340, Decision = 0
Round 67: Accuracy = 0.8192, Loss = 0.4368, Decision = 0
Round 68: Accuracy = 0.8186, Loss = 0.4397, Decision = 0
Round 69: Accuracy = 0.8182, Loss = 0.4425, Decision = 0
Round 70: Accuracy = 0.8179, Loss = 0.4456, Decision = 0
Round 71: Accuracy = 0.8167, Loss = 0.4486, Decision = 0
Round 72: Accuracy = 0.8162, Loss = 0.4517, Decision = 0
/home/apiasecz/.conda/envs/cog_fl_llm_env/lib/python3.12/site-packages/torch/autograd/graph.py:744: UserWarning: Plan failed with a cudnnException: CUDNN_BACKEND_EXECUTION_PLAN_DESCRIPTOR: cudnnFinalize Descriptor Failed cudnn_status: CUDNN_STATUS_NOT_SUPPORTED (Triggered internally at /opt/conda/conda-bld/pytorch_1712608847532/work/aten/src/ATen/native/cudnn/Conv_v8.cpp:919.)
  return Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass
Epoch 1/5, Loss: 1.2307
Epoch 2/5, Loss: 0.7695
Epoch 3/5, Loss: 0.6099
Epoch 4/5, Loss: 0.4913
Epoch 5/5, Loss: 0.4173
Round 73: Accuracy = 0.8147, Loss = 0.7037, Decision = 1
Round 74: Accuracy = 0.8275, Loss = 0.3102, Decision = 0
Round 75: Accuracy = 0.8271, Loss = 0.3113, Decision = 0
Round 76: Accuracy = 0.8261, Loss = 0.3126, Decision = 0
Round 77: Accuracy = 0.8258, Loss = 0.3135, Decision = 0
Round 78: Accuracy = 0.8257, Loss = 0.3147, Decision = 0
Round 79: Accuracy = 0.8254, Loss = 0.3157, Decision = 0
Round 80: Accuracy = 0.8255, Loss = 0.3170, Decision = 0
Round 81: Accuracy = 0.8251, Loss = 0.3182, Decision = 0
Round 82: Accuracy = 0.8254, Loss = 0.3194, Decision = 0
Round 83: Accuracy = 0.8250, Loss = 0.3205, Decision = 0
Round 84: Accuracy = 0.8244, Loss = 0.3218, Decision = 0
Round 85: Accuracy = 0.8240, Loss = 0.3231, Decision = 0
Round 86: Accuracy = 0.8240, Loss = 0.3245, Decision = 0
Round 87: Accuracy = 0.8237, Loss = 0.3258, Decision = 0
Round 88: Accuracy = 0.8232, Loss = 0.3270, Decision = 0
Round 89: Accuracy = 0.8230, Loss = 0.3283, Decision = 0
Round 90: Accuracy = 0.8227, Loss = 0.3298, Decision = 0
Round 91: Accuracy = 0.8228, Loss = 0.3315, Decision = 0
Round 92: Accuracy = 0.8227, Loss = 0.3331, Decision = 0
Round 93: Accuracy = 0.8226, Loss = 0.3344, Decision = 0
Round 94: Accuracy = 0.8227, Loss = 0.3361, Decision = 0
Round 95: Accuracy = 0.8228, Loss = 0.3378, Decision = 0
Round 96: Accuracy = 0.8217, Loss = 0.3390, Decision = 0
Round 97: Accuracy = 0.8216, Loss = 0.3407, Decision = 0
Round 98: Accuracy = 0.8213, Loss = 0.3424, Decision = 0
Round 99: Accuracy = 0.8213, Loss = 0.3441, Decision = 0
Round 100: Accuracy = 0.8210, Loss = 0.3456, Decision = 0
Round 101: Accuracy = 0.8207, Loss = 0.3469, Decision = 0
Round 102: Accuracy = 0.8202, Loss = 0.3491, Decision = 0
Round 103: Accuracy = 0.8197, Loss = 0.3507, Decision = 0
Round 104: Accuracy = 0.8190, Loss = 0.3527, Decision = 0
Round 105: Accuracy = 0.8188, Loss = 0.3545, Decision = 0
Round 106: Accuracy = 0.8183, Loss = 0.3562, Decision = 0
Round 107: Accuracy = 0.8176, Loss = 0.3580, Decision = 0
Round 108: Accuracy = 0.8170, Loss = 0.3601, Decision = 0
Round 109: Accuracy = 0.8165, Loss = 0.3623, Decision = 0
Round 110: Accuracy = 0.8158, Loss = 0.3640, Decision = 0
Round 111: Accuracy = 0.8157, Loss = 0.3659, Decision = 0
Round 112: Accuracy = 0.8147, Loss = 0.3680, Decision = 0
Round 113: Accuracy = 0.8139, Loss = 0.3701, Decision = 0
Round 114: Accuracy = 0.8126, Loss = 0.3722, Decision = 0
Round 115: Accuracy = 0.8116, Loss = 0.3745, Decision = 0
Round 116: Accuracy = 0.8109, Loss = 0.3763, Decision = 0
Round 117: Accuracy = 0.8106, Loss = 0.3785, Decision = 0
Round 118: Accuracy = 0.8101, Loss = 0.3807, Decision = 0
Round 119: Accuracy = 0.8093, Loss = 0.3835, Decision = 0
Round 120: Accuracy = 0.8093, Loss = 0.3860, Decision = 0
Round 121: Accuracy = 0.8089, Loss = 0.3887, Decision = 0
Round 122: Accuracy = 0.8091, Loss = 0.3913, Decision = 0
Round 123: Accuracy = 0.8084, Loss = 0.3934, Decision = 0
Round 124: Accuracy = 0.8075, Loss = 0.3958, Decision = 0
Round 125: Accuracy = 0.8068, Loss = 0.3984, Decision = 0
Round 126: Accuracy = 0.8065, Loss = 0.4011, Decision = 0
Round 127: Accuracy = 0.8066, Loss = 0.4036, Decision = 0
Round 128: Accuracy = 0.8058, Loss = 0.4061, Decision = 0
Round 129: Accuracy = 0.8052, Loss = 0.4090, Decision = 0
Round 130: Accuracy = 0.8046, Loss = 0.4117, Decision = 0
Round 131: Accuracy = 0.8049, Loss = 0.4143, Decision = 0
Round 132: Accuracy = 0.8038, Loss = 0.4171, Decision = 0
Round 133: Accuracy = 0.8026, Loss = 0.4201, Decision = 0
Round 134: Accuracy = 0.8027, Loss = 0.4231, Decision = 0
Round 135: Accuracy = 0.8014, Loss = 0.4261, Decision = 0
Round 136: Accuracy = 0.8008, Loss = 0.4287, Decision = 0
Round 137: Accuracy = 0.8004, Loss = 0.4315, Decision = 0
Round 138: Accuracy = 0.7996, Loss = 0.4348, Decision = 0
Round 139: Accuracy = 0.7992, Loss = 0.4377, Decision = 0
Round 140: Accuracy = 0.7986, Loss = 0.4407, Decision = 0
Round 141: Accuracy = 0.7972, Loss = 0.4437, Decision = 0
Round 142: Accuracy = 0.7958, Loss = 0.4470, Decision = 0
Round 143: Accuracy = 0.7953, Loss = 0.4500, Decision = 0
Round 144: Accuracy = 0.7946, Loss = 0.4528, Decision = 0
Epoch 1/5, Loss: 0.4445
Epoch 2/5, Loss: 0.3810
Epoch 3/5, Loss: 0.3195
Epoch 4/5, Loss: 0.2762
Epoch 5/5, Loss: 0.2389
Round 145: Accuracy = 0.7938, Loss = 0.3320, Decision = 1
Round 146: Accuracy = 0.8345, Loss = 0.1708, Decision = 0
Round 147: Accuracy = 0.8337, Loss = 0.1724, Decision = 0
Round 148: Accuracy = 0.8331, Loss = 0.1742, Decision = 0
Round 149: Accuracy = 0.8324, Loss = 0.1763, Decision = 0
Round 150: Accuracy = 0.8321, Loss = 0.1783, Decision = 0
Round 151: Accuracy = 0.8318, Loss = 0.1795, Decision = 0
Round 152: Accuracy = 0.8313, Loss = 0.1815, Decision = 0
Round 153: Accuracy = 0.8305, Loss = 0.1833, Decision = 0
Round 154: Accuracy = 0.8294, Loss = 0.1854, Decision = 0
Round 155: Accuracy = 0.8293, Loss = 0.1875, Decision = 0
Round 156: Accuracy = 0.8289, Loss = 0.1898, Decision = 0
Round 157: Accuracy = 0.8274, Loss = 0.1921, Decision = 0
Round 158: Accuracy = 0.8270, Loss = 0.1939, Decision = 0
Round 159: Accuracy = 0.8264, Loss = 0.1962, Decision = 0
Round 160: Accuracy = 0.8260, Loss = 0.1983, Decision = 0
Round 161: Accuracy = 0.8256, Loss = 0.2004, Decision = 0
Round 162: Accuracy = 0.8249, Loss = 0.2035, Decision = 0
Round 163: Accuracy = 0.8244, Loss = 0.2058, Decision = 0
Round 164: Accuracy = 0.8246, Loss = 0.2081, Decision = 0
Round 165: Accuracy = 0.8244, Loss = 0.2111, Decision = 0
Round 166: Accuracy = 0.8235, Loss = 0.2136, Decision = 0
Round 167: Accuracy = 0.8229, Loss = 0.2162, Decision = 0
Round 168: Accuracy = 0.8218, Loss = 0.2191, Decision = 0
Round 169: Accuracy = 0.8206, Loss = 0.2217, Decision = 0
Round 170: Accuracy = 0.8205, Loss = 0.2243, Decision = 0
Round 171: Accuracy = 0.8203, Loss = 0.2270, Decision = 0
Round 172: Accuracy = 0.8192, Loss = 0.2299, Decision = 0
Round 173: Accuracy = 0.8180, Loss = 0.2326, Decision = 0
Round 174: Accuracy = 0.8174, Loss = 0.2361, Decision = 0
Round 175: Accuracy = 0.8168, Loss = 0.2385, Decision = 0
Round 176: Accuracy = 0.8163, Loss = 0.2416, Decision = 0
Epoch 1/5, Loss: 0.2698
Epoch 2/5, Loss: 0.2312
Epoch 3/5, Loss: 0.1846
Epoch 4/5, Loss: 0.1778
Epoch 5/5, Loss: 0.1632
Round 177: Accuracy = 0.8154, Loss = 0.2053, Decision = 1
Round 178: Accuracy = 0.8013, Loss = 0.2135, Decision = 0
Round 179: Accuracy = 0.8006, Loss = 0.2161, Decision = 0
Round 180: Accuracy = 0.8005, Loss = 0.2189, Decision = 0
Round 181: Accuracy = 0.7996, Loss = 0.2221, Decision = 0
Round 182: Accuracy = 0.7991, Loss = 0.2258, Decision = 0
Round 183: Accuracy = 0.7984, Loss = 0.2287, Decision = 0
Epoch 1/5, Loss: 0.1539
Epoch 2/5, Loss: 0.1408
Epoch 3/5, Loss: 0.1220
Epoch 4/5, Loss: 0.1079
Epoch 5/5, Loss: 0.1165
Round 184: Accuracy = 0.7983, Loss = 0.1282, Decision = 1
Round 185: Accuracy = 0.8013, Loss = 0.1706, Decision = 0
Round 186: Accuracy = 0.8003, Loss = 0.1737, Decision = 0
Round 187: Accuracy = 0.7995, Loss = 0.1761, Decision = 0
Round 188: Accuracy = 0.7988, Loss = 0.1794, Decision = 0
Round 189: Accuracy = 0.7979, Loss = 0.1821, Decision = 0
Round 190: Accuracy = 0.7971, Loss = 0.1850, Decision = 0
Epoch 1/5, Loss: 0.1204
Epoch 2/5, Loss: 0.1122
Epoch 3/5, Loss: 0.1015
Epoch 4/5, Loss: 0.0948
Epoch 5/5, Loss: 0.0830
Round 191: Accuracy = 0.7967, Loss = 0.1024, Decision = 1
Round 192: Accuracy = 0.8233, Loss = 0.0778, Decision = 0
Round 193: Accuracy = 0.8229, Loss = 0.0811, Decision = 0
Round 194: Accuracy = 0.8218, Loss = 0.0846, Decision = 0
Round 195: Accuracy = 0.8211, Loss = 0.0883, Decision = 0
Round 196: Accuracy = 0.8206, Loss = 0.0917, Decision = 0
Round 197: Accuracy = 0.8196, Loss = 0.0960, Decision = 0
Epoch 1/5, Loss: 0.1039
Epoch 2/5, Loss: 0.0852
Epoch 3/5, Loss: 0.0832
Epoch 4/5, Loss: 0.0829
Epoch 5/5, Loss: 0.0706
Round 198: Accuracy = 0.8181, Loss = 0.0852, Decision = 1
Epoch 1/5, Loss: 0.0819
Epoch 2/5, Loss: 0.0720
Epoch 3/5, Loss: 0.0733
Epoch 4/5, Loss: 0.0625
Epoch 5/5, Loss: 0.0732
Round 199: Accuracy = 0.7915, Loss = 0.0726, Decision = 1
