Files already downloaded and verified
Files already downloaded and verified
Initial model performance:
Train accuracy: 0.1015, Test accuracy: 0.1014
Round 133: Accuracy = 0.1001, Loss = 2.3031, Decision = 0
Round 134: Accuracy = 0.1001, Loss = 2.3031, Decision = 0
Round 135: Accuracy = 0.1001, Loss = 2.3031, Decision = 0
Round 136: Accuracy = 0.1001, Loss = 2.3031, Decision = 0
Round 137: Accuracy = 0.1001, Loss = 2.3031, Decision = 0
Round 138: Accuracy = 0.1001, Loss = 2.3031, Decision = 0
Round 139: Accuracy = 0.1001, Loss = 2.3031, Decision = 0
Round 140: Accuracy = 0.1001, Loss = 2.3031, Decision = 0
Round 141: Accuracy = 0.1001, Loss = 2.3031, Decision = 0
Round 142: Accuracy = 0.1001, Loss = 2.3031, Decision = 0
Round 143: Accuracy = 0.1001, Loss = 2.3031, Decision = 0
Round 144: Accuracy = 0.1001, Loss = 2.3031, Decision = 0
Round 145: Accuracy = 0.1001, Loss = 2.3031, Decision = 0
Round 146: Accuracy = 0.1001, Loss = 2.3031, Decision = 0
Round 147: Accuracy = 0.1001, Loss = 2.3031, Decision = 0
Round 148: Accuracy = 0.1001, Loss = 2.3031, Decision = 0
Round 149: Accuracy = 0.1001, Loss = 2.3031, Decision = 0
Round 150: Accuracy = 0.1001, Loss = 2.3031, Decision = 0
Round 151: Accuracy = 0.1001, Loss = 2.3031, Decision = 0
Round 152: Accuracy = 0.1001, Loss = 2.3031, Decision = 0
Round 153: Accuracy = 0.1001, Loss = 2.3031, Decision = 0
Round 154: Accuracy = 0.1001, Loss = 2.3031, Decision = 0
Round 155: Accuracy = 0.1001, Loss = 2.3031, Decision = 0
Round 156: Accuracy = 0.1001, Loss = 2.3031, Decision = 0
Round 157: Accuracy = 0.1001, Loss = 2.3031, Decision = 0
Round 158: Accuracy = 0.1001, Loss = 2.3031, Decision = 0
Round 159: Accuracy = 0.1000, Loss = 2.3031, Decision = 0
Round 160: Accuracy = 0.1000, Loss = 2.3031, Decision = 0
Round 161: Accuracy = 0.1000, Loss = 2.3031, Decision = 0
Round 162: Accuracy = 0.1000, Loss = 2.3031, Decision = 0
Round 163: Accuracy = 0.1000, Loss = 2.3031, Decision = 0
Round 164: Accuracy = 0.1000, Loss = 2.3031, Decision = 0
Round 165: Accuracy = 0.1000, Loss = 2.3031, Decision = 0
Round 166: Accuracy = 0.1000, Loss = 2.3031, Decision = 0
Round 167: Accuracy = 0.1000, Loss = 2.3031, Decision = 0
Round 168: Accuracy = 0.1000, Loss = 2.3031, Decision = 0
Round 169: Accuracy = 0.1000, Loss = 2.3031, Decision = 0
Round 170: Accuracy = 0.1000, Loss = 2.3031, Decision = 0
Round 171: Accuracy = 0.1000, Loss = 2.3031, Decision = 0
Round 172: Accuracy = 0.1000, Loss = 2.3031, Decision = 0
Round 173: Accuracy = 0.1000, Loss = 2.3031, Decision = 0
Round 174: Accuracy = 0.1000, Loss = 2.3031, Decision = 0
Round 175: Accuracy = 0.1000, Loss = 2.3031, Decision = 0
Round 176: Accuracy = 0.1000, Loss = 2.3031, Decision = 0
Round 177: Accuracy = 0.1000, Loss = 2.3031, Decision = 0
Round 178: Accuracy = 0.1000, Loss = 2.3031, Decision = 0
Round 179: Accuracy = 0.1000, Loss = 2.3031, Decision = 0
Round 180: Accuracy = 0.1000, Loss = 2.3031, Decision = 0
Round 181: Accuracy = 0.1000, Loss = 2.3031, Decision = 0
Round 182: Accuracy = 0.1000, Loss = 2.3031, Decision = 0
Round 183: Accuracy = 0.1000, Loss = 2.3031, Decision = 0
Round 184: Accuracy = 0.1000, Loss = 2.3031, Decision = 0
Round 185: Accuracy = 0.1000, Loss = 2.3031, Decision = 0
Round 186: Accuracy = 0.1000, Loss = 2.3031, Decision = 0
Round 187: Accuracy = 0.1000, Loss = 2.3031, Decision = 0
Round 188: Accuracy = 0.1000, Loss = 2.3031, Decision = 0
Round 189: Accuracy = 0.1000, Loss = 2.3031, Decision = 0
Round 190: Accuracy = 0.1000, Loss = 2.3031, Decision = 0
Round 191: Accuracy = 0.1000, Loss = 2.3031, Decision = 0
Round 192: Accuracy = 0.1000, Loss = 2.3031, Decision = 0
Round 193: Accuracy = 0.1000, Loss = 2.3031, Decision = 0
Round 194: Accuracy = 0.1000, Loss = 2.3031, Decision = 0
Round 195: Accuracy = 0.1000, Loss = 2.3031, Decision = 0
Round 196: Accuracy = 0.1000, Loss = 2.3031, Decision = 0
Round 197: Accuracy = 0.1000, Loss = 2.3031, Decision = 0
Round 198: Accuracy = 0.1000, Loss = 2.3031, Decision = 0
Round 199: Accuracy = 0.1000, Loss = 2.3031, Decision = 0
