Files already downloaded and verified
Files already downloaded and verified
Initial model performance:
Train accuracy: 0.8332, Test accuracy: 0.7913
Round 103: Accuracy = 0.7231, Loss = 0.8389, Decision = 0
Round 104: Accuracy = 0.7222, Loss = 0.8440, Decision = 0
Round 105: Accuracy = 0.7203, Loss = 0.8495, Decision = 0
/home/apiasecz/.conda/envs/cog_fl_llm_env/lib/python3.12/site-packages/torch/autograd/graph.py:744: UserWarning: Plan failed with a cudnnException: CUDNN_BACKEND_EXECUTION_PLAN_DESCRIPTOR: cudnnFinalize Descriptor Failed cudnn_status: CUDNN_STATUS_NOT_SUPPORTED (Triggered internally at /opt/conda/conda-bld/pytorch_1712608847532/work/aten/src/ATen/native/cudnn/Conv_v8.cpp:919.)
  return Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass
Epoch 1/5, Loss: 1.3003
Epoch 2/5, Loss: 0.8424
Epoch 3/5, Loss: 0.6707
Epoch 4/5, Loss: 0.5556
Epoch 5/5, Loss: 0.4598
Round 106: Accuracy = 0.7197, Loss = 0.7657, Decision = 1
Round 107: Accuracy = 0.8134, Loss = 0.3698, Decision = 0
Round 108: Accuracy = 0.8135, Loss = 0.3710, Decision = 0
Round 109: Accuracy = 0.8134, Loss = 0.3721, Decision = 0
Round 110: Accuracy = 0.8131, Loss = 0.3735, Decision = 0
Round 111: Accuracy = 0.8126, Loss = 0.3747, Decision = 0
Round 112: Accuracy = 0.8122, Loss = 0.3760, Decision = 0
Round 113: Accuracy = 0.8118, Loss = 0.3774, Decision = 0
Round 114: Accuracy = 0.8111, Loss = 0.3789, Decision = 0
Round 115: Accuracy = 0.8105, Loss = 0.3802, Decision = 0
Round 116: Accuracy = 0.8098, Loss = 0.3816, Decision = 0
Round 117: Accuracy = 0.8092, Loss = 0.3828, Decision = 0
Round 118: Accuracy = 0.8092, Loss = 0.3843, Decision = 0
Round 119: Accuracy = 0.8086, Loss = 0.3858, Decision = 0
Round 120: Accuracy = 0.8080, Loss = 0.3873, Decision = 0
Round 121: Accuracy = 0.8072, Loss = 0.3887, Decision = 0
Round 122: Accuracy = 0.8063, Loss = 0.3902, Decision = 0
Round 123: Accuracy = 0.8049, Loss = 0.3921, Decision = 0
Round 124: Accuracy = 0.8045, Loss = 0.3938, Decision = 0
Round 125: Accuracy = 0.8040, Loss = 0.3954, Decision = 0
Round 126: Accuracy = 0.8040, Loss = 0.3973, Decision = 0
Round 127: Accuracy = 0.8032, Loss = 0.3994, Decision = 0
Round 128: Accuracy = 0.8025, Loss = 0.4010, Decision = 0
Round 129: Accuracy = 0.8017, Loss = 0.4026, Decision = 0
Round 130: Accuracy = 0.8012, Loss = 0.4046, Decision = 0
Round 131: Accuracy = 0.8000, Loss = 0.4067, Decision = 0
Round 132: Accuracy = 0.7994, Loss = 0.4090, Decision = 0
Round 133: Accuracy = 0.7989, Loss = 0.4109, Decision = 0
Round 134: Accuracy = 0.7982, Loss = 0.4129, Decision = 0
Round 135: Accuracy = 0.7974, Loss = 0.4151, Decision = 0
Round 136: Accuracy = 0.7966, Loss = 0.4171, Decision = 0
Round 137: Accuracy = 0.7960, Loss = 0.4193, Decision = 0
Round 138: Accuracy = 0.7953, Loss = 0.4216, Decision = 0
Round 139: Accuracy = 0.7945, Loss = 0.4239, Decision = 0
Round 140: Accuracy = 0.7942, Loss = 0.4260, Decision = 0
Round 141: Accuracy = 0.7938, Loss = 0.4284, Decision = 0
Round 142: Accuracy = 0.7935, Loss = 0.4311, Decision = 0
Round 143: Accuracy = 0.7930, Loss = 0.4335, Decision = 0
Round 144: Accuracy = 0.7925, Loss = 0.4354, Decision = 0
Round 145: Accuracy = 0.7921, Loss = 0.4381, Decision = 0
Round 146: Accuracy = 0.7915, Loss = 0.4406, Decision = 0
Round 147: Accuracy = 0.7911, Loss = 0.4431, Decision = 0
Round 148: Accuracy = 0.7904, Loss = 0.4456, Decision = 0
Round 149: Accuracy = 0.7898, Loss = 0.4484, Decision = 0
Round 150: Accuracy = 0.7889, Loss = 0.4509, Decision = 0
Round 151: Accuracy = 0.7883, Loss = 0.4535, Decision = 0
Round 152: Accuracy = 0.7877, Loss = 0.4559, Decision = 0
Round 153: Accuracy = 0.7875, Loss = 0.4582, Decision = 0
Round 154: Accuracy = 0.7869, Loss = 0.4609, Decision = 0
Round 155: Accuracy = 0.7857, Loss = 0.4636, Decision = 0
Round 156: Accuracy = 0.7854, Loss = 0.4663, Decision = 0
Round 157: Accuracy = 0.7841, Loss = 0.4688, Decision = 0
Round 158: Accuracy = 0.7833, Loss = 0.4714, Decision = 0
Round 159: Accuracy = 0.7827, Loss = 0.4741, Decision = 0
Round 160: Accuracy = 0.7821, Loss = 0.4770, Decision = 0
Round 161: Accuracy = 0.7815, Loss = 0.4798, Decision = 0
Round 162: Accuracy = 0.7806, Loss = 0.4826, Decision = 0
Round 163: Accuracy = 0.7800, Loss = 0.4855, Decision = 0
Round 164: Accuracy = 0.7788, Loss = 0.4885, Decision = 0
Round 165: Accuracy = 0.7781, Loss = 0.4912, Decision = 0
Round 166: Accuracy = 0.7769, Loss = 0.4940, Decision = 0
Round 167: Accuracy = 0.7763, Loss = 0.4970, Decision = 0
Round 168: Accuracy = 0.7754, Loss = 0.4999, Decision = 0
Round 169: Accuracy = 0.7745, Loss = 0.5030, Decision = 0
Round 170: Accuracy = 0.7736, Loss = 0.5061, Decision = 0
Round 171: Accuracy = 0.7732, Loss = 0.5094, Decision = 0
Round 172: Accuracy = 0.7720, Loss = 0.5127, Decision = 0
Round 173: Accuracy = 0.7710, Loss = 0.5163, Decision = 0
Round 174: Accuracy = 0.7705, Loss = 0.5193, Decision = 0
Round 175: Accuracy = 0.7696, Loss = 0.5229, Decision = 0
Round 176: Accuracy = 0.7687, Loss = 0.5261, Decision = 0
Round 177: Accuracy = 0.7677, Loss = 0.5292, Decision = 0
Round 178: Accuracy = 0.7668, Loss = 0.5321, Decision = 0
Round 179: Accuracy = 0.7656, Loss = 0.5353, Decision = 0
Round 180: Accuracy = 0.7648, Loss = 0.5388, Decision = 0
Round 181: Accuracy = 0.7635, Loss = 0.5422, Decision = 0
Round 182: Accuracy = 0.7627, Loss = 0.5459, Decision = 0
Round 183: Accuracy = 0.7605, Loss = 0.5490, Decision = 0
Round 184: Accuracy = 0.7597, Loss = 0.5524, Decision = 0
Round 185: Accuracy = 0.7595, Loss = 0.5559, Decision = 0
Round 186: Accuracy = 0.7587, Loss = 0.5593, Decision = 0
Round 187: Accuracy = 0.7578, Loss = 0.5629, Decision = 0
Round 188: Accuracy = 0.7566, Loss = 0.5663, Decision = 0
Round 189: Accuracy = 0.7562, Loss = 0.5695, Decision = 0
Round 190: Accuracy = 0.7546, Loss = 0.5732, Decision = 0
Round 191: Accuracy = 0.7535, Loss = 0.5767, Decision = 0
Round 192: Accuracy = 0.7523, Loss = 0.5800, Decision = 0
Round 193: Accuracy = 0.7511, Loss = 0.5838, Decision = 0
Round 194: Accuracy = 0.7501, Loss = 0.5873, Decision = 0
Round 195: Accuracy = 0.7495, Loss = 0.5910, Decision = 0
Round 196: Accuracy = 0.7489, Loss = 0.5949, Decision = 0
Round 197: Accuracy = 0.7481, Loss = 0.5989, Decision = 0
Round 198: Accuracy = 0.7471, Loss = 0.6024, Decision = 0
Round 199: Accuracy = 0.7460, Loss = 0.6061, Decision = 0
