Files already downloaded and verified
Files already downloaded and verified
Initial model performance:
Train accuracy: 0.8752, Test accuracy: 0.8242
Round 43: Accuracy = 0.8152, Loss = 0.4196, Decision = 0
Round 44: Accuracy = 0.8149, Loss = 0.4213, Decision = 0
Round 45: Accuracy = 0.8146, Loss = 0.4236, Decision = 0
Round 46: Accuracy = 0.8149, Loss = 0.4258, Decision = 0
Round 47: Accuracy = 0.8149, Loss = 0.4276, Decision = 0
Round 48: Accuracy = 0.8147, Loss = 0.4293, Decision = 0
Round 49: Accuracy = 0.8143, Loss = 0.4310, Decision = 0
Round 50: Accuracy = 0.8141, Loss = 0.4333, Decision = 0
Round 51: Accuracy = 0.8133, Loss = 0.4356, Decision = 0
Round 52: Accuracy = 0.8134, Loss = 0.4383, Decision = 0
Round 53: Accuracy = 0.8132, Loss = 0.4406, Decision = 0
Round 54: Accuracy = 0.8125, Loss = 0.4430, Decision = 0
Round 55: Accuracy = 0.8120, Loss = 0.4456, Decision = 0
Round 56: Accuracy = 0.8113, Loss = 0.4480, Decision = 0
Round 57: Accuracy = 0.8107, Loss = 0.4507, Decision = 0
Round 58: Accuracy = 0.8095, Loss = 0.4532, Decision = 0
Round 59: Accuracy = 0.8093, Loss = 0.4561, Decision = 0
Round 60: Accuracy = 0.8086, Loss = 0.4588, Decision = 0
Round 61: Accuracy = 0.8075, Loss = 0.4622, Decision = 0
Round 62: Accuracy = 0.8067, Loss = 0.4651, Decision = 0
Round 63: Accuracy = 0.8063, Loss = 0.4676, Decision = 0
Round 64: Accuracy = 0.8054, Loss = 0.4703, Decision = 0
Round 65: Accuracy = 0.8042, Loss = 0.4737, Decision = 0
Round 66: Accuracy = 0.8036, Loss = 0.4770, Decision = 0
Round 67: Accuracy = 0.8023, Loss = 0.4804, Decision = 0
Round 68: Accuracy = 0.8014, Loss = 0.4834, Decision = 0
Round 69: Accuracy = 0.8003, Loss = 0.4867, Decision = 0
Round 70: Accuracy = 0.7997, Loss = 0.4900, Decision = 0
Round 71: Accuracy = 0.7990, Loss = 0.4928, Decision = 0
Round 72: Accuracy = 0.7983, Loss = 0.4965, Decision = 0
Round 73: Accuracy = 0.7978, Loss = 0.5003, Decision = 0
Round 74: Accuracy = 0.7965, Loss = 0.5042, Decision = 0
Round 75: Accuracy = 0.7960, Loss = 0.5084, Decision = 0
Round 76: Accuracy = 0.7951, Loss = 0.5119, Decision = 0
Round 77: Accuracy = 0.7942, Loss = 0.5155, Decision = 0
Round 78: Accuracy = 0.7936, Loss = 0.5193, Decision = 0
Round 79: Accuracy = 0.7931, Loss = 0.5237, Decision = 0
Round 80: Accuracy = 0.7920, Loss = 0.5275, Decision = 0
Round 81: Accuracy = 0.7909, Loss = 0.5313, Decision = 0
Round 82: Accuracy = 0.7902, Loss = 0.5352, Decision = 0
Round 83: Accuracy = 0.7896, Loss = 0.5396, Decision = 0
Round 84: Accuracy = 0.7887, Loss = 0.5437, Decision = 0
Round 85: Accuracy = 0.7881, Loss = 0.5482, Decision = 0
/home/apiasecz/.conda/envs/cog_fl_llm_env/lib/python3.12/site-packages/torch/autograd/graph.py:744: UserWarning: Plan failed with a cudnnException: CUDNN_BACKEND_EXECUTION_PLAN_DESCRIPTOR: cudnnFinalize Descriptor Failed cudnn_status: CUDNN_STATUS_NOT_SUPPORTED (Triggered internally at /opt/conda/conda-bld/pytorch_1712608847532/work/aten/src/ATen/native/cudnn/Conv_v8.cpp:919.)
  return Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass
Epoch 1/5, Loss: 1.0519
Epoch 2/5, Loss: 0.6719
Epoch 3/5, Loss: 0.5348
Epoch 4/5, Loss: 0.4457
Epoch 5/5, Loss: 0.3856
Round 86: Accuracy = 0.7871, Loss = 0.6180, Decision = 1
Round 87: Accuracy = 0.7971, Loss = 0.4117, Decision = 0
Round 88: Accuracy = 0.7971, Loss = 0.4129, Decision = 0
Round 89: Accuracy = 0.7966, Loss = 0.4144, Decision = 0
Round 90: Accuracy = 0.7958, Loss = 0.4161, Decision = 0
Round 91: Accuracy = 0.7947, Loss = 0.4180, Decision = 0
Round 92: Accuracy = 0.7941, Loss = 0.4197, Decision = 0
Round 93: Accuracy = 0.7942, Loss = 0.4215, Decision = 0
Round 94: Accuracy = 0.7931, Loss = 0.4235, Decision = 0
Round 95: Accuracy = 0.7930, Loss = 0.4251, Decision = 0
Round 96: Accuracy = 0.7928, Loss = 0.4269, Decision = 0
Round 97: Accuracy = 0.7926, Loss = 0.4288, Decision = 0
Round 98: Accuracy = 0.7924, Loss = 0.4305, Decision = 0
Round 99: Accuracy = 0.7921, Loss = 0.4320, Decision = 0
Round 100: Accuracy = 0.7914, Loss = 0.4340, Decision = 0
Round 101: Accuracy = 0.7914, Loss = 0.4362, Decision = 0
Round 102: Accuracy = 0.7904, Loss = 0.4381, Decision = 0
Round 103: Accuracy = 0.7900, Loss = 0.4400, Decision = 0
Round 104: Accuracy = 0.7901, Loss = 0.4421, Decision = 0
Round 105: Accuracy = 0.7896, Loss = 0.4448, Decision = 0
Round 106: Accuracy = 0.7889, Loss = 0.4473, Decision = 0
Round 107: Accuracy = 0.7884, Loss = 0.4494, Decision = 0
Round 108: Accuracy = 0.7879, Loss = 0.4517, Decision = 0
Round 109: Accuracy = 0.7877, Loss = 0.4542, Decision = 0
Round 110: Accuracy = 0.7870, Loss = 0.4567, Decision = 0
Round 111: Accuracy = 0.7870, Loss = 0.4588, Decision = 0
Round 112: Accuracy = 0.7867, Loss = 0.4610, Decision = 0
Round 113: Accuracy = 0.7855, Loss = 0.4630, Decision = 0
Round 114: Accuracy = 0.7849, Loss = 0.4655, Decision = 0
Round 115: Accuracy = 0.7839, Loss = 0.4682, Decision = 0
Round 116: Accuracy = 0.7835, Loss = 0.4705, Decision = 0
Round 117: Accuracy = 0.7828, Loss = 0.4733, Decision = 0
Round 118: Accuracy = 0.7824, Loss = 0.4760, Decision = 0
Round 119: Accuracy = 0.7819, Loss = 0.4785, Decision = 0
Round 120: Accuracy = 0.7808, Loss = 0.4810, Decision = 0
Round 121: Accuracy = 0.7800, Loss = 0.4835, Decision = 0
Round 122: Accuracy = 0.7794, Loss = 0.4861, Decision = 0
Round 123: Accuracy = 0.7793, Loss = 0.4889, Decision = 0
Round 124: Accuracy = 0.7787, Loss = 0.4919, Decision = 0
Round 125: Accuracy = 0.7775, Loss = 0.4942, Decision = 0
Round 126: Accuracy = 0.7772, Loss = 0.4970, Decision = 0
Round 127: Accuracy = 0.7767, Loss = 0.4995, Decision = 0
Round 128: Accuracy = 0.7767, Loss = 0.5026, Decision = 0
Round 129: Accuracy = 0.7761, Loss = 0.5056, Decision = 0
Round 130: Accuracy = 0.7752, Loss = 0.5088, Decision = 0
Round 131: Accuracy = 0.7747, Loss = 0.5113, Decision = 0
Round 132: Accuracy = 0.7736, Loss = 0.5144, Decision = 0
Round 133: Accuracy = 0.7726, Loss = 0.5173, Decision = 0
Round 134: Accuracy = 0.7722, Loss = 0.5205, Decision = 0
Round 135: Accuracy = 0.7719, Loss = 0.5236, Decision = 0
Round 136: Accuracy = 0.7716, Loss = 0.5269, Decision = 0
Round 137: Accuracy = 0.7706, Loss = 0.5298, Decision = 0
Round 138: Accuracy = 0.7698, Loss = 0.5334, Decision = 0
Round 139: Accuracy = 0.7684, Loss = 0.5366, Decision = 0
Round 140: Accuracy = 0.7683, Loss = 0.5395, Decision = 0
Round 141: Accuracy = 0.7672, Loss = 0.5432, Decision = 0
Round 142: Accuracy = 0.7665, Loss = 0.5461, Decision = 0
Round 143: Accuracy = 0.7657, Loss = 0.5489, Decision = 0
Round 144: Accuracy = 0.7646, Loss = 0.5523, Decision = 0
Round 145: Accuracy = 0.7632, Loss = 0.5556, Decision = 0
Round 146: Accuracy = 0.7624, Loss = 0.5591, Decision = 0
Round 147: Accuracy = 0.7612, Loss = 0.5622, Decision = 0
Round 148: Accuracy = 0.7599, Loss = 0.5655, Decision = 0
Round 149: Accuracy = 0.7594, Loss = 0.5691, Decision = 0
Round 150: Accuracy = 0.7588, Loss = 0.5731, Decision = 0
Round 151: Accuracy = 0.7575, Loss = 0.5765, Decision = 0
Round 152: Accuracy = 0.7560, Loss = 0.5805, Decision = 0
Round 153: Accuracy = 0.7561, Loss = 0.5841, Decision = 0
Round 154: Accuracy = 0.7553, Loss = 0.5877, Decision = 0
Round 155: Accuracy = 0.7546, Loss = 0.5917, Decision = 0
Epoch 1/5, Loss: 0.4239
Epoch 2/5, Loss: 0.3472
Epoch 3/5, Loss: 0.2898
Epoch 4/5, Loss: 0.2502
Epoch 5/5, Loss: 0.2272
Round 156: Accuracy = 0.7535, Loss = 0.3077, Decision = 1
Round 157: Accuracy = 0.8178, Loss = 0.2055, Decision = 0
Round 158: Accuracy = 0.8168, Loss = 0.2083, Decision = 0
Round 159: Accuracy = 0.8158, Loss = 0.2110, Decision = 0
Round 160: Accuracy = 0.8154, Loss = 0.2137, Decision = 0
Round 161: Accuracy = 0.8151, Loss = 0.2164, Decision = 0
Round 162: Accuracy = 0.8144, Loss = 0.2188, Decision = 0
Round 163: Accuracy = 0.8134, Loss = 0.2219, Decision = 0
Round 164: Accuracy = 0.8132, Loss = 0.2253, Decision = 0
Round 165: Accuracy = 0.8125, Loss = 0.2283, Decision = 0
Round 166: Accuracy = 0.8122, Loss = 0.2318, Decision = 0
Round 167: Accuracy = 0.8116, Loss = 0.2348, Decision = 0
Round 168: Accuracy = 0.8111, Loss = 0.2378, Decision = 0
Round 169: Accuracy = 0.8103, Loss = 0.2410, Decision = 0
Round 170: Accuracy = 0.8100, Loss = 0.2445, Decision = 0
Round 171: Accuracy = 0.8089, Loss = 0.2475, Decision = 0
Round 172: Accuracy = 0.8081, Loss = 0.2512, Decision = 0
Round 173: Accuracy = 0.8072, Loss = 0.2546, Decision = 0
Round 174: Accuracy = 0.8068, Loss = 0.2583, Decision = 0
Round 175: Accuracy = 0.8063, Loss = 0.2617, Decision = 0
Round 176: Accuracy = 0.8056, Loss = 0.2651, Decision = 0
Round 177: Accuracy = 0.8049, Loss = 0.2689, Decision = 0
Round 178: Accuracy = 0.8041, Loss = 0.2725, Decision = 0
Round 179: Accuracy = 0.8041, Loss = 0.2758, Decision = 0
Round 180: Accuracy = 0.8029, Loss = 0.2795, Decision = 0
Round 181: Accuracy = 0.8022, Loss = 0.2830, Decision = 0
Round 182: Accuracy = 0.8011, Loss = 0.2866, Decision = 0
Round 183: Accuracy = 0.8007, Loss = 0.2901, Decision = 0
Round 184: Accuracy = 0.7998, Loss = 0.2940, Decision = 0
Round 185: Accuracy = 0.7995, Loss = 0.2979, Decision = 0
Round 186: Accuracy = 0.7979, Loss = 0.3019, Decision = 0
Round 187: Accuracy = 0.7969, Loss = 0.3060, Decision = 0
Round 188: Accuracy = 0.7958, Loss = 0.3101, Decision = 0
Round 189: Accuracy = 0.7953, Loss = 0.3143, Decision = 0
Round 190: Accuracy = 0.7941, Loss = 0.3179, Decision = 0
Round 191: Accuracy = 0.7931, Loss = 0.3221, Decision = 0
Round 192: Accuracy = 0.7917, Loss = 0.3264, Decision = 0
Round 193: Accuracy = 0.7907, Loss = 0.3303, Decision = 0
Round 194: Accuracy = 0.7894, Loss = 0.3342, Decision = 0
Round 195: Accuracy = 0.7888, Loss = 0.3381, Decision = 0
Epoch 1/5, Loss: 0.2853
Epoch 2/5, Loss: 0.2353
Epoch 3/5, Loss: 0.2022
Epoch 4/5, Loss: 0.1751
Epoch 5/5, Loss: 0.1573
Round 196: Accuracy = 0.7890, Loss = 0.2110, Decision = 1
Round 197: Accuracy = 0.8009, Loss = 0.2115, Decision = 0
Round 198: Accuracy = 0.8005, Loss = 0.2155, Decision = 0
Round 199: Accuracy = 0.7999, Loss = 0.2193, Decision = 0
