Files already downloaded and verified
Files already downloaded and verified
Initial model performance:
Train accuracy: 0.8752, Test accuracy: 0.8242
Round 69: Accuracy = 0.8220, Loss = 0.3948, Decision = False
Round 70: Accuracy = 0.8221, Loss = 0.3948, Decision = False
Round 71: Accuracy = 0.8220, Loss = 0.3951, Decision = False
Round 72: Accuracy = 0.8221, Loss = 0.3954, Decision = False
Round 73: Accuracy = 0.8222, Loss = 0.3955, Decision = False
Round 74: Accuracy = 0.8222, Loss = 0.3959, Decision = False
Round 75: Accuracy = 0.8221, Loss = 0.3960, Decision = False
Round 76: Accuracy = 0.8218, Loss = 0.3964, Decision = False
Round 77: Accuracy = 0.8216, Loss = 0.3967, Decision = False
Round 78: Accuracy = 0.8217, Loss = 0.3971, Decision = False
Round 79: Accuracy = 0.8215, Loss = 0.3974, Decision = False
Round 80: Accuracy = 0.8214, Loss = 0.3978, Decision = False
Round 81: Accuracy = 0.8215, Loss = 0.3983, Decision = False
Round 82: Accuracy = 0.8218, Loss = 0.3987, Decision = False
Round 83: Accuracy = 0.8218, Loss = 0.3990, Decision = False
Round 84: Accuracy = 0.8218, Loss = 0.3992, Decision = False
Round 85: Accuracy = 0.8217, Loss = 0.3996, Decision = False
Round 86: Accuracy = 0.8215, Loss = 0.3999, Decision = False
Round 87: Accuracy = 0.8217, Loss = 0.4002, Decision = False
Round 88: Accuracy = 0.8217, Loss = 0.4006, Decision = False
Round 89: Accuracy = 0.8216, Loss = 0.4009, Decision = False
Round 90: Accuracy = 0.8212, Loss = 0.4012, Decision = False
Round 91: Accuracy = 0.8212, Loss = 0.4019, Decision = False
Round 92: Accuracy = 0.8212, Loss = 0.4024, Decision = False
Round 93: Accuracy = 0.8211, Loss = 0.4026, Decision = False
Round 94: Accuracy = 0.8207, Loss = 0.4033, Decision = False
Round 95: Accuracy = 0.8205, Loss = 0.4035, Decision = False
Round 96: Accuracy = 0.8204, Loss = 0.4037, Decision = False
Round 97: Accuracy = 0.8202, Loss = 0.4041, Decision = False
Round 98: Accuracy = 0.8200, Loss = 0.4045, Decision = False
Round 99: Accuracy = 0.8198, Loss = 0.4050, Decision = False
Round 100: Accuracy = 0.8198, Loss = 0.4055, Decision = False
Round 101: Accuracy = 0.8195, Loss = 0.4058, Decision = False
Round 102: Accuracy = 0.8195, Loss = 0.4063, Decision = False
Round 103: Accuracy = 0.8190, Loss = 0.4069, Decision = False
Round 104: Accuracy = 0.8189, Loss = 0.4072, Decision = False
Round 105: Accuracy = 0.8188, Loss = 0.4077, Decision = False
Round 106: Accuracy = 0.8185, Loss = 0.4082, Decision = False
Round 107: Accuracy = 0.8184, Loss = 0.4085, Decision = False
Round 108: Accuracy = 0.8184, Loss = 0.4091, Decision = False
Round 109: Accuracy = 0.8182, Loss = 0.4095, Decision = False
Round 110: Accuracy = 0.8180, Loss = 0.4098, Decision = False
Round 111: Accuracy = 0.8180, Loss = 0.4105, Decision = False
Round 112: Accuracy = 0.8180, Loss = 0.4110, Decision = False
Round 113: Accuracy = 0.8180, Loss = 0.4115, Decision = False
Round 114: Accuracy = 0.8181, Loss = 0.4118, Decision = False
Round 115: Accuracy = 0.8180, Loss = 0.4125, Decision = False
Round 116: Accuracy = 0.8174, Loss = 0.4129, Decision = False
Round 117: Accuracy = 0.8174, Loss = 0.4136, Decision = False
Round 118: Accuracy = 0.8172, Loss = 0.4143, Decision = False
Round 119: Accuracy = 0.8169, Loss = 0.4147, Decision = False
Round 120: Accuracy = 0.8166, Loss = 0.4155, Decision = False
Round 121: Accuracy = 0.8165, Loss = 0.4161, Decision = False
Round 122: Accuracy = 0.8165, Loss = 0.4165, Decision = False
Round 123: Accuracy = 0.8161, Loss = 0.4170, Decision = False
Round 124: Accuracy = 0.8160, Loss = 0.4175, Decision = False
Round 125: Accuracy = 0.8159, Loss = 0.4180, Decision = False
Round 126: Accuracy = 0.8153, Loss = 0.4185, Decision = False
Round 127: Accuracy = 0.8151, Loss = 0.4193, Decision = False
Round 128: Accuracy = 0.8149, Loss = 0.4198, Decision = False
Round 129: Accuracy = 0.8147, Loss = 0.4202, Decision = False
Round 130: Accuracy = 0.8148, Loss = 0.4207, Decision = False
Round 131: Accuracy = 0.8147, Loss = 0.4214, Decision = False
Round 132: Accuracy = 0.8146, Loss = 0.4218, Decision = False
Round 133: Accuracy = 0.8148, Loss = 0.4225, Decision = False
Round 134: Accuracy = 0.8149, Loss = 0.4231, Decision = False
Round 135: Accuracy = 0.8148, Loss = 0.4237, Decision = False
Round 136: Accuracy = 0.8147, Loss = 0.4243, Decision = False
Round 137: Accuracy = 0.8145, Loss = 0.4252, Decision = False
Round 138: Accuracy = 0.8142, Loss = 0.4258, Decision = False
Round 139: Accuracy = 0.8143, Loss = 0.4268, Decision = False
Round 140: Accuracy = 0.8140, Loss = 0.4276, Decision = False
Round 141: Accuracy = 0.8141, Loss = 0.4284, Decision = False
Round 142: Accuracy = 0.8140, Loss = 0.4290, Decision = False
Round 143: Accuracy = 0.8136, Loss = 0.4299, Decision = False
Round 144: Accuracy = 0.8131, Loss = 0.4305, Decision = False
Round 145: Accuracy = 0.8132, Loss = 0.4312, Decision = False
Round 146: Accuracy = 0.8130, Loss = 0.4319, Decision = False
Round 147: Accuracy = 0.8129, Loss = 0.4323, Decision = False
Round 148: Accuracy = 0.8129, Loss = 0.4331, Decision = False
Round 149: Accuracy = 0.8123, Loss = 0.4336, Decision = False
Round 150: Accuracy = 0.8123, Loss = 0.4341, Decision = False
Round 151: Accuracy = 0.8123, Loss = 0.4345, Decision = False
Round 152: Accuracy = 0.8118, Loss = 0.4353, Decision = False
Round 153: Accuracy = 0.8115, Loss = 0.4360, Decision = False
Round 154: Accuracy = 0.8112, Loss = 0.4368, Decision = False
Round 155: Accuracy = 0.8108, Loss = 0.4377, Decision = False
Round 156: Accuracy = 0.8109, Loss = 0.4385, Decision = False
/home/apiasecz/.conda/envs/cog_fl_llm_env/lib/python3.12/site-packages/torch/autograd/graph.py:744: UserWarning: Plan failed with a cudnnException: CUDNN_BACKEND_EXECUTION_PLAN_DESCRIPTOR: cudnnFinalize Descriptor Failed cudnn_status: CUDNN_STATUS_NOT_SUPPORTED (Triggered internally at /opt/conda/conda-bld/pytorch_1712608847532/work/aten/src/ATen/native/cudnn/Conv_v8.cpp:919.)
  return Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass
Epoch 1/5, Loss: 1.0196
Epoch 2/5, Loss: 0.6419
Epoch 3/5, Loss: 0.5075
Epoch 4/5, Loss: 0.4233
Epoch 5/5, Loss: 0.3538
Round 157: Accuracy = 0.8106, Loss = 0.5893, Decision = True
Round 158: Accuracy = 0.8182, Loss = 0.3560, Decision = False
Round 159: Accuracy = 0.8182, Loss = 0.3568, Decision = False
Round 160: Accuracy = 0.8180, Loss = 0.3574, Decision = False
Round 161: Accuracy = 0.8180, Loss = 0.3580, Decision = False
Round 162: Accuracy = 0.8176, Loss = 0.3585, Decision = False
Round 163: Accuracy = 0.8176, Loss = 0.3594, Decision = False
Round 164: Accuracy = 0.8177, Loss = 0.3603, Decision = False
Round 165: Accuracy = 0.8174, Loss = 0.3612, Decision = False
Round 166: Accuracy = 0.8169, Loss = 0.3618, Decision = False
Round 167: Accuracy = 0.8167, Loss = 0.3625, Decision = False
Round 168: Accuracy = 0.8166, Loss = 0.3632, Decision = False
Round 169: Accuracy = 0.8168, Loss = 0.3640, Decision = False
Round 170: Accuracy = 0.8168, Loss = 0.3646, Decision = False
Round 171: Accuracy = 0.8166, Loss = 0.3653, Decision = False
Round 172: Accuracy = 0.8165, Loss = 0.3660, Decision = False
Round 173: Accuracy = 0.8162, Loss = 0.3667, Decision = False
Round 174: Accuracy = 0.8159, Loss = 0.3675, Decision = False
Round 175: Accuracy = 0.8160, Loss = 0.3683, Decision = False
Round 176: Accuracy = 0.8159, Loss = 0.3690, Decision = False
Round 177: Accuracy = 0.8159, Loss = 0.3695, Decision = False
Epoch 1/5, Loss: 0.3041
Epoch 2/5, Loss: 0.2651
Epoch 3/5, Loss: 0.2320
Epoch 4/5, Loss: 0.1902
Epoch 5/5, Loss: 0.1706
Round 178: Accuracy = 0.8156, Loss = 0.2324, Decision = True
Round 179: Accuracy = 0.8040, Loss = 0.2872, Decision = False
Round 180: Accuracy = 0.8043, Loss = 0.2879, Decision = False
Round 181: Accuracy = 0.8041, Loss = 0.2887, Decision = False
Round 182: Accuracy = 0.8039, Loss = 0.2893, Decision = False
Round 183: Accuracy = 0.8034, Loss = 0.2899, Decision = False
Round 184: Accuracy = 0.8033, Loss = 0.2903, Decision = False
Round 185: Accuracy = 0.8031, Loss = 0.2910, Decision = False
Round 186: Accuracy = 0.8031, Loss = 0.2916, Decision = False
Round 187: Accuracy = 0.8030, Loss = 0.2923, Decision = False
Round 188: Accuracy = 0.8031, Loss = 0.2930, Decision = False
Round 189: Accuracy = 0.8031, Loss = 0.2939, Decision = False
Round 190: Accuracy = 0.8033, Loss = 0.2945, Decision = False
Round 191: Accuracy = 0.8032, Loss = 0.2948, Decision = False
Round 192: Accuracy = 0.8031, Loss = 0.2954, Decision = False
Round 193: Accuracy = 0.8029, Loss = 0.2962, Decision = False
Round 194: Accuracy = 0.8026, Loss = 0.2968, Decision = False
Round 195: Accuracy = 0.8025, Loss = 0.2976, Decision = False
Round 196: Accuracy = 0.8023, Loss = 0.2983, Decision = False
Round 197: Accuracy = 0.8020, Loss = 0.2990, Decision = False
Round 198: Accuracy = 0.8018, Loss = 0.3001, Decision = False
Round 199: Accuracy = 0.8016, Loss = 0.3008, Decision = False
