Files already downloaded and verified
Files already downloaded and verified
Initial model performance:
Train accuracy: 0.8829, Test accuracy: 0.8295
Round 40: Accuracy = 0.8263, Loss = 0.3866, Decision = 0
Round 41: Accuracy = 0.8259, Loss = 0.3881, Decision = 0
Round 42: Accuracy = 0.8255, Loss = 0.3894, Decision = 0
Round 43: Accuracy = 0.8254, Loss = 0.3908, Decision = 0
Round 44: Accuracy = 0.8252, Loss = 0.3921, Decision = 0
Round 45: Accuracy = 0.8245, Loss = 0.3936, Decision = 0
Round 46: Accuracy = 0.8246, Loss = 0.3951, Decision = 0
Round 47: Accuracy = 0.8241, Loss = 0.3971, Decision = 0
Round 48: Accuracy = 0.8226, Loss = 0.3986, Decision = 0
Round 49: Accuracy = 0.8220, Loss = 0.4005, Decision = 0
Round 50: Accuracy = 0.8217, Loss = 0.4025, Decision = 0
Round 51: Accuracy = 0.8210, Loss = 0.4044, Decision = 0
Round 52: Accuracy = 0.8208, Loss = 0.4061, Decision = 0
Round 53: Accuracy = 0.8201, Loss = 0.4077, Decision = 0
Round 54: Accuracy = 0.8194, Loss = 0.4095, Decision = 0
Round 55: Accuracy = 0.8192, Loss = 0.4114, Decision = 0
Round 56: Accuracy = 0.8187, Loss = 0.4136, Decision = 0
Round 57: Accuracy = 0.8185, Loss = 0.4158, Decision = 0
Round 58: Accuracy = 0.8177, Loss = 0.4180, Decision = 0
Round 59: Accuracy = 0.8175, Loss = 0.4201, Decision = 0
Round 60: Accuracy = 0.8171, Loss = 0.4220, Decision = 0
Round 61: Accuracy = 0.8168, Loss = 0.4241, Decision = 0
Round 62: Accuracy = 0.8160, Loss = 0.4266, Decision = 0
Round 63: Accuracy = 0.8158, Loss = 0.4293, Decision = 0
Round 64: Accuracy = 0.8150, Loss = 0.4315, Decision = 0
Round 65: Accuracy = 0.8144, Loss = 0.4348, Decision = 0
Round 66: Accuracy = 0.8140, Loss = 0.4373, Decision = 0
Round 67: Accuracy = 0.8139, Loss = 0.4396, Decision = 0
Round 68: Accuracy = 0.8136, Loss = 0.4415, Decision = 0
Round 69: Accuracy = 0.8131, Loss = 0.4444, Decision = 0
Round 70: Accuracy = 0.8128, Loss = 0.4473, Decision = 0
Round 71: Accuracy = 0.8124, Loss = 0.4502, Decision = 0
Round 72: Accuracy = 0.8114, Loss = 0.4530, Decision = 0
Round 73: Accuracy = 0.8104, Loss = 0.4562, Decision = 0
Round 74: Accuracy = 0.8093, Loss = 0.4594, Decision = 0
Round 75: Accuracy = 0.8087, Loss = 0.4621, Decision = 0
Round 76: Accuracy = 0.8079, Loss = 0.4650, Decision = 0
Round 77: Accuracy = 0.8072, Loss = 0.4678, Decision = 0
Round 78: Accuracy = 0.8063, Loss = 0.4712, Decision = 0
Round 79: Accuracy = 0.8059, Loss = 0.4747, Decision = 0
Round 80: Accuracy = 0.8050, Loss = 0.4779, Decision = 0
Round 81: Accuracy = 0.8044, Loss = 0.4812, Decision = 0
Round 82: Accuracy = 0.8035, Loss = 0.4845, Decision = 0
Round 83: Accuracy = 0.8037, Loss = 0.4878, Decision = 0
Round 84: Accuracy = 0.8027, Loss = 0.4910, Decision = 0
Round 85: Accuracy = 0.8016, Loss = 0.4943, Decision = 0
Round 86: Accuracy = 0.8011, Loss = 0.4976, Decision = 0
Round 87: Accuracy = 0.7998, Loss = 0.5013, Decision = 0
Round 88: Accuracy = 0.7994, Loss = 0.5049, Decision = 0
Round 89: Accuracy = 0.7985, Loss = 0.5083, Decision = 0
Round 90: Accuracy = 0.7975, Loss = 0.5119, Decision = 0
Round 91: Accuracy = 0.7963, Loss = 0.5154, Decision = 0
Round 92: Accuracy = 0.7962, Loss = 0.5195, Decision = 0
Round 93: Accuracy = 0.7950, Loss = 0.5236, Decision = 0
Round 94: Accuracy = 0.7938, Loss = 0.5272, Decision = 0
Round 95: Accuracy = 0.7926, Loss = 0.5311, Decision = 0
Round 96: Accuracy = 0.7920, Loss = 0.5355, Decision = 0
Round 97: Accuracy = 0.7911, Loss = 0.5396, Decision = 0
Round 98: Accuracy = 0.7899, Loss = 0.5433, Decision = 0
Round 99: Accuracy = 0.7897, Loss = 0.5475, Decision = 0
Round 100: Accuracy = 0.7884, Loss = 0.5511, Decision = 0
Round 101: Accuracy = 0.7868, Loss = 0.5558, Decision = 0
Round 102: Accuracy = 0.7868, Loss = 0.5597, Decision = 0
Round 103: Accuracy = 0.7869, Loss = 0.5644, Decision = 0
Round 104: Accuracy = 0.7864, Loss = 0.5689, Decision = 0
Round 105: Accuracy = 0.7853, Loss = 0.5737, Decision = 0
Round 106: Accuracy = 0.7837, Loss = 0.5786, Decision = 0
/home/apiasecz/.conda/envs/cog_fl_llm_env/lib/python3.12/site-packages/torch/autograd/graph.py:744: UserWarning: Plan failed with a cudnnException: CUDNN_BACKEND_EXECUTION_PLAN_DESCRIPTOR: cudnnFinalize Descriptor Failed cudnn_status: CUDNN_STATUS_NOT_SUPPORTED (Triggered internally at /opt/conda/conda-bld/pytorch_1712608847532/work/aten/src/ATen/native/cudnn/Conv_v8.cpp:919.)
  return Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass
Epoch 1/5, Loss: 1.2601
Epoch 2/5, Loss: 0.8187
Epoch 3/5, Loss: 0.6521
Epoch 4/5, Loss: 0.5428
Epoch 5/5, Loss: 0.4615
Round 107: Accuracy = 0.7830, Loss = 0.7470, Decision = 1
Round 108: Accuracy = 0.8079, Loss = 0.3893, Decision = 0
Round 109: Accuracy = 0.8081, Loss = 0.3905, Decision = 0
Round 110: Accuracy = 0.8080, Loss = 0.3916, Decision = 0
Round 111: Accuracy = 0.8078, Loss = 0.3927, Decision = 0
Round 112: Accuracy = 0.8081, Loss = 0.3937, Decision = 0
Round 113: Accuracy = 0.8083, Loss = 0.3950, Decision = 0
Round 114: Accuracy = 0.8077, Loss = 0.3964, Decision = 0
Round 115: Accuracy = 0.8070, Loss = 0.3978, Decision = 0
Round 116: Accuracy = 0.8064, Loss = 0.3989, Decision = 0
Round 117: Accuracy = 0.8057, Loss = 0.4007, Decision = 0
Round 118: Accuracy = 0.8051, Loss = 0.4024, Decision = 0
Round 119: Accuracy = 0.8047, Loss = 0.4039, Decision = 0
Round 120: Accuracy = 0.8043, Loss = 0.4053, Decision = 0
Round 121: Accuracy = 0.8034, Loss = 0.4067, Decision = 0
Round 122: Accuracy = 0.8029, Loss = 0.4084, Decision = 0
Round 123: Accuracy = 0.8030, Loss = 0.4098, Decision = 0
Round 124: Accuracy = 0.8025, Loss = 0.4112, Decision = 0
Round 125: Accuracy = 0.8018, Loss = 0.4128, Decision = 0
Round 126: Accuracy = 0.8017, Loss = 0.4141, Decision = 0
Round 127: Accuracy = 0.8013, Loss = 0.4158, Decision = 0
Round 128: Accuracy = 0.8006, Loss = 0.4174, Decision = 0
Round 129: Accuracy = 0.8005, Loss = 0.4193, Decision = 0
Round 130: Accuracy = 0.8000, Loss = 0.4212, Decision = 0
Round 131: Accuracy = 0.7995, Loss = 0.4234, Decision = 0
Round 132: Accuracy = 0.7994, Loss = 0.4248, Decision = 0
Round 133: Accuracy = 0.7989, Loss = 0.4267, Decision = 0
Round 134: Accuracy = 0.7983, Loss = 0.4286, Decision = 0
Round 135: Accuracy = 0.7979, Loss = 0.4306, Decision = 0
Round 136: Accuracy = 0.7973, Loss = 0.4326, Decision = 0
Round 137: Accuracy = 0.7975, Loss = 0.4343, Decision = 0
Round 138: Accuracy = 0.7964, Loss = 0.4362, Decision = 0
Round 139: Accuracy = 0.7962, Loss = 0.4385, Decision = 0
Round 140: Accuracy = 0.7953, Loss = 0.4405, Decision = 0
Round 141: Accuracy = 0.7950, Loss = 0.4427, Decision = 0
Round 142: Accuracy = 0.7943, Loss = 0.4449, Decision = 0
Round 143: Accuracy = 0.7935, Loss = 0.4473, Decision = 0
Round 144: Accuracy = 0.7930, Loss = 0.4497, Decision = 0
Round 145: Accuracy = 0.7919, Loss = 0.4517, Decision = 0
Round 146: Accuracy = 0.7913, Loss = 0.4541, Decision = 0
Round 147: Accuracy = 0.7910, Loss = 0.4564, Decision = 0
Round 148: Accuracy = 0.7901, Loss = 0.4588, Decision = 0
Round 149: Accuracy = 0.7895, Loss = 0.4612, Decision = 0
Round 150: Accuracy = 0.7893, Loss = 0.4634, Decision = 0
Round 151: Accuracy = 0.7881, Loss = 0.4661, Decision = 0
Round 152: Accuracy = 0.7870, Loss = 0.4687, Decision = 0
Round 153: Accuracy = 0.7860, Loss = 0.4709, Decision = 0
Round 154: Accuracy = 0.7850, Loss = 0.4737, Decision = 0
Round 155: Accuracy = 0.7843, Loss = 0.4760, Decision = 0
Round 156: Accuracy = 0.7835, Loss = 0.4786, Decision = 0
Round 157: Accuracy = 0.7832, Loss = 0.4810, Decision = 0
Round 158: Accuracy = 0.7828, Loss = 0.4836, Decision = 0
Round 159: Accuracy = 0.7811, Loss = 0.4862, Decision = 0
Round 160: Accuracy = 0.7808, Loss = 0.4890, Decision = 0
Round 161: Accuracy = 0.7795, Loss = 0.4918, Decision = 0
Round 162: Accuracy = 0.7785, Loss = 0.4944, Decision = 0
Round 163: Accuracy = 0.7779, Loss = 0.4974, Decision = 0
Round 164: Accuracy = 0.7768, Loss = 0.4999, Decision = 0
Round 165: Accuracy = 0.7763, Loss = 0.5029, Decision = 0
Round 166: Accuracy = 0.7752, Loss = 0.5058, Decision = 0
Round 167: Accuracy = 0.7748, Loss = 0.5090, Decision = 0
Round 168: Accuracy = 0.7741, Loss = 0.5119, Decision = 0
Round 169: Accuracy = 0.7739, Loss = 0.5148, Decision = 0
Round 170: Accuracy = 0.7733, Loss = 0.5175, Decision = 0
Round 171: Accuracy = 0.7724, Loss = 0.5206, Decision = 0
Round 172: Accuracy = 0.7717, Loss = 0.5234, Decision = 0
Round 173: Accuracy = 0.7708, Loss = 0.5263, Decision = 0
Round 174: Accuracy = 0.7698, Loss = 0.5293, Decision = 0
Round 175: Accuracy = 0.7690, Loss = 0.5326, Decision = 0
Round 176: Accuracy = 0.7686, Loss = 0.5364, Decision = 0
Round 177: Accuracy = 0.7678, Loss = 0.5396, Decision = 0
Round 178: Accuracy = 0.7671, Loss = 0.5434, Decision = 0
Round 179: Accuracy = 0.7668, Loss = 0.5470, Decision = 0
Round 180: Accuracy = 0.7653, Loss = 0.5498, Decision = 0
Round 181: Accuracy = 0.7647, Loss = 0.5532, Decision = 0
Round 182: Accuracy = 0.7645, Loss = 0.5567, Decision = 0
Round 183: Accuracy = 0.7636, Loss = 0.5594, Decision = 0
Round 184: Accuracy = 0.7624, Loss = 0.5628, Decision = 0
Round 185: Accuracy = 0.7615, Loss = 0.5659, Decision = 0
Round 186: Accuracy = 0.7605, Loss = 0.5698, Decision = 0
Round 187: Accuracy = 0.7598, Loss = 0.5734, Decision = 0
Round 188: Accuracy = 0.7585, Loss = 0.5769, Decision = 0
Round 189: Accuracy = 0.7578, Loss = 0.5809, Decision = 0
Round 190: Accuracy = 0.7564, Loss = 0.5840, Decision = 0
Round 191: Accuracy = 0.7562, Loss = 0.5876, Decision = 0
Round 192: Accuracy = 0.7556, Loss = 0.5912, Decision = 0
Round 193: Accuracy = 0.7544, Loss = 0.5945, Decision = 0
Round 194: Accuracy = 0.7532, Loss = 0.5978, Decision = 0
Round 195: Accuracy = 0.7519, Loss = 0.6019, Decision = 0
Round 196: Accuracy = 0.7515, Loss = 0.6056, Decision = 0
Round 197: Accuracy = 0.7508, Loss = 0.6095, Decision = 0
Round 198: Accuracy = 0.7493, Loss = 0.6131, Decision = 0
Round 199: Accuracy = 0.7481, Loss = 0.6168, Decision = 0
