Files already downloaded and verified
Files already downloaded and verified
Initial model performance:
Train accuracy: 0.8752, Test accuracy: 0.8242
Round 43: Accuracy = 0.8152, Loss = 0.4196, Decision = 0
Round 44: Accuracy = 0.8149, Loss = 0.4213, Decision = 0
Round 45: Accuracy = 0.8146, Loss = 0.4236, Decision = 0
Round 46: Accuracy = 0.8149, Loss = 0.4258, Decision = 0
Round 47: Accuracy = 0.8149, Loss = 0.4276, Decision = 0
Round 48: Accuracy = 0.8147, Loss = 0.4293, Decision = 0
Round 49: Accuracy = 0.8143, Loss = 0.4310, Decision = 0
Round 50: Accuracy = 0.8141, Loss = 0.4333, Decision = 0
Round 51: Accuracy = 0.8133, Loss = 0.4356, Decision = 0
Round 52: Accuracy = 0.8134, Loss = 0.4383, Decision = 0
Round 53: Accuracy = 0.8132, Loss = 0.4406, Decision = 0
Round 54: Accuracy = 0.8125, Loss = 0.4430, Decision = 0
Round 55: Accuracy = 0.8120, Loss = 0.4456, Decision = 0
Round 56: Accuracy = 0.8113, Loss = 0.4480, Decision = 0
Round 57: Accuracy = 0.8107, Loss = 0.4507, Decision = 0
Round 58: Accuracy = 0.8095, Loss = 0.4532, Decision = 0
Round 59: Accuracy = 0.8093, Loss = 0.4561, Decision = 0
Round 60: Accuracy = 0.8086, Loss = 0.4588, Decision = 0
Round 61: Accuracy = 0.8075, Loss = 0.4622, Decision = 0
Round 62: Accuracy = 0.8067, Loss = 0.4651, Decision = 0
Round 63: Accuracy = 0.8063, Loss = 0.4676, Decision = 0
Round 64: Accuracy = 0.8054, Loss = 0.4703, Decision = 0
Round 65: Accuracy = 0.8042, Loss = 0.4737, Decision = 0
Round 66: Accuracy = 0.8036, Loss = 0.4770, Decision = 0
Round 67: Accuracy = 0.8023, Loss = 0.4804, Decision = 0
Round 68: Accuracy = 0.8014, Loss = 0.4834, Decision = 0
Round 69: Accuracy = 0.8003, Loss = 0.4867, Decision = 0
Round 70: Accuracy = 0.7997, Loss = 0.4900, Decision = 0
Round 71: Accuracy = 0.7990, Loss = 0.4928, Decision = 0
Round 72: Accuracy = 0.7983, Loss = 0.4965, Decision = 0
Round 73: Accuracy = 0.7978, Loss = 0.5003, Decision = 0
Round 74: Accuracy = 0.7965, Loss = 0.5042, Decision = 0
Round 75: Accuracy = 0.7960, Loss = 0.5084, Decision = 0
Round 76: Accuracy = 0.7951, Loss = 0.5119, Decision = 0
Round 77: Accuracy = 0.7942, Loss = 0.5155, Decision = 0
Round 78: Accuracy = 0.7936, Loss = 0.5193, Decision = 0
Round 79: Accuracy = 0.7931, Loss = 0.5237, Decision = 0
Round 80: Accuracy = 0.7920, Loss = 0.5275, Decision = 0
Round 81: Accuracy = 0.7909, Loss = 0.5313, Decision = 0
Round 82: Accuracy = 0.7902, Loss = 0.5352, Decision = 0
Round 83: Accuracy = 0.7896, Loss = 0.5396, Decision = 0
Round 84: Accuracy = 0.7887, Loss = 0.5437, Decision = 0
Round 85: Accuracy = 0.7881, Loss = 0.5482, Decision = 0
Round 86: Accuracy = 0.7871, Loss = 0.5530, Decision = 0
Round 87: Accuracy = 0.7861, Loss = 0.5576, Decision = 0
Round 88: Accuracy = 0.7857, Loss = 0.5620, Decision = 0
Round 89: Accuracy = 0.7845, Loss = 0.5663, Decision = 0
Round 90: Accuracy = 0.7835, Loss = 0.5712, Decision = 0
Round 91: Accuracy = 0.7824, Loss = 0.5757, Decision = 0
Round 92: Accuracy = 0.7812, Loss = 0.5802, Decision = 0
Round 93: Accuracy = 0.7809, Loss = 0.5856, Decision = 0
Round 94: Accuracy = 0.7804, Loss = 0.5904, Decision = 0
Round 95: Accuracy = 0.7795, Loss = 0.5949, Decision = 0
Round 96: Accuracy = 0.7786, Loss = 0.5996, Decision = 0
Round 97: Accuracy = 0.7772, Loss = 0.6052, Decision = 0
Round 98: Accuracy = 0.7761, Loss = 0.6099, Decision = 0
Round 99: Accuracy = 0.7750, Loss = 0.6153, Decision = 0
Round 100: Accuracy = 0.7736, Loss = 0.6208, Decision = 0
Round 101: Accuracy = 0.7721, Loss = 0.6259, Decision = 0
Round 102: Accuracy = 0.7711, Loss = 0.6308, Decision = 0
Round 103: Accuracy = 0.7702, Loss = 0.6367, Decision = 0
Round 104: Accuracy = 0.7696, Loss = 0.6419, Decision = 0
Round 105: Accuracy = 0.7687, Loss = 0.6474, Decision = 0
Round 106: Accuracy = 0.7674, Loss = 0.6529, Decision = 0
Round 107: Accuracy = 0.7656, Loss = 0.6582, Decision = 0
Round 108: Accuracy = 0.7642, Loss = 0.6632, Decision = 0
Round 109: Accuracy = 0.7631, Loss = 0.6687, Decision = 0
Round 110: Accuracy = 0.7620, Loss = 0.6741, Decision = 0
Round 111: Accuracy = 0.7601, Loss = 0.6797, Decision = 0
Round 112: Accuracy = 0.7592, Loss = 0.6850, Decision = 0
Round 113: Accuracy = 0.7575, Loss = 0.6901, Decision = 0
Round 114: Accuracy = 0.7560, Loss = 0.6957, Decision = 0
Round 115: Accuracy = 0.7549, Loss = 0.7016, Decision = 0
Round 116: Accuracy = 0.7535, Loss = 0.7076, Decision = 0
Round 117: Accuracy = 0.7525, Loss = 0.7135, Decision = 0
Round 118: Accuracy = 0.7512, Loss = 0.7199, Decision = 0
Round 119: Accuracy = 0.7502, Loss = 0.7256, Decision = 0
Round 120: Accuracy = 0.7492, Loss = 0.7315, Decision = 0
Round 121: Accuracy = 0.7482, Loss = 0.7370, Decision = 0
Round 122: Accuracy = 0.7470, Loss = 0.7429, Decision = 0
Round 123: Accuracy = 0.7456, Loss = 0.7486, Decision = 0
Round 124: Accuracy = 0.7444, Loss = 0.7548, Decision = 0
Round 125: Accuracy = 0.7424, Loss = 0.7607, Decision = 0
Round 126: Accuracy = 0.7408, Loss = 0.7662, Decision = 0
Round 127: Accuracy = 0.7402, Loss = 0.7720, Decision = 0
Round 128: Accuracy = 0.7383, Loss = 0.7785, Decision = 0
Round 129: Accuracy = 0.7365, Loss = 0.7847, Decision = 0
Round 130: Accuracy = 0.7353, Loss = 0.7908, Decision = 0
Round 131: Accuracy = 0.7331, Loss = 0.7968, Decision = 0
Round 132: Accuracy = 0.7315, Loss = 0.8032, Decision = 0
Round 133: Accuracy = 0.7300, Loss = 0.8097, Decision = 0
Round 134: Accuracy = 0.7287, Loss = 0.8173, Decision = 0
Round 135: Accuracy = 0.7278, Loss = 0.8245, Decision = 0
Round 136: Accuracy = 0.7266, Loss = 0.8315, Decision = 0
Round 137: Accuracy = 0.7253, Loss = 0.8386, Decision = 0
Round 138: Accuracy = 0.7234, Loss = 0.8448, Decision = 0
Round 139: Accuracy = 0.7215, Loss = 0.8512, Decision = 0
Round 140: Accuracy = 0.7206, Loss = 0.8574, Decision = 0
Round 141: Accuracy = 0.7188, Loss = 0.8643, Decision = 0
Round 142: Accuracy = 0.7173, Loss = 0.8712, Decision = 0
Round 143: Accuracy = 0.7150, Loss = 0.8786, Decision = 0
Round 144: Accuracy = 0.7134, Loss = 0.8856, Decision = 0
Round 145: Accuracy = 0.7111, Loss = 0.8914, Decision = 0
Round 146: Accuracy = 0.7097, Loss = 0.8986, Decision = 0
Round 147: Accuracy = 0.7076, Loss = 0.9057, Decision = 0
Round 148: Accuracy = 0.7061, Loss = 0.9118, Decision = 0
Round 149: Accuracy = 0.7044, Loss = 0.9186, Decision = 0
Round 150: Accuracy = 0.7025, Loss = 0.9257, Decision = 0
Round 151: Accuracy = 0.7012, Loss = 0.9329, Decision = 0
Round 152: Accuracy = 0.6992, Loss = 0.9410, Decision = 0
Round 153: Accuracy = 0.6974, Loss = 0.9485, Decision = 0
Round 154: Accuracy = 0.6949, Loss = 0.9556, Decision = 0
Round 155: Accuracy = 0.6927, Loss = 0.9630, Decision = 0
Round 156: Accuracy = 0.6903, Loss = 0.9701, Decision = 0
Round 157: Accuracy = 0.6880, Loss = 0.9773, Decision = 0
Round 158: Accuracy = 0.6866, Loss = 0.9846, Decision = 0
Round 159: Accuracy = 0.6849, Loss = 0.9919, Decision = 0
Round 160: Accuracy = 0.6833, Loss = 0.9989, Decision = 0
Round 161: Accuracy = 0.6819, Loss = 1.0060, Decision = 0
Round 162: Accuracy = 0.6801, Loss = 1.0140, Decision = 0
Round 163: Accuracy = 0.6787, Loss = 1.0221, Decision = 0
Round 164: Accuracy = 0.6772, Loss = 1.0297, Decision = 0
Round 165: Accuracy = 0.6756, Loss = 1.0383, Decision = 0
Round 166: Accuracy = 0.6736, Loss = 1.0462, Decision = 0
Round 167: Accuracy = 0.6717, Loss = 1.0538, Decision = 0
Round 168: Accuracy = 0.6690, Loss = 1.0616, Decision = 0
Round 169: Accuracy = 0.6674, Loss = 1.0692, Decision = 0
Round 170: Accuracy = 0.6653, Loss = 1.0768, Decision = 0
Round 171: Accuracy = 0.6650, Loss = 1.0851, Decision = 0
Round 172: Accuracy = 0.6630, Loss = 1.0932, Decision = 0
Round 173: Accuracy = 0.6613, Loss = 1.1013, Decision = 0
Round 174: Accuracy = 0.6597, Loss = 1.1091, Decision = 0
Round 175: Accuracy = 0.6583, Loss = 1.1162, Decision = 0
Round 176: Accuracy = 0.6559, Loss = 1.1236, Decision = 0
Round 177: Accuracy = 0.6543, Loss = 1.1313, Decision = 0
Round 178: Accuracy = 0.6517, Loss = 1.1392, Decision = 0
Round 179: Accuracy = 0.6508, Loss = 1.1470, Decision = 0
Round 180: Accuracy = 0.6488, Loss = 1.1551, Decision = 0
Round 181: Accuracy = 0.6470, Loss = 1.1634, Decision = 0
Round 182: Accuracy = 0.6446, Loss = 1.1722, Decision = 0
Round 183: Accuracy = 0.6430, Loss = 1.1799, Decision = 0
Round 184: Accuracy = 0.6407, Loss = 1.1886, Decision = 0
Round 185: Accuracy = 0.6381, Loss = 1.1967, Decision = 0
Round 186: Accuracy = 0.6364, Loss = 1.2046, Decision = 0
Round 187: Accuracy = 0.6347, Loss = 1.2130, Decision = 0
Round 188: Accuracy = 0.6330, Loss = 1.2206, Decision = 0
Round 189: Accuracy = 0.6310, Loss = 1.2283, Decision = 0
Round 190: Accuracy = 0.6293, Loss = 1.2373, Decision = 0
Round 191: Accuracy = 0.6276, Loss = 1.2455, Decision = 0
Round 192: Accuracy = 0.6260, Loss = 1.2542, Decision = 0
Round 193: Accuracy = 0.6248, Loss = 1.2628, Decision = 0
Round 194: Accuracy = 0.6223, Loss = 1.2720, Decision = 0
Round 195: Accuracy = 0.6212, Loss = 1.2800, Decision = 0
Round 196: Accuracy = 0.6200, Loss = 1.2889, Decision = 0
Round 197: Accuracy = 0.6188, Loss = 1.2977, Decision = 0
Round 198: Accuracy = 0.6174, Loss = 1.3062, Decision = 0
Round 199: Accuracy = 0.6161, Loss = 1.3148, Decision = 0
