Files already downloaded and verified
Files already downloaded and verified
Initial model performance:
Train accuracy: 0.8829, Test accuracy: 0.8295
Round 40: Accuracy = 0.8263, Loss = 0.3866, Decision = 0
Round 41: Accuracy = 0.8259, Loss = 0.3881, Decision = 0
Round 42: Accuracy = 0.8255, Loss = 0.3894, Decision = 0
Round 43: Accuracy = 0.8254, Loss = 0.3908, Decision = 0
Round 44: Accuracy = 0.8252, Loss = 0.3921, Decision = 0
Round 45: Accuracy = 0.8245, Loss = 0.3936, Decision = 0
Round 46: Accuracy = 0.8246, Loss = 0.3951, Decision = 0
Round 47: Accuracy = 0.8241, Loss = 0.3971, Decision = 0
Round 48: Accuracy = 0.8226, Loss = 0.3986, Decision = 0
Round 49: Accuracy = 0.8220, Loss = 0.4005, Decision = 0
Round 50: Accuracy = 0.8217, Loss = 0.4025, Decision = 0
Round 51: Accuracy = 0.8210, Loss = 0.4044, Decision = 0
Round 52: Accuracy = 0.8208, Loss = 0.4061, Decision = 0
Round 53: Accuracy = 0.8201, Loss = 0.4077, Decision = 0
Round 54: Accuracy = 0.8194, Loss = 0.4095, Decision = 0
Round 55: Accuracy = 0.8192, Loss = 0.4114, Decision = 0
Round 56: Accuracy = 0.8187, Loss = 0.4136, Decision = 0
Round 57: Accuracy = 0.8185, Loss = 0.4158, Decision = 0
Round 58: Accuracy = 0.8177, Loss = 0.4180, Decision = 0
Round 59: Accuracy = 0.8175, Loss = 0.4201, Decision = 0
Round 60: Accuracy = 0.8171, Loss = 0.4220, Decision = 0
Round 61: Accuracy = 0.8168, Loss = 0.4241, Decision = 0
Round 62: Accuracy = 0.8160, Loss = 0.4266, Decision = 0
Round 63: Accuracy = 0.8158, Loss = 0.4293, Decision = 0
Round 64: Accuracy = 0.8150, Loss = 0.4315, Decision = 0
Round 65: Accuracy = 0.8144, Loss = 0.4348, Decision = 0
Round 66: Accuracy = 0.8140, Loss = 0.4373, Decision = 0
Round 67: Accuracy = 0.8139, Loss = 0.4396, Decision = 0
Round 68: Accuracy = 0.8136, Loss = 0.4415, Decision = 0
Round 69: Accuracy = 0.8131, Loss = 0.4444, Decision = 0
Round 70: Accuracy = 0.8128, Loss = 0.4473, Decision = 0
Round 71: Accuracy = 0.8124, Loss = 0.4502, Decision = 0
Round 72: Accuracy = 0.8114, Loss = 0.4530, Decision = 0
Round 73: Accuracy = 0.8104, Loss = 0.4562, Decision = 0
Round 74: Accuracy = 0.8093, Loss = 0.4594, Decision = 0
Round 75: Accuracy = 0.8087, Loss = 0.4621, Decision = 0
Round 76: Accuracy = 0.8079, Loss = 0.4650, Decision = 0
Round 77: Accuracy = 0.8072, Loss = 0.4678, Decision = 0
Round 78: Accuracy = 0.8063, Loss = 0.4712, Decision = 0
Round 79: Accuracy = 0.8059, Loss = 0.4747, Decision = 0
Round 80: Accuracy = 0.8050, Loss = 0.4779, Decision = 0
Round 81: Accuracy = 0.8044, Loss = 0.4812, Decision = 0
Round 82: Accuracy = 0.8035, Loss = 0.4845, Decision = 0
Round 83: Accuracy = 0.8037, Loss = 0.4878, Decision = 0
Round 84: Accuracy = 0.8027, Loss = 0.4910, Decision = 0
Round 85: Accuracy = 0.8016, Loss = 0.4943, Decision = 0
Round 86: Accuracy = 0.8011, Loss = 0.4976, Decision = 0
Round 87: Accuracy = 0.7998, Loss = 0.5013, Decision = 0
Round 88: Accuracy = 0.7994, Loss = 0.5049, Decision = 0
Round 89: Accuracy = 0.7985, Loss = 0.5083, Decision = 0
Round 90: Accuracy = 0.7975, Loss = 0.5119, Decision = 0
Round 91: Accuracy = 0.7963, Loss = 0.5154, Decision = 0
Round 92: Accuracy = 0.7962, Loss = 0.5195, Decision = 0
Round 93: Accuracy = 0.7950, Loss = 0.5236, Decision = 0
Round 94: Accuracy = 0.7938, Loss = 0.5272, Decision = 0
Round 95: Accuracy = 0.7926, Loss = 0.5311, Decision = 0
/home/apiasecz/.conda/envs/cog_fl_llm_env/lib/python3.12/site-packages/torch/autograd/graph.py:744: UserWarning: Plan failed with a cudnnException: CUDNN_BACKEND_EXECUTION_PLAN_DESCRIPTOR: cudnnFinalize Descriptor Failed cudnn_status: CUDNN_STATUS_NOT_SUPPORTED (Triggered internally at /opt/conda/conda-bld/pytorch_1712608847532/work/aten/src/ATen/native/cudnn/Conv_v8.cpp:919.)
  return Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass
Epoch 1/5, Loss: 1.2469
Epoch 2/5, Loss: 0.7665
Epoch 3/5, Loss: 0.6113
Epoch 4/5, Loss: 0.5018
Epoch 5/5, Loss: 0.4280
Round 96: Accuracy = 0.7920, Loss = 0.7109, Decision = 1
Round 97: Accuracy = 0.7736, Loss = 0.5078, Decision = 0
Round 98: Accuracy = 0.7733, Loss = 0.5095, Decision = 0
Round 99: Accuracy = 0.7726, Loss = 0.5114, Decision = 0
Round 100: Accuracy = 0.7717, Loss = 0.5129, Decision = 0
Round 101: Accuracy = 0.7715, Loss = 0.5148, Decision = 0
Round 102: Accuracy = 0.7711, Loss = 0.5168, Decision = 0
Round 103: Accuracy = 0.7704, Loss = 0.5187, Decision = 0
Round 104: Accuracy = 0.7697, Loss = 0.5209, Decision = 0
Round 105: Accuracy = 0.7694, Loss = 0.5232, Decision = 0
Round 106: Accuracy = 0.7680, Loss = 0.5249, Decision = 0
Round 107: Accuracy = 0.7676, Loss = 0.5273, Decision = 0
Round 108: Accuracy = 0.7676, Loss = 0.5292, Decision = 0
Round 109: Accuracy = 0.7673, Loss = 0.5315, Decision = 0
Round 110: Accuracy = 0.7665, Loss = 0.5336, Decision = 0
Round 111: Accuracy = 0.7657, Loss = 0.5358, Decision = 0
Round 112: Accuracy = 0.7652, Loss = 0.5381, Decision = 0
Round 113: Accuracy = 0.7646, Loss = 0.5403, Decision = 0
Round 114: Accuracy = 0.7644, Loss = 0.5430, Decision = 0
Round 115: Accuracy = 0.7643, Loss = 0.5456, Decision = 0
Round 116: Accuracy = 0.7628, Loss = 0.5481, Decision = 0
Round 117: Accuracy = 0.7622, Loss = 0.5509, Decision = 0
Round 118: Accuracy = 0.7616, Loss = 0.5536, Decision = 0
Round 119: Accuracy = 0.7611, Loss = 0.5560, Decision = 0
Round 120: Accuracy = 0.7606, Loss = 0.5587, Decision = 0
Round 121: Accuracy = 0.7598, Loss = 0.5614, Decision = 0
Round 122: Accuracy = 0.7598, Loss = 0.5643, Decision = 0
Round 123: Accuracy = 0.7595, Loss = 0.5672, Decision = 0
Round 124: Accuracy = 0.7587, Loss = 0.5695, Decision = 0
Round 125: Accuracy = 0.7573, Loss = 0.5721, Decision = 0
Round 126: Accuracy = 0.7564, Loss = 0.5751, Decision = 0
Round 127: Accuracy = 0.7560, Loss = 0.5783, Decision = 0
Round 128: Accuracy = 0.7552, Loss = 0.5815, Decision = 0
Round 129: Accuracy = 0.7543, Loss = 0.5847, Decision = 0
Round 130: Accuracy = 0.7534, Loss = 0.5875, Decision = 0
Round 131: Accuracy = 0.7527, Loss = 0.5907, Decision = 0
Round 132: Accuracy = 0.7522, Loss = 0.5935, Decision = 0
Round 133: Accuracy = 0.7514, Loss = 0.5962, Decision = 0
Round 134: Accuracy = 0.7511, Loss = 0.5990, Decision = 0
Round 135: Accuracy = 0.7499, Loss = 0.6026, Decision = 0
Round 136: Accuracy = 0.7493, Loss = 0.6056, Decision = 0
Round 137: Accuracy = 0.7487, Loss = 0.6089, Decision = 0
Round 138: Accuracy = 0.7484, Loss = 0.6124, Decision = 0
Round 139: Accuracy = 0.7470, Loss = 0.6158, Decision = 0
Round 140: Accuracy = 0.7456, Loss = 0.6190, Decision = 0
Round 141: Accuracy = 0.7449, Loss = 0.6225, Decision = 0
Round 142: Accuracy = 0.7435, Loss = 0.6260, Decision = 0
Round 143: Accuracy = 0.7428, Loss = 0.6292, Decision = 0
Round 144: Accuracy = 0.7418, Loss = 0.6328, Decision = 0
Round 145: Accuracy = 0.7409, Loss = 0.6365, Decision = 0
Round 146: Accuracy = 0.7396, Loss = 0.6401, Decision = 0
Round 147: Accuracy = 0.7390, Loss = 0.6438, Decision = 0
Round 148: Accuracy = 0.7377, Loss = 0.6474, Decision = 0
Round 149: Accuracy = 0.7363, Loss = 0.6506, Decision = 0
Round 150: Accuracy = 0.7355, Loss = 0.6542, Decision = 0
Round 151: Accuracy = 0.7345, Loss = 0.6582, Decision = 0
Round 152: Accuracy = 0.7333, Loss = 0.6622, Decision = 0
Round 153: Accuracy = 0.7320, Loss = 0.6657, Decision = 0
Round 154: Accuracy = 0.7310, Loss = 0.6695, Decision = 0
Round 155: Accuracy = 0.7294, Loss = 0.6735, Decision = 0
Round 156: Accuracy = 0.7285, Loss = 0.6774, Decision = 0
Round 157: Accuracy = 0.7268, Loss = 0.6812, Decision = 0
Round 158: Accuracy = 0.7258, Loss = 0.6851, Decision = 0
Round 159: Accuracy = 0.7244, Loss = 0.6889, Decision = 0
Round 160: Accuracy = 0.7243, Loss = 0.6928, Decision = 0
Round 161: Accuracy = 0.7232, Loss = 0.6969, Decision = 0
Round 162: Accuracy = 0.7223, Loss = 0.7004, Decision = 0
Round 163: Accuracy = 0.7217, Loss = 0.7043, Decision = 0
Round 164: Accuracy = 0.7210, Loss = 0.7078, Decision = 0
Epoch 1/5, Loss: 0.4760
Epoch 2/5, Loss: 0.3955
Epoch 3/5, Loss: 0.3404
Epoch 4/5, Loss: 0.2947
Epoch 5/5, Loss: 0.2544
Round 165: Accuracy = 0.7199, Loss = 0.3522, Decision = 1
Round 166: Accuracy = 0.8128, Loss = 0.2431, Decision = 0
Round 167: Accuracy = 0.8120, Loss = 0.2454, Decision = 0
Round 168: Accuracy = 0.8115, Loss = 0.2481, Decision = 0
Round 169: Accuracy = 0.8110, Loss = 0.2505, Decision = 0
Round 170: Accuracy = 0.8107, Loss = 0.2529, Decision = 0
Round 171: Accuracy = 0.8095, Loss = 0.2567, Decision = 0
Round 172: Accuracy = 0.8084, Loss = 0.2596, Decision = 0
Round 173: Accuracy = 0.8073, Loss = 0.2623, Decision = 0
Round 174: Accuracy = 0.8063, Loss = 0.2654, Decision = 0
Round 175: Accuracy = 0.8059, Loss = 0.2684, Decision = 0
Round 176: Accuracy = 0.8053, Loss = 0.2717, Decision = 0
Round 177: Accuracy = 0.8044, Loss = 0.2742, Decision = 0
Round 178: Accuracy = 0.8039, Loss = 0.2778, Decision = 0
Round 179: Accuracy = 0.8028, Loss = 0.2815, Decision = 0
Round 180: Accuracy = 0.8018, Loss = 0.2847, Decision = 0
Round 181: Accuracy = 0.8008, Loss = 0.2877, Decision = 0
Round 182: Accuracy = 0.8005, Loss = 0.2913, Decision = 0
Round 183: Accuracy = 0.7999, Loss = 0.2942, Decision = 0
Round 184: Accuracy = 0.7997, Loss = 0.2975, Decision = 0
Round 185: Accuracy = 0.7988, Loss = 0.3008, Decision = 0
Round 186: Accuracy = 0.7980, Loss = 0.3044, Decision = 0
Round 187: Accuracy = 0.7974, Loss = 0.3074, Decision = 0
Round 188: Accuracy = 0.7967, Loss = 0.3107, Decision = 0
Round 189: Accuracy = 0.7958, Loss = 0.3140, Decision = 0
Round 190: Accuracy = 0.7957, Loss = 0.3175, Decision = 0
Round 191: Accuracy = 0.7947, Loss = 0.3220, Decision = 0
Round 192: Accuracy = 0.7940, Loss = 0.3261, Decision = 0
Round 193: Accuracy = 0.7932, Loss = 0.3301, Decision = 0
Round 194: Accuracy = 0.7925, Loss = 0.3340, Decision = 0
Round 195: Accuracy = 0.7922, Loss = 0.3382, Decision = 0
Round 196: Accuracy = 0.7916, Loss = 0.3430, Decision = 0
Round 197: Accuracy = 0.7908, Loss = 0.3475, Decision = 0
Round 198: Accuracy = 0.7902, Loss = 0.3519, Decision = 0
Round 199: Accuracy = 0.7898, Loss = 0.3565, Decision = 0
